Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Potential	Temperature	Equilibruim
3.07258756186	3.18703291035	2.77405752133	6.84751861659	1.54559122985	2.75586198081	0.710714266546	5.51341548543	1.55111361649	6.27593022362	-0.902458529664	4.130253708	-0.908482304583	3.11705051898	3.53576838456	8.89580060548	2.13763636094	7.32617462324	7.39532787275	4.88951231164	9.97529511544	3.79623548107	2.13875093344	1.51928668803	0.67241351839	8.52198361792	8.24094942993	0.368962901602	7.03440692003	9.80628453995	2.46698293533	4.60576551397	6.78050035446	2.80287121455	2.87609242368	23329.4188445	37404.3434448	False	
2.63256801391	8.09138632401	4.59939070339	7.98840985357	1.04314393877	0.484851581608	1.4734150961	3.34513655587	-0.771031068658	-0.807861271177	5.23244888584	-2.93222573034	4.40417024108	3.82620076242	3.7874043049	5.28599520588	7.75992050151	2.98272659433	2.64289491201	2.31843151666	9.04328827449	6.79620422838	0.228976116985	6.97721751973	4.21278236703	9.26550194448	5.96197815581	7.30982104137	6.83268031608	0.964697153996	9.40821916013	4.64616264488	6.15217292984	2.63587026086	0.996955197803	71638.2301738	37404.3434448	False	
0.763810399964	6.55400620066	3.4980220043	3.52236122803	4.6908351383	0.705897378191	7.64936605951	8.44050289828	2.77644657401	-1.62635598735	6.85612455185	-1.63501837146	4.73969870486	9.79460389466	8.07879298336	9.92402211957	7.84697730919	3.47290254297	6.23711102176	6.0052171927	3.1077457809	0.255686110783	7.73127741169	4.02505675605	9.16052231131	8.8851593779	7.24249473721	1.55428521852	9.46903449917	9.75155503034	2.44171577806	2.84532100922	8.66954963356	2.9107005448	3.6422099888	109287.008971	37404.3434448	False	
4.97262412433	6.0507012097	2.1421238633	7.22888087395	6.17305897303	2.6123247438	2.06321718161	7.4532749899	5.18049513728	-1.95428402306	1.45509749593	0.520627933173	-2.06015787881	8.91260810353	6.84331090804	9.06182049209	8.05530147634	5.87956404337	7.35149811047	6.47247470027	9.23768401181	9.15442695764	5.12319791344	1.95743806912	0.684970470872	1.87887160926	6.36902497419	4.09050605538	1.18607751593	3.6288011595	6.87689864424	9.18532051717	2.86671948886	2.97262166432	2.85165735281	5136.04141535	37404.3434448	False	
5.04917394862	2.1420034788	8.14107186161	3.76145034573	4.23504190709	3.94052147139	1.06910570034	5.9434634086	0.559009919671	1.06868460547	5.76009680604	-1.44561785405	4.32336247177	9.30470932752	5.20525828083	1.11581438277	7.2103817849	5.36903502524	7.09623490733	6.13829770363	3.73993980306	2.98067623635	0.921747766575	8.43166297196	3.30647547878	5.17521428373	9.82439516479	8.71927425917	1.06076353353	9.54226254637	9.29549734604	9.08662560906	5.51635159319	2.93723673457	-0.689038759419	31673.6166373	37404.3434448	False	
5.61682703805	3.3696925152	5.98030260552	2.81009313204	8.76737963269	2.69864444539	1.83334571235	3.26960858216	1.92758051739	1.26691902239	-0.625159972443	-0.971317589568	4.24714291202	6.52401062444	5.98346988237	8.57199153643	7.65552929801	0.256808640539	7.91554995185	9.02088148323	7.62891201767	5.68420514317	1.79312241539	4.11207773195	0.43632015971	7.76618205585	8.51505683798	6.05434956698	9.98798026233	9.55696471656	5.94433813462	6.86096944121	2.19929091087	2.69420535158	2.10935643994	37435.5960722	37404.3434448	True	
6.18168944842	0.551627731551	1.39838457941	4.53592782511	7.17034296237	6.19198913307	2.82608383645	0.571547095184	-1.24838441105	2.9528931227	-0.592847306232	1.02198178704	4.33923548659	7.81413473777	6.77006457077	8.24547974227	2.461321781	6.18140718731	3.85311752299	4.05743401474	8.88861945971	4.2710949694	7.19377910884	7.91253278355	4.05064569885	3.86126789065	4.65352877065	7.63631783823	5.30162590862	4.33113635846	2.9987346868	9.22781383919	9.70212241261	2.58606873269	1.2736351199	25105.0461148	37030.3000103	True	
0.965552243618	1.33520138659	7.04923777524	3.66896295245	1.91825084697	1.56477391633	7.95392586637	1.18520630922	2.59549956462	4.82701753377	0.555425386682	-2.29736159713	2.23736870574	7.18117943247	4.84675310752	1.62361089722	1.51185055346	2.42244013969	0.213050670231	3.71730285282	5.8447120089	5.26513133975	2.76422960136	4.74435261757	6.27205000277	2.59516695032	7.77202444671	9.19137955992	0.227778008138	8.66738006035	4.61867355386	1.31419202772	3.80527882803	2.55807622598	-0.229883433801	66360.0132432	36659.9970102	True	
7.51779750754	6.66482699735	0.0322521050382	3.4482512755	5.97319554657	6.8714079501	3.01862942595	4.84213958274	-2.36916079758	2.60348967825	3.68067885681	-0.997328539723	1.62566580311	8.86250398356	7.98359580013	9.09688489047	7.22159391036	2.0722578704	1.80068085765	9.31545020075	7.0556197643	7.74889261379	8.27723327638	2.11110064576	2.1725307891	8.9428866448	3.78412353416	7.36646560445	3.37537842395	7.72564972506	2.35682311699	3.20095219216	8.38741338782	2.9061979102	3.26331080317	8144.17654837	36293.3970401	True	
7.59228471096	1.51741860348	3.41278999478	5.12342862677	4.1424472048	1.37409122198	5.18866682463	1.27049837353	4.19133979949	5.83670798865	1.73549228464	0.226496116274	0.925482544401	0.428303998798	4.89473825657	2.51355917502	3.52199553874	8.84993157819	8.16510615363	8.73456033029	4.08318333701	0.526882730783	6.83258715452	1.1981932084	5.03888078634	6.15315626773	6.30712293695	1.76075127364	6.13661703653	8.70433689212	8.23876515885	6.82967039108	5.56073176795	2.91797395388	1.15855119965	9327.34829988	35930.4630697	True	
5.51226050266	4.08939425905	5.60380824148	7.79306024372	5.17712965298	1.81587733837	0.376839471622	4.53996354946	0.770662763809	0.769492871223	-0.616838687638	5.19232374037	-2.51750067058	5.99406139254	0.189958385504	3.82669238545	9.26149812118	4.90764598912	2.66554406478	1.49823794317	8.02599555022	0.538027794396	4.97085605781	5.38620267579	8.72622336778	8.56908502324	5.40669403978	4.20128614292	5.54186988082	3.4690431331	2.82195930526	8.31581195416	4.31080076522	2.79120008829	0.100642397845	13665.1131644	35571.158439	True	
0.34478120916	6.17289107268	5.54297041558	0.760294457044	4.12750193082	4.37071808498	6.82987336781	1.61867826514	0.58840308785	6.00661166303	-1.09366843082	0.0204957226762	3.54697823314	7.66706654758	4.70776260606	6.32033344565	3.513335175	5.3006239383	3.59691536015	9.57209347635	2.52437414632	2.09293288409	5.61709618728	0.535856705062	1.3568467327	5.02135163268	2.65798497911	9.88493686633	4.89651270701	7.84816074787	8.4730174033	6.83726420041	8.21260071238	2.65558817137	0.395043744826	44325.9987607	35215.4468546	True	
6.99402775134	6.93175066023	0.327193125304	5.0441758553	1.43926612314	5.78344360452	1.1149322366	8.0312884313	3.51470380405	0.360834930372	5.31913005555	3.92404711683	4.76328343372	0.697118088341	1.57356569899	8.46656763408	8.20086405817	7.20717202179	8.57039924971	7.72234425754	4.5783690416	4.4988622251	3.91212421912	9.80929678583	7.8085547967	7.78276377081	7.70128013477	7.4854793393	7.09244888717	6.07823224321	1.18872004797	8.36456008273	6.72039726486	2.73290514117	2.80290762019	69308.3900938	34863.2923861	True	
3.60826219562	1.96292305378	4.44641759605	4.54749940575	4.99734322396	0.569691405445	7.63580072012	2.11826050531	1.89408796299	2.31621412053	4.5664046893	-0.12193951826	0.0280867087702	8.5088001942	3.02443733016	6.36686347517	6.91505459142	8.54451095926	1.84086704916	5.9451662562	6.13973939385	7.45158256433	9.96007233871	3.68748310782	5.58484466974	8.12034279454	2.11237426731	6.10671092725	5.72495317195	3.3458757197	6.1720333148	2.30181851459	8.7495170767	2.73678331177	3.92339966272	9173.25295448	34514.6594622	True	
3.06057937318	6.59078726678	8.61925810425	1.98023420034	5.15786885804	4.08021351779	8.75106813739	9.8330784188	3.40402098652	5.50307181462	1.71565135434	5.17620803137	6.52717780722	0.585526705494	6.49930781959	6.5678587262	5.47490050287	6.42836979857	6.34440586401	7.35738330435	7.50862291286	9.04938616628	0.112069268094	6.31618241638	9.14336390027	8.67811123316	5.05596324322	7.13368326356	4.14498989383	2.27844564213	9.61277680482	6.39497453469	5.04387959506	2.66960975582	0.800079151952	231663.571892	34169.5128676	False	
2.55807873557	3.34098886429	5.02889375518	4.18031553021	5.08987553087	5.77888990178	2.73725665987	2.04982360741	3.16343695447	-0.623268016476	1.63175116198	-0.632693612242	2.59863946052	6.09591431363	1.56772854974	6.49672465032	2.63547269877	1.00062476122	8.07968699657	5.03608563647	7.39741262074	2.88059041262	3.88401071994	1.09680450362	4.19186362501	6.90217407365	1.14972864497	2.75575885531	3.79408866869	9.54885656821	1.88697333809	2.39854909791	9.7296640098	2.86509612064	-0.12358525937	22633.3729314	34169.5128676	True	
0.868540355091	3.15264303752	6.63861217241	5.04303518657	6.80973070739	2.54906047882	1.5636666455	3.71366764296	-1.98806613535	0.42716683388	-2.31170226967	3.99594167415	-0.380009752713	6.04356477774	8.74873166953	2.8790866938	2.11626522375	3.69242062082	9.40569800226	5.63018533515	5.02725436898	0.44925557881	2.23592991938	4.72227659196	3.67383862969	6.23100962962	6.50223644596	2.2663235135	9.22505413101	7.97186712177	2.19768830336	2.8782783635	1.91983282907	1.94175828804	0.26932058188	128860.211385	33827.8177389	True	
