Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Potential	Temperature	Equilibruim
5.59636361214	1.16700887642	4.59952754172	2.83286148019	2.10406213143	1.85084685936	6.39673881424	1.18087965734	0.147527157142	2.9572507657	0.860456274646	-1.97378052332	-0.762982221523	8.98047701997	1.83315990418	8.03450321288	8.83796256962	5.58694357202	6.19540616514	0.963434018218	4.92882308076	0.541208952051	3.62668591329	6.07893198774	5.58958964807	2.40060087925	7.15669250782	1.95186988583	3.23849461654	0.338387324612	5.51183503731	8.84715358603	3.82927477096	2.0356349777	3.20309985492	30084.9636314	41144.7777893	False	
6.06541304546	3.94293587009	2.7544636422	7.15896418641	9.06416600704	8.34643596791	5.89652549421	1.48332960049	0.671373813347	-0.624837183044	-1.03407223018	-1.38123547398	1.39375046516	2.7993906663	6.04593204382	5.93748814024	4.65267526299	8.63510316021	5.07243486206	6.96654708598	6.23659617161	5.11290853471	8.61612816351	9.41979694519	0.648392849724	7.68658787959	5.03605652597	7.93545580278	3.99017838239	8.96977700585	3.58550517135	5.106050295	7.47378659471	2.56018548358	-0.555933850808	117052.392507	41144.7777893	True	
2.12424557573	4.7179380023	7.22428839178	1.37537547725	10.1704637249	4.94104692958	7.21443603262	1.34324154973	6.10880630859	-1.7878779727	6.73357575765	0.44947171206	-1.42692126602	6.06301730168	3.1645114722	1.66414760453	5.32625673861	1.4327928337	8.35583467613	1.89684943736	2.82531208908	7.3215207294	3.00611410104	0.920400259956	0.886543381047	8.03209100095	8.17263891182	0.210850471944	2.64185581843	9.68131701329	7.8982217787	5.11148209969	3.21336357395	2.9060957212	3.01858643934	168657.962225	40733.3300114	True	
4.60526330137	4.1084855852	4.51285124961	2.13980034625	1.42258505435	1.85601803933	5.38791014683	4.91125760693	6.24213055908	1.44911110658	1.98302993138	2.19471546706	3.48403193692	1.07499110815	8.83244461759	1.65590751242	6.26188273417	9.30019837875	3.85704544761	6.88198440309	0.993960471713	8.20764886454	1.17468984007	3.56527446316	4.74765952817	5.96489419037	5.0700909069	6.78364844138	0.490718428648	1.7601991044	9.82400074069	2.2127350277	7.33420027727	2.97007627811	3.11255624661	7843.81746353	40325.9967112	False	
6.8476715373	4.57888872013	1.72907715474	1.92269068776	4.98280725486	2.88191316757	2.49924728522	5.69633893412	-0.834455883713	-1.50443936415	-2.86280673256	-1.98729190451	0.576097072837	0.822068898485	7.14069621582	3.81327478464	9.10913325053	3.53490474658	3.55677050964	5.27729769784	4.6381072964	9.4085851298	9.3882433563	5.9061164319	9.86249284173	5.49670574868	4.83432878131	2.83656447826	5.16855799189	5.55403151855	3.87417474871	4.17877659551	0.710691196266	2.61742198044	0.861750258374	9781.89919733	40325.9967112	True	
5.33227440747	0.82243919773	2.60094987145	1.61134000006	3.76002796337	3.90029854919	5.42850536281	4.0198535607	1.44618959435	-0.346462472572	1.31255311423	-1.5638455906	-0.325165511331	5.34882871043	6.31582401212	2.20291167707	5.33721808319	2.75434438962	6.40473581828	7.33928518141	2.83091160823	7.08496154076	9.12012308742	5.76913645339	3.48709036313	1.82501899892	0.488159399946	6.96045424499	8.06826942155	5.75174952856	2.84418511634	6.47578306136	6.47774975293	2.01703353019	0.539502133716	10880.208001	39922.7367441	False	
2.46073486612	4.31179133128	0.831312878361	5.41436198327	4.35074099005	2.39151194463	4.91999773962	2.01274941301	-2.10285456065	2.83866924108	2.72438336897	3.53677465901	0.651501325387	9.1676932298	7.78143519812	0.154252750054	0.865593035647	3.63947404806	9.04078146744	6.98454217916	0.346379789622	9.50251221933	1.29935701634	0.349851758491	7.74709495169	0.302129657544	2.52593652543	5.62845307647	6.93448568316	6.01123230338	8.12976171963	6.25872984185	9.43457000391	2.55678592877	1.66987291734	8837.82199476	39922.7367441	True	
2.49509149653	3.29547766996	7.40357525048	0.73448088059	4.68166958527	3.87931862314	8.47201017036	3.83912885201	3.35753399787	-0.243474750711	2.29884357915	0.647890687332	1.28716082875	1.68981968723	6.54195452497	2.42745932802	8.99450146002	2.93393731843	0.000390443856239	6.77952368826	3.85679783254	2.35681148647	2.72043315622	7.18182679048	5.45164458297	6.09311115613	9.21155707758	1.62276604623	6.19107273544	3.28927115381	7.22172810168	7.95305092925	2.88325259692	2.52745693371	-0.0174263455578	76208.5133987	39523.5093767	False	
8.31536251707	1.36954277701	6.21781494935	5.5214148094	5.72271643402	7.02430271547	1.14135469045	5.59396025338	7.85732602984	-2.96395394438	-1.2663537589	-2.0553798009	6.4614307522	1.93763256466	3.83101312159	2.05007778442	7.14806675703	5.18209186948	7.95296235207	8.91741703524	7.52084011145	2.80095210197	8.87958040888	8.16341692364	8.61714267594	5.63675063064	7.8353989886	4.37550430125	6.93585626351	4.37285162104	5.38496198579	1.21851679663	5.78404080985	2.74094786995	1.34914494691	243409.755956	39523.5093767	True	
7.48611872619	6.33919557282	3.61779134128	0.799801272483	0.507004864682	2.61640743129	3.08113761744	1.79590047399	4.71951947062	1.98205444501	-1.32842838242	3.62323153536	1.97952644527	2.76677501038	4.75635745648	8.46528746627	5.93398970126	6.23153291416	4.7782917194	5.78313903087	0.427177480199	8.30755264859	9.10392750163	2.87927492322	3.6913704992	3.08568114436	7.3052790619	7.33657107953	0.166344243678	7.55551994172	9.52065681849	4.99776126324	6.96884100423	2.8035801424	1.73279192965	5335.57953436	39128.2742829	True	
