Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Potential	Temperature	Equilibruim
4.89815099227	1.73757890807	5.61581795086	3.44855669683	7.59282305593	7.24254059799	5.55130923382	0.869622783475	3.97729690101	4.64927861524	5.63666378085	8.08588666937	-0.45596672498	5.66841589659	0.834708160814	9.70321677728	9.18984352894	0.840811314555	3.19860022239	7.48271827205	5.16465518787	9.54410151466	4.71140398306	7.56865449352	8.66066265431	9.68142442718	3.65305004913	4.20540064803	3.92480655751	2.92019705396	6.48692345385	0.700348636226	7.63275748732	2.88594048127	0.193350693118	155072.622416	45259.2555682	False	
3.63419668456	8.23292156364	1.55633557071	4.07863261037	5.5414052884	6.30156140743	6.56822242869	1.49725659271	1.86990656538	-2.46511783625	3.27655011504	4.56722005072	0.538565948704	5.36447477779	7.38249381301	2.05882204556	3.49900572281	8.94241457724	7.80578656406	2.1644145639	9.69265885978	8.04696847003	0.417059569107	9.25090070607	8.62060515316	9.47715844425	3.07753993287	4.5100710599	9.95385395435	5.30718239806	6.44132054402	6.14495445997	5.66144209954	2.329532768	3.77773688509	106551.981115	45259.2555682	False	
6.02053984434	1.90387587569	5.12394155812	2.13791905097	3.9659038619	1.89092114135	5.01688968041	2.14551519324	-0.369710301774	6.06196250124	-0.671424010886	1.96922236089	7.23340767401	1.90618747013	8.36653429544	3.38669384013	3.93544700268	9.61960146879	9.27023751686	9.14450805323	0.214550354396	0.501617236048	1.73465240847	0.158051923965	9.01725552284	1.08406624006	7.19007429808	0.179414751803	6.68746983453	0.161443874114	8.95926758935	3.45177779326	2.27804086011	2.57684869652	1.17048051983	172346.348001	45259.2555682	True	
8.51932816141	2.90659353232	2.36006614194	3.58307957982	4.15005694062	8.74304387119	8.80443183278	4.78076757646	2.80402616702	-0.0285358187685	6.09313754275	5.42521184325	2.90110005585	4.489700754	9.80285986827	1.57237363666	4.05310881479	4.11458147591	5.4738570393	3.10658869439	0.943403021408	5.85980693875	5.81592773319	2.35707753159	4.66083226543	9.00573075006	0.90434922851	1.20517324692	4.63530304359	1.61101184107	7.0087089824	4.66645239897	1.44341744632	2.98119930474	-0.502171061897	80041.4936129	44806.6630125	True	
3.30766645404	6.22138918129	3.77566854415	8.12311664764	7.02319217847	4.30552327934	4.97413856682	3.79287006866	0.487632001928	3.10254348056	-0.109397587727	1.67352328673	3.38074285254	1.95363344956	5.3714028338	0.557185918959	6.48191459521	7.08162756917	7.38176418341	6.34043483349	4.31199705621	0.770284318811	8.16013935299	8.3540797263	5.84552001658	7.27850934179	8.32221521628	5.89928164364	8.92967904367	6.05327761625	1.92717991581	5.01266694217	6.7451105226	2.76952798876	2.90945155243	11702.8337117	44358.5963824	False	
5.76915351127	4.63888216206	0.878044811213	0.471428408311	3.73243194215	4.47640212768	2.1933052963	2.37076538212	2.59048310884	1.03856339439	-2.40188488475	-0.618171348757	-0.874681166131	2.16462094392	9.07116086898	1.26221651902	6.85140327933	8.26048320195	1.13809158324	4.41083360589	4.51031119074	6.91385012151	3.13573507309	5.2472633963	4.3673322071	1.51680802914	1.95035419821	2.3978314435	5.91263821536	3.16596731907	8.18248916823	5.61936240423	8.82724040042	1.88752109753	0.773952912559	25077.8435419	44358.5963824	True	
6.73593625232	8.23100188936	8.30806623893	5.39877535998	6.20534880044	0.0668178630046	3.15742143787	6.73308260509	0.939380660135	-2.05947213973	-0.688230186424	-0.223577325096	3.7937732057	5.15518287926	9.01873324446	0.612045579995	7.87295835358	7.32355510739	7.16064532808	1.54602899393	4.40120996448	5.75467101024	7.04169065093	9.81837331273	4.22144254442	1.11152117265	3.64154252186	0.399302255466	2.87605428969	8.98660644746	6.84665230244	8.39029395288	1.69298767845	2.65463204839	1.16484148954	63957.7307253	43915.0104185	True	
8.73020734789	3.13681161946	7.87608231714	7.03537987472	6.58142363983	1.84400821467	0.590279715123	4.3415037912	3.07858082728	-0.220662294932	3.74385349539	6.56511788428	3.66376486149	3.7577568826	8.88750053487	5.45671706208	4.29369435163	4.48821134236	6.86176129639	2.0749052459	1.87443352094	0.10492113892	3.16166927298	4.60259575665	4.43224879328	3.62980270077	3.72076579198	2.79956300699	4.21628682489	5.0690715214	3.72725409975	5.28132215105	2.5761272739	2.68991686492	3.719588883	105548.716729	43475.8603144	False	
4.32153698885	3.60598869937	5.58959183315	7.8108410893	3.44264683591	5.08862731246	3.56592541768	5.7401387024	-1.46950130821	4.90449561313	0.292189787639	1.32495057262	-1.46405790839	8.09899758427	1.39422881836	3.59112206608	1.86959399403	3.98344282813	3.30493052717	7.3273239496	0.97319476488	9.73174868553	9.36081602815	1.83009595804	5.99473648865	4.16096128198	9.72612355007	0.889174361039	7.86943060607	6.15978954728	4.95496756203	9.36394115536	4.69361709832	2.89132816902	0.998990673431	6997.67208111	43475.8603144	False	
6.90192674524	4.35391107723	6.73876233409	1.67462329958	5.9855680524	5.58455235731	1.07637082278	6.37106758363	5.851520134	3.31220883591	2.00760889348	-0.407022615045	3.95528527547	9.92594338908	7.42542362851	5.87805955962	1.47446307548	6.35471486931	4.1969595098	8.63133032362	2.48041827461	3.59387567123	8.66921470073	7.02597131048	1.53340939434	5.80852687556	4.74816404368	3.00157200168	7.04210789811	7.86124408787	7.45300859163	8.83744796836	0.100292015459	2.6141219558	0.884476495922	46228.134456	43475.8603144	True	
5.62661267998	3.86356126978	9.31969731952	10.3863243346	1.59798612087	5.17565502561	7.11658627459	4.34879010965	2.16191592985	6.45799469508	4.19371689151	-1.68939807873	2.25865936675	3.38336017563	5.1251942279	4.95969241556	6.31057489029	8.72036416375	7.43298417487	6.04458312857	5.27632971931	7.38144595825	5.86614314222	3.30461721314	0.587871104151	6.29342693659	1.78358765613	6.37587481694	1.47645049723	9.29422484284	5.92551067073	4.57996007578	0.547711860268	2.9844647717	1.63225760292	133520.566958	43041.1017112	True	
