Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Potential	Temperature	Equilibruim
0.327694517904	3.40580738949	7.36411884425	9.31118215733	-2.65001151598	2.24599074418	-0.158661997162	-0.587479419329	10492.2324818	18181.8181818	False	
0.221042862325	2.09225865049	0.540798438484	8.18928735915	-2.38406238492	0.359189928902	-1.15220364461	3.82996580659	34360.896551	18181.8181818	True	
2.0719992387	9.68250466514	7.42578557703	4.91567823438	-2.30129148826	0.0369116346351	-0.0179784208599	-0.082092710982	23996.7636293	17272.7272727	True	
1.80524483872	3.7548628044	2.20637164999	3.26447386695	-1.76424848664	0.0217217554324	-0.640724985611	3.76273123007	15971.822274	16409.0909091	True	
2.02989372616	4.51431933824	-2.43109245453	4.73323298058	-2.33992419635	-0.242566834056	1.39165042891	1.22323638836	34699.2256364	15588.6363636	True	
0.254844025507	-2.38201066784	3.99563798571	0.133271181781	-1.65684936495	0.214601601615	0.346627628578	3.39720855293	19660.8792873	14809.2045455	True	
1.77555566819	5.14489724308	-8.65406633691	2.67679060565	-1.87247813011	1.14171281567	-0.449273132334	3.86868625466	32099.8316653	14068.7443182	True	
2.65705262506	3.23086639609	8.67686328512	5.23654854465	-1.79755733554	0.626084959578	-0.689728498869	-0.274966021384	11779.825758	13365.3071023	True	
1.05026550009	4.02818359495	9.0501063055	2.8023358124	-2.93847926283	2.38043912226	-0.856549825971	1.91636197705	22879.5010232	12697.0417472	True	
0.968377777212	0.417866417198	1.19919392596	5.55517428885	-2.19031882247	-0.687869227045	-0.162300844019	2.05964325565	7529.12088877	12062.1896598	True	
0.584029823581	2.5559495289	-7.50328061101	4.6283476344	-1.77054843752	-0.274649115162	0.0854261570112	2.68356751142	6978.77698068	11459.0801768	True	
2.20817902452	3.41238899638	2.52110918628	2.87717792929	-2.38929002604	-0.977444763667	2.57246833718	3.40163160403	9710.70437822	10886.126168	True	
0.769812748661	2.59060532506	-5.48784873445	1.10354465889	-1.41728080039	-0.872724518514	1.98946222085	3.56387618829	13795.4146562	10341.8198596	True	
2.57076713045	2.80128916488	-3.17342319746	8.30290600251	-2.3519953521	-0.987120893775	2.49368413566	1.51231576656	38367.8111168	9824.72886659	True	
1.15655567946	4.00106670836	9.85270074434	7.45817790281	-2.85677968341	1.78235867026	-0.688538457798	3.18325184341	15761.8709002	9333.49242326	True	
0.725992297054	0.559098440277	1.02830889294	6.42229511034	-2.29358655134	-0.592376570325	-0.638936425069	1.49649683756	15042.3626262	8866.8178021	True	
2.54723132365	1.89984778347	8.57160754948	4.95818755392	-2.40845865561	-0.784622331826	0.254846267779	0.696798636141	2550.04465165	8423.476912	True	
0.416403511449	-0.0692765946295	2.75930790665	1.16608602888	-1.02740226548	1.17599328583	-0.636665755072	0.571689306115	16299.9099556	8002.3030664	True	
2.53492533552	5.68122664404	-0.760525814487	3.79655851772	-1.54316753966	2.29191193747	-0.936750037276	1.76565043582	21118.8322059	7602.18791308	True	
2.43719477153	4.30113565785	0.425423376824	6.99690043927	-2.20428094531	-0.690737207716	-0.512304767486	1.9364957985	10566.6037499	7222.07851742	True	
0.187345624028	1.28332225686	5.6180395065	3.55993202976	-2.43029126229	0.902285449535	-0.807348663997	2.18796204391	7238.79599169	6860.97459155	True	
