Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Potential	Temperature	Equilibruim
2.49658709698	-6.5634617804	2.94144284494	0.957302665012	0.394273448575	1.60432197834	1.85407908022	4.95663114219	8.63191480079	7.18903918897	2.35582524112	5.02338759981	6.35460757366	2.76336611825	7.34001833431	6.00819137085	7.10732273241	9.30261694985	1.01873107611	2.88649996013	6.86810363162	7.76875964913	3.27348756198	3.37783704021	5.05008524431	3.96197072825	5.53721065787	2.25393575391	3.20362356062	3248.65927813	1606.90386561	False	
6.25936931879	-4.8825950749	5.15102092517	-3.04009979173	9.10819576236	-3.48040037315	-3.07195360903	7.32638421222	1.18919910734	7.05277034689	2.90045536308	3.81805490773	0.367207474534	7.16987036545	4.55592160813	7.27638525879	5.70461088405	4.81992239941	2.5770722949	4.34944939214	2.57701412401	4.82899153997	2.27270748465	2.99164072473	1.50094370014	6.94181838082	1.18529068356	2.49751232722	3.09717400711	4401.31135094	1606.90386561	True	
0.380467085968	-0.1907346117	-0.984541937035	-5.42258332095	8.04406636046	3.97580361258	0.595668007918	3.09209577597	5.7667299288	1.06310458917	3.39954450481	7.43388407527	7.26216862578	2.44753762766	4.21815864819	2.76098545816	5.76203425272	0.784545197559	0.761255672363	5.6954440465	8.67945646369	4.04100223621	5.86346758261	9.52810759297	2.81134534667	9.29106805964	5.73682505122	2.25862561187	2.59447333861	2105.33700848	1526.55867233	True	
3.45600902137	3.24128494852	0.883461465745	-3.92888707499	-2.01055758943	3.22495660982	6.28642036243	9.28142658335	6.45310235124	4.190737687	8.96934908096	7.80002110305	7.72214327635	9.06955170787	2.74448759798	0.745966458746	9.51017763355	9.96824850759	5.61922006092	1.05556212413	8.96342835774	8.64844474617	4.56109185073	2.33789070069	6.11242905462	2.77297288059	5.87221781273	1.09364193537	0.689789248269	2466.11249115	1450.23073872	True	
2.87510675764	-6.55298851541	4.59294816178	0.540550760351	4.22458817994	-1.21175272099	5.66981367313	-2.69897204942	5.10214385539	1.11024902968	2.8490205554	2.62930852224	5.1117302116	3.2014389611	4.09677195319	1.64430400332	4.03797022406	2.8256246537	4.30091849042	6.58003136061	4.45440376904	1.91503279099	0.44946474063	4.61651406589	6.62166956547	1.16194896	2.60885729692	1.59887281651	0.808236201525	2888.8875984	1377.71920178	True	
-0.453442710816	7.41954765863	-4.59421319177	-2.9052385405	3.9956374151	3.24978406449	4.18319653549	7.81856971719	6.23756273311	2.71254297941	6.41442491936	6.15546875208	2.71606272457	7.68138921386	8.05501064898	3.36621427535	2.97853562165	2.88675557519	2.53554730587	7.4444809742	2.2995033299	1.70491719709	4.22625984297	7.35198060359	7.64507120555	5.33919876683	4.97393281791	3.70613107323	1.89379930249	1588.33262981	1308.83324169	True	
7.750510935	-4.67621411041	5.55914026447	-0.0274846869161	0.890718302674	4.9009135724	4.48074913209	-3.64065555637	2.20297818979	0.98567930819	8.78025284845	0.9874117967	7.24140536074	7.00915053849	1.36836305808	6.21814396091	8.89429443825	1.60525952026	1.55724927512	9.16325549504	7.33979306582	4.12074686596	0.626284330172	2.46247718425	9.91309156879	6.49225327826	8.92820268482	1.47281344684	2.04747999374	5005.25580515	1243.39157961	True	
3.48136670365	-4.87143983977	8.1142116687	1.20869715598	2.4855118046	3.57374629697	-4.57961193811	9.03842646415	7.40684797374	1.53936909203	8.80625431419	4.79735221872	7.16224888851	6.86632297947	4.95598979939	4.99670788665	7.00418367064	9.69045871071	9.58772556885	9.77626385705	3.30433329666	1.96200863414	7.05652476729	1.48605222063	3.54206034472	1.97811118612	4.74091757496	0.559069933751	0.292777318737	3250.57627936	1181.22200063	True	
0.595759486839	3.49859372529	7.80810085327	4.02106077302	0.825339605039	-0.834073132309	-2.27700756567	6.86791788276	8.34210924129	8.02703260748	2.97672185033	9.39888108774	5.79566851696	9.03413164367	9.90716201221	5.58709732215	0.793888381651	8.10331380797	7.56696132515	7.890307977	1.04855748873	3.71975856071	8.29769599923	8.30009863895	5.8574647494	7.42858094244	7.18286002588	7.11040120293	0.830600777488	5446.36695107	1122.16090059	True	
2.56874158843	3.06079183211	0.0593014017347	-3.19429764273	4.55989011088	5.21819323264	-7.32921852345	8.27540837298	3.29658797043	1.35539553569	1.78766001269	5.32459475891	9.2847199371	8.12261984053	5.95575073066	1.30666383637	7.6098863895	0.874125980966	4.84691453287	8.29287780047	2.56623409123	6.55735128247	9.36750172751	0.769678002774	0.690312278053	1.7860806456	6.55349404081	9.84460196776	3.75690390819	2420.73353564	1066.05285557	True	
-4.17179166395	2.15721714577	8.74068624202	-3.1328474064	2.36233293789	1.71087377567	1.05338456175	-3.42399169424	7.30547536964	1.75699642794	0.674395366724	6.24224469404	5.10789299848	5.73022973543	8.573823215	3.44744963015	0.126040093253	8.97178800006	1.21661591685	1.3142019596	5.83385847414	8.93637788728	3.37891583854	2.97451947736	3.44820844306	7.94065589094	7.1604917929	1.3674691579	1.07469580154	2544.90831154	1012.75021279	True	
