Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Potential	Temperature	Equilibruim
3.70447135601	3.50341885476	1.14321564106	4.04843847532	-4.01426361524	0.630993592338	1.43943359782	6.88532811101	2.54581546014	9.08299967454	8.26821112552	7.08436811894	7.28599122753	1.84822235813	6.3507202887	2.8697589591	0.792974287834	9.37337751688	2.71416795725	5.79402906885	2.18253334787	9.79136621619	0.47072212762	3.39807600819	3.57612311189	5.98824528475	8.97311847239	4.28843074902	0.117896317296	4536.5080476	1606.90386561	False	
6.8900082934	-4.95364198033	-1.14063344314	9.2650376609	-3.07816148101	4.73690836425	4.25631039792	9.12473830724	5.08903169097	1.18249203157	2.59221742649	7.3045972512	5.11571924055	2.60601425174	8.72375050218	6.29026354208	0.760540481604	7.13042290832	6.14825205088	5.36441351818	1.8255423009	2.95926293259	1.589243318	2.63113801355	4.89341005502	9.16105762976	4.99970140792	0.394331836089	0.139999696612	2978.00156223	1606.90386561	False	
-3.64525267469	5.25830184369	9.00869834921	-7.64071838915	3.37981741452	-0.663687628022	7.61953835518	3.36967537338	3.940792963	2.68320557815	7.43363320128	4.15369115639	5.94032745383	4.12545946154	8.78698899654	2.92801853766	6.90512693795	0.592133274974	3.89448510399	0.0842037063373	6.83828135137	7.00000541379	5.9947217453	9.44540445863	4.90184077355	1.61101959543	0.489056283461	7.83466461268	2.75975837591	2030.28703804	1606.90386561	False	
5.07181420453	9.9372241676	-4.47536739442	1.72692043475	-0.641304821591	4.82261703521	-1.70285744394	6.70536759061	9.56887661723	5.69909908453	8.87972998337	6.70302643138	4.63931340019	7.15554229294	7.29424414217	6.27586316714	1.87994965828	5.27482462748	4.05208080853	2.59224968075	9.93706125016	0.695441340334	2.22120865268	2.19953576851	6.4308328777	4.84510703126	2.43751022308	7.1001855668	2.74250175309	5033.60535952	1606.90386561	True	
1.75455942399	5.45214182484	-5.99738054165	0.127490756829	7.16369926727	2.4211332706	-0.246818437163	3.6835248078	8.27422151316	5.90402974734	3.14133774453	4.08730312504	1.17198768308	3.53140915268	8.9761060695	7.12613599074	0.161805646979	8.61867299365	4.55536737663	5.66390365045	4.22071342001	4.11676779454	2.81930886986	6.9503555865	3.58210606659	1.70591570931	1.92351195408	4.06424750037	0.696502542913	3737.25002291	1526.55867233	True	
2.0354412514	4.79507478995	7.38990381814	-5.93399047175	0.513868413396	7.48157225528	4.80571757695	-0.239950784456	5.03405852884	2.40888302615	8.55312411622	4.3584138201	7.2092442452	3.89136543622	8.29168340333	0.659481364749	5.53644622398	5.91925541041	4.66774343637	9.61187303315	2.29069189897	8.31237282362	8.7864314456	8.41368921271	2.53273423357	9.52940667556	5.66347503847	9.07607038338	1.03465287195	3615.914347	1450.23073872	True	
-5.84227961208	0.343748227703	2.34016439718	6.78232475499	6.01310615612	1.43491156485	4.54759178009	5.82843428978	4.31777630992	1.9815813206	9.46471068927	7.36068153576	2.98351464208	8.7701292879	4.74169274945	2.19628160716	2.50843210011	8.1400302909	2.21606155674	9.46458472082	4.98931767467	1.73982513073	6.46279810181	9.60136363974	5.79525923358	2.10572605112	1.77068715876	3.28048966053	2.99526529703	2816.85307355	1377.71920178	True	
-5.63563648281	1.49980562133	9.14930466159	6.9964264448	-4.12560281056	3.91618786427	7.73349482513	-1.31513541049	3.42628110798	7.75581805597	8.02117913595	5.2540304997	6.91471632183	8.14797393334	5.10495015187	6.99613929538	6.70894833809	5.82556154845	2.03966764415	6.71713155187	9.96302034409	4.58234748589	3.95128635402	7.68617127514	5.91185809509	1.89667367597	6.54202716469	7.74749673487	2.47153991949	3058.21780262	1308.83324169	True	
4.90086245319	-0.380794418152	6.35202008312	5.4384086607	5.23108397011	7.49809973731	7.02033997125	-5.47817175708	2.42402367366	1.30045704652	6.82583288405	3.40872733558	8.2228958396	8.85349819644	7.1792056995	7.94859585035	0.60248664823	8.16853999226	0.534780456743	7.5651764411	4.53670093661	4.14302167318	4.19722581784	2.07915073218	1.58424700348	8.89708584402	1.28812598039	2.56014250314	2.47178736166	4213.70587658	1243.39157961	True	
7.77265039209	3.1373001186	8.08291639024	-3.15684107627	4.6895807914	1.45560636637	-7.2662207489	8.13089843702	3.88323972289	3.7440592569	3.50551764111	8.72389282815	8.09475771043	3.96929974583	2.26716652747	6.35641930678	4.49590138144	5.99069535223	2.01484019022	5.22667912201	4.53436709433	9.28165215869	2.42054386108	8.63824994542	5.49862152625	2.42703896646	8.49788485994	0.701772942454	3.23152765668	2502.73975987	1181.22200063	True	
