Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Potential	Temperature	Equilibruim
-2.03252139272	8.93064606542	8.2000801179	4.24787213951	2.24253987592	4.03238045096	6.01457381208	-6.35726840247	4.48844293711	3.56659034118	9.44053874053	3.6291997707	8.01080346858	6.58041612191	4.91466319601	2.1013044178	5.6925240546	9.27099003639	5.21009389392	4.94699994946	7.1030355605	2.65770941126	3.31134960153	9.12849096036	6.09100164765	4.90142984459	7.56090371139	7.2774121473	3.05646022103	10706.8614185	2587.93474461	False	
-2.40968445028	-0.847077493922	8.22143709862	1.56152216371	9.45200057247	-6.41359634576	1.98256389314	7.03411325818	6.90549425355	3.91717228493	8.08271045298	5.4330168262	3.05633501706	5.14884179323	4.6474008131	2.19400081374	4.4691338708	7.51408326558	3.32895796167	8.2339241326	4.67413291345	9.78997040054	9.13394431262	5.16998483559	7.23317777217	9.8308980485	7.50111051218	9.46867449489	2.81242349083	8893.02572377	2587.93474461	True	
1.31172300474	0.0129878806568	3.46004908753	6.28086938643	-0.716673053771	8.88277847456	-1.48084977692	4.25309110787	8.35201901321	6.73454268006	8.43464673847	6.2849609555	8.16558214558	0.627590262286	7.09780027145	8.47873768749	2.13670170278	0.0990895784439	2.17310316399	0.476291610483	8.39249276804	1.66292592825	6.32803504416	6.60202923785	0.456740527747	2.55354739271	9.54082023396	1.5574263637	1.06045571115	13398.0910497	2458.53800738	True	
8.75805449452	7.2645099004	8.93291915475	4.8604443871	-8.43554229952	7.70055771677	-2.01519088843	4.36846880019	4.33190604292	4.82122659883	3.69895153393	6.58217931142	4.69560567967	6.27433952783	5.05541602568	4.72211769315	7.02394582857	1.28819962851	9.93323606182	4.60822774355	5.74092245337	8.11438414186	7.48434222797	7.94306187095	1.69448418148	8.33793568474	5.76932326447	2.67877696929	2.8451645496	9597.59656035	2335.61110701	False	
-2.80937834111	2.96700835558	-1.51515202233	5.3478916549	-0.26097018277	-0.29051900036	8.81333127446	8.93919178976	5.77184118771	1.23854358163	1.65656115565	5.18919580568	7.5347700466	8.8415452066	3.27577723172	2.37262159693	1.73928110731	7.89605587703	6.78324823141	5.68090958804	4.56185274853	3.20212302756	6.2986171319	1.47211455188	4.53791967558	3.26186194564	0.10775635299	6.4738437378	2.26556780102	12297.8571761	2335.61110701	True	
-0.0998569984283	-5.8490455623	9.64506945944	7.08835781349	-6.34407225276	6.0317564625	7.49537708727	3.13181455233	4.42920409941	5.8855703744	6.23593124946	3.87133751004	7.39181240615	8.96476600093	4.3081917505	7.52487686815	9.16914319269	7.70275405636	9.90888699834	3.59888566891	4.01865230136	7.13102671842	7.74256387239	3.05971864107	5.37038314565	6.84488833257	8.16317347769	4.81748026439	3.38689046027	3814.86593613	2218.83055166	True	
9.16934069261	-4.02448327349	-3.52933583138	3.16067762775	6.38583705218	4.23260136877	3.58273916386	-6.01508681038	3.72825691824	5.11629564221	6.29531485803	4.43559093205	0.896459291516	3.54121295847	4.05107193562	4.10990877448	8.98656681877	8.57823616225	8.64346440336	8.7531007534	1.42145608861	0.798034877947	3.61493349842	3.02007426836	8.05937666907	2.43856656903	0.582147896858	2.24173945114	2.53497104803	8444.29008769	2107.88902408	True	
-4.88065523751	-1.27830116944	7.93640542724	1.45660864107	8.42554230928	-4.82749268758	-0.749719094492	9.49571360171	6.11578888077	1.04370079657	7.68534210074	9.8467675577	5.80164873225	5.7685888444	1.45284612056	6.86261598247	8.30565205398	0.741443172569	2.08653225641	4.1840044676	2.64498252018	2.82241162727	2.28095634835	4.42050798706	6.68199033697	1.53363837736	8.67309484834	1.1339766251	0.920396427211	7091.27208388	2002.49457287	True	
0.414681514391	-0.733336902591	-1.72381294553	-0.760348083955	-2.20303704101	7.25898827745	0.393700667232	-1.87536560197	4.6184597741	9.54236675746	5.4343299609	6.79875414409	6.36154968962	4.28012685866	2.18962769956	8.05600017652	1.93231759958	3.53279329512	9.96388509824	3.01034125451	7.07751421184	0.761982958893	4.50303069096	3.48753762999	2.35796924594	4.33668099413	4.36071410218	6.07521089556	1.73621728846	8092.20179456	1902.36984423	True	
8.13506499556	-4.21651295934	2.39106522873	3.39443528126	-4.9610350092	0.078645075702	4.14726615831	9.60784471133	3.46683916615	6.79198419262	3.52183039513	8.53666768756	2.37740538826	7.11169479236	5.49243779522	7.96367847777	8.50896256105	0.943417439417	9.79854765805	0.529626055267	2.25732884705	1.16416988124	6.74771160143	5.99596570489	7.04856675098	8.89231492854	1.21474079436	2.06493769881	0.90403526729	8333.45306475	1807.25135202	True	
