Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Potential	Temperature	Equilibruim
-1.61472793563	5.30668505737	7.44436184343	7.05122904305	1.64501642507	-9.10407903995	5.69528860467	7.28323697983	2.6476896197	1.20051923343	0.753307186628	9.2418891166	3.19038936958	7.50978046088	0.949265994485	5.97092023488	8.19207285599	1.60683896137	0.893796222683	4.08034875939	8.94551936362	3.17619451062	7.98558087167	6.96482802204	8.64859261932	6.44907487395	9.28522858229	5.66510390141	0.330189711433	8797.71328242	2352.66794964	False	
-6.00919105181	9.30824957048	-7.80833033878	5.08181620016	-4.45626777868	6.56166379764	-0.966666468086	8.31613735024	2.50952435233	7.97482110331	4.25582004855	3.19731074081	3.39033425552	2.61741268728	5.21247431653	3.18447958304	9.00777073821	6.74502256286	1.33283543301	1.2349215146	8.56387523042	0.178999463748	1.43825094007	5.20761942435	7.19947086547	6.23793339714	8.03332897126	8.06655691757	0.189287059278	5756.93173975	2352.66794964	False	
-0.936536108532	-0.372990180494	3.66081679353	-0.375354966018	3.36540323948	-0.157335936396	-5.71734832374	-1.64916376102	0.459050737851	6.38132936613	0.416246439918	3.00743313406	1.09830749346	2.73627873611	9.58752454151	9.77476096496	4.47811672888	8.47458865898	4.24186367177	4.92910765269	9.39176194084	8.89960916199	0.211689830116	4.40865782167	3.76072830531	4.53437088626	6.99408437142	1.2585920192	2.57676171077	8393.61760782	2352.66794964	True	
6.84976941094	-2.46334151171	5.52697111018	-3.23673807798	2.90421637148	1.27363259534	-7.76628727398	8.11161356445	0.793657811049	6.52125277626	4.97028695319	0.846335749273	8.89403336208	6.380477028	4.91806289445	7.9722361767	7.04286329735	5.81021459124	2.40547833421	0.92703007985	5.50912329499	0.931893443314	6.8452051413	4.45177677184	5.02957813025	5.13847241534	9.14992316445	5.73362341339	2.46600900559	7265.66513337	2235.03455216	True	
-1.61333730614	-0.665289427309	8.52231630489	-0.724534254309	-4.49737728147	7.27014176243	-6.30064678386	1.31879117572	7.28264667585	5.81142012871	0.209255714998	0.98053002943	5.1619864454	4.13550065729	6.29227349508	4.85072867009	9.06680705753	2.0983141369	5.17098323998	5.97114823403	4.0235603498	6.03296869168	4.24118173043	6.80846798078	4.33335446522	5.25369733312	7.59024454545	4.15726057904	3.4554792209	8659.1948165	2123.28282455	True	
-2.63913609113	3.24070112988	-7.01657236138	-1.37268772156	2.6431694826	4.55118364837	-2.74757883105	4.26466902019	2.58559950752	8.14506640851	5.10544107424	3.55881728758	3.04213119087	7.79302534844	2.03648754009	2.8222406935	5.65266145194	6.95059392715	4.66178260243	7.42774298321	6.04333938535	9.22956175126	8.74767510737	8.30736349952	5.4969874719	5.3831922345	8.83015058677	3.64932072396	0.574467581038	6909.52040662	2017.11868333	True	
-7.602649495	6.22793261111	-2.87595746586	8.56599549078	3.60823524828	2.95873366662	-3.2804040093	-1.99395016497	1.42990079893	9.43954038187	4.5939856779	4.34467910684	7.78599938974	8.38441372549	8.12740956068	4.80511655584	3.46205899865	8.88788013156	6.59309705341	3.07052379889	6.94401406002	6.45325594433	1.11159778484	8.31175157512	3.12888816296	1.72843503373	9.47749030119	7.56200641636	3.96055879678	7547.69608279	1916.26274916	True	
6.83386476311	-4.82721571049	2.03148061168	-0.740089503517	-2.6908013734	0.649328983585	-0.97776209182	5.8160536056	9.04344976989	0.640739150565	4.28359199416	1.8756641797	6.19599361795	5.45961229214	7.85774912062	4.79520844989	4.7603780612	6.28109082644	7.82240347473	5.54593598186	8.81122687143	7.37047947681	7.05797346916	7.87276901301	4.32747284597	5.75401097764	9.18389797692	0.0229494354549	0.370278611509	4785.71101804	1820.4496117	True	
6.20884303358	9.38262037607	-8.43241294416	7.10665773343	-3.29950996308	-2.31353499899	6.53472604244	1.10173030086	4.47423652948	4.72881529973	5.97939420737	9.8323050705	3.50086207866	0.822660219439	2.43276256846	3.8245095948	9.43183080852	6.03345750899	1.73121361103	3.34863970277	8.23490536955	5.37962536095	7.46161369513	3.9198348265	9.5949895881	7.09306126801	9.05764428995	3.40880512839	2.27860257674	5626.34690901	1729.42713112	True	
-5.6447963428	5.41633378149	1.71585101697	-5.3993715851	-2.93691857359	0.479263040897	3.46052490246	3.58037421992	6.09779503159	6.45468297418	6.51649634638	7.87381918917	4.94788544104	5.17174006873	8.44680897298	3.33427692393	3.69220209559	2.58415402812	1.65357892279	5.01404159545	5.02335749853	7.01909061907	3.33031433486	2.24474846007	1.43972480636	4.29420590102	8.36894195692	3.0213305265	3.17526750549	7372.22439182	1642.95577456	True	
1.97105025729	-0.622000735305	-7.04232005346	6.78473328598	-2.69184643891	-0.248334662176	-0.512472460881	-0.566737569558	3.61217997986	6.63859163409	8.74178421537	8.20987919362	4.8486084381	7.55513479434	4.45145607564	7.94973623616	8.0150888979	0.283355725863	2.28091796697	1.39284056495	3.8959337948	3.47131873425	6.81043049274	7.91225614728	0.498926444433	6.90463892394	3.47914424271	4.73991735958	3.09871252177	4652.51980021	1560.80798583	True	
