Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Potential	Temperature	Equilibruim
9.71773305712	-6.78734333465	6.08512821609	-1.24332774684	5.76767104254	5.13957344995	-1.47418073514	0.423623161143	6.74435012112	8.17060619393	1.20425715783	4.55433771276	4.55784518222	8.53427613727	6.01612347474	5.67479673687	6.71883651796	4.76067560452	0.297402247629	5.36277460865	2.87773635981	6.15100063859	4.29098408638	5.04175079177	7.5648094771	8.34235754411	9.74046947466	5.70659337573	2.39056464504	3334.08250513	1460.82169601	False	
3.03103335765	0.661739868611	-5.79375764022	0.577365607352	9.1407542167	-2.78253286142	0.142784295719	3.95846322301	7.86866994558	1.73507914996	9.96078352405	3.99224217158	6.81331630535	5.42983767662	8.46846051156	7.230311387	5.53205577959	2.06392601372	5.64009858606	8.47746216734	3.32814174573	3.50627228621	7.94030831965	8.35428181508	7.06260070952	7.31210522194	8.69510540821	6.02787762119	0.920882274931	2543.4310058	1460.82169601	True	
5.7783919781	2.57863387446	-0.464101689157	5.18079589717	-6.02340419205	4.11834966072	7.42071452333	-6.55695416128	9.38963148251	8.85943499512	9.12996296679	2.78999557678	6.27210431638	5.47878892837	6.32460942993	5.72097131523	4.71140995463	8.86526242635	5.83877618457	7.33643260797	9.44125619301	9.4572329438	5.74438147149	7.59953586864	8.22081324215	5.11187956181	6.05127371567	0.2861694488	3.67920139023	4501.66403113	1387.78061121	True	
1.16172034293	-4.90244110616	7.44559166863	6.76184836238	4.3176367139	-1.54363687797	8.00563465014	2.31303257866	8.43101619361	3.01676901244	3.06943249449	2.23620402751	7.35482181753	3.47621516775	2.87408028335	5.6059703411	8.65012675013	8.43765866538	5.25566272849	3.39720728489	5.66829507206	7.57556122573	1.6790620877	6.82662992518	2.08126545636	3.87607594389	6.15966520189	2.83234256619	1.97375026915	4763.67064192	1318.39158065	True	
4.10127173524	2.31340806116	5.79026962894	-5.99656818624	6.8501999176	-0.406048063943	-1.22264326405	-3.68206178311	4.2965415777	3.91646114179	7.2523106311	7.36149817781	0.86642048613	7.55546815622	6.51116441456	7.87848581838	9.74327185826	2.66266818484	7.92709287074	6.6391525687	1.1804572852	1.15212050642	8.88644891775	5.32311411905	4.03368623335	5.5808012226	5.3824589506	3.41779389499	2.44099801688	1759.60915756	1252.47200162	True	
-0.024267966716	0.348525788464	8.19596465907	-5.22158806221	0.602221125184	1.83731388378	3.75029544983	0.13625564707	4.20955282742	4.20507703432	9.32427292526	4.47780839517	0.260621527982	8.31942961516	6.84182637925	2.31883245618	0.421523232944	2.05524810481	6.02360587156	6.20647884382	6.35664230336	0.216930371762	1.73852719169	8.63473549568	9.66578766066	3.99125642315	7.76668158274	3.64372011825	0.958882738103	3919.32204077	1189.84840154	True	
-0.458277112317	-2.63145625893	-1.35822964854	6.67268069845	-0.982429996962	-1.7666363914	4.50230617194	8.06619775642	9.05291352666	3.34318463051	8.37279602284	8.47772589398	0.0238064461639	6.3898736555	0.805839150275	5.6342241549	3.85711202699	7.28330618123	3.3234783518	8.28815090781	0.0549799593077	0.0488029888202	8.0299605144	0.977557049018	7.12654052108	2.62971382414	9.18074890778	7.41972100126	3.12668631776	5035.90759181	1130.35598146	True	
-0.588613427095	0.0319611504684	8.92112469026	3.44279218341	-5.11292317214	-2.22279776921	7.15488668336	2.12335695617	4.42776178413	0.74997820876	7.53623288165	5.58191756809	4.03469185116	4.86284977848	8.13041360229	0.157169968291	7.48534626365	5.62896289392	5.91398595795	2.73984366265	3.67601764246	6.54980640843	8.81571221151	4.8111689619	7.81635122167	0.546679837772	6.91286774076	7.90514334976	0.893207526115	2079.79353166	1073.83818239	True	
-2.65204289107	5.90453355445	3.62485450035	-1.59851177156	8.37260112964	4.89764091875	-6.20875261758	1.10723714694	2.71789766992	1.14694538935	9.00550904997	7.01656745404	4.38566128494	3.96354968808	1.91756985564	2.45189359231	5.84574708657	1.84865326549	2.2032489489	5.97850568903	4.39246531445	8.08608443148	7.69036616767	7.23694580684	8.8407952596	4.4527230814	1.0279410544	0.560662962203	2.16297802329	3138.04444734	1020.14627327	True	
-1.24600300001	-3.64558701725	7.26748491532	-2.32908933731	6.21373210693	3.29981532765	7.82894900363	3.22747967057	3.72126186401	7.71079996474	7.4618838756	5.09347673346	8.98926457435	3.74856323231	8.87527788626	5.36811421322	5.91715622085	1.68585434365	8.7646703758	3.91200827506	2.18655839553	8.19149938286	0.807801047266	8.19881384179	3.697766273	7.36984432517	0.708362505496	8.66250547769	1.27260796573	3967.70493385	969.138959605	True	
