Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Potential	Temperature	Equilibruim
6.95415094438	-4.27372185189	-4.22963157045	5.9030608237	9.43779158821	1.89419717034	-4.48308635568	2.67433460187	1.61026315999	4.01408540866	0.678094626677	8.34643126868	9.71844012996	4.31389065949	4.49023576972	7.7621983568	7.1287914947	4.43584524912	2.89818942082	0.95450024566	4.65422968095	2.49604762983	3.28821292223	2.43513421908	9.22370931886	5.22192157694	5.76411221527	5.22432107364	3.32520075806	8153.22311375	2587.93474461	False	
8.96123914575	3.25362656995	6.48115399648	-1.61588292137	0.14165154746	7.12122524047	-5.20569289188	-2.47380082008	5.29217412624	5.84275766327	8.71937220654	7.84744157493	8.97705523689	1.34425274509	5.66957292731	1.67857516239	5.90561286936	2.09405233436	6.01998464106	8.65291660824	8.04831943116	5.15277521207	3.15847054007	6.21989287627	2.03310340199	1.15989086886	2.57701797838	3.51820319561	2.85137584989	9194.48170551	2587.93474461	False	
-7.41354894677	4.55396976215	4.88728909899	3.44226506498	-3.02421853098	-0.310480960615	8.57640804932	6.18192276547	1.27224008664	9.8433052024	6.44647511856	1.68076318071	7.08377091224	2.39048062222	1.59038033149	8.75449928238	5.32155852264	4.76726872926	4.24538535741	8.76533359051	1.19820536346	5.11511201403	9.58698130765	1.59925158103	4.5504509554	1.45793383837	8.72331929616	3.90215999388	1.62330458236	9592.38802841	2587.93474461	True	
1.76258115766	5.9643800478	-2.93521745907	3.29412052337	-3.08478741025	1.72780377023	-0.0154694524482	0.775535406157	2.27130011843	5.05156722529	5.0199515346	2.33452604397	0.549815567323	3.21081731366	2.63582006323	8.03275878055	3.28189852887	1.44898384706	4.38849342654	2.42287612464	3.89218244469	9.79717167459	0.805527267003	2.02183552467	7.0452001996	7.55603711999	6.51845137224	3.31415828575	0.662051033018	10324.5558584	2458.53800738	True	
-3.54036186901	5.06079766085	9.91323212476	-5.54770465043	-2.51804736903	5.75873452431	8.78222721328	-2.47344280351	2.37859137551	2.92978609515	8.7277866759	7.93194682173	6.36644575241	8.41383851938	3.01456614431	4.26359267325	4.19833262969	8.93113012315	9.01931540133	1.86056251376	8.35995201524	8.24337057833	1.77233109918	8.64392791673	0.931513801182	8.46033942822	1.79245280381	6.52739123976	3.26873789356	6303.57722967	2335.61110701	True	
7.36289788179	-8.72503047545	1.01937891619	6.25301383163	-0.53211532644	2.70283056278	4.09491415535	7.70706486064	3.36932087164	0.945932282278	9.94029639886	6.11010833746	3.4860466735	3.92780074594	9.26742709174	4.82498431221	3.92673122528	3.02702490264	7.55352290116	8.39404977506	9.17789238206	6.9659719948	6.32979273398	9.18553936738	2.14112394398	6.0453152653	7.71610450987	2.78605636002	2.97498079208	7502.99397424	2218.83055166	True	
0.766321388266	0.920314534591	-7.16888229716	2.07242614342	2.96460846617	-4.84321360834	8.15528643377	4.12800533337	6.67539770746	1.02646539347	5.43645766999	2.61985386633	8.55551351734	5.61537615755	6.70944723161	6.07060471706	4.13418796288	1.4092013958	8.9525278835	8.15243531839	6.43429154483	0.257018605184	1.77429418224	2.31670606136	6.8877703324	9.21014871211	8.57921979088	8.98470194129	1.43494295714	5468.0630353	2107.88902408	True	
-5.33627031662	9.15507913676	-7.75964825045	9.07574675426	-6.274667988	0.552126861309	9.21649466746	-0.307207378642	5.39536736936	0.898675897449	7.1613798199	2.4226118136	6.39564122515	3.91428613703	6.93672331589	1.5653979658	8.98376922563	8.83388386837	7.28293268716	0.702494153902	7.03687307379	3.81077614659	8.52463286571	3.07262227517	5.73513763837	7.59167554624	4.46154518639	7.7801171498	1.4258585584	4534.32855881	2002.49457287	True	
0.468322335191	-3.33917720642	4.8084236047	-3.34773393847	4.72453450943	-3.04304596662	4.56670656217	-3.81260859272	7.00961631396	7.48566533763	6.73171305631	8.9431030482	0.72626249169	2.6795750929	5.02206674429	3.83511742985	9.19507141467	1.79476994623	8.21193933177	8.50425157634	0.434945123036	9.83338863677	9.48351247558	5.66906652822	9.51084060789	4.32885739281	8.78596860344	3.40173517006	2.10304845567	7228.76315496	1902.36984423	True	
-3.33009498373	2.17298724542	-2.2732557882	-1.72780855876	-0.900689702254	0.149565988601	7.4038648717	-9.4299613778	2.57021779569	2.2749036315	7.47015248751	0.9550820095	3.43198126497	1.86716806489	1.92454300558	2.48741035772	2.77536296106	5.27002141923	3.31765868088	4.6552084731	3.2095365455	8.25931226029	9.76060766703	4.60797413618	5.75472546697	5.54676304232	6.26465682393	0.837044731371	3.5525125706	4225.00357524	1807.25135202	True	
5.19019542126	-1.22407918607	5.25095439793	5.14045918833	-2.78637938761	3.14386848877	-2.90231597239	3.89944188702	1.23009040273	1.93567349747	6.97470365557	9.88924460295	5.6842049175	4.54794735039	6.61178493774	8.26097241959	6.40537361632	4.58634927697	7.19540190455	2.3408217184	0.0682497517288	1.11111370039	9.08814767288	2.57054243325	8.73074281133	3.48856063987	9.14812035926	7.37762802525	0.330290763217	10060.5915258	1716.88878442	True	
3.09512607139	-5.57581674282	-0.341645186985	-1.72782581771	3.1154864509	-0.443024956335	8.44329047001	7.67889959796	3.28741886021	4.34487635035	3.6576796823	5.14398434138	4.78534906048	9.56509725137	3.55962963878	8.14449296677	3.65610152776	3.61647446616	4.20845799956	4.15231186156	8.30920199938	1.03889746374	4.63567712801	0.825638483831	8.66278685535	9.4349517458	1.65854977889	3.67732912363	1.91189797613	5914.08194761	1631.0443452	True	
-3.24133296297	4.08110070457	5.54634780607	3.34078327709	-2.99023075169	-2.30733833834	-0.994261282516	-3.16588681706	5.52022924855	0.693310258651	5.67636496933	7.32093750973	7.20855967839	4.33910665732	8.56408332698	4.78309744441	7.13945490643	9.2361361033	8.94546360299	5.28870108205	1.29039384769	8.97772161315	2.32463757792	6.04122558512	4.83261730257	7.68402251836	4.93913005705	1.99468847292	3.50799135327	5270.63733356	1549.49212794	True	
-7.60610580061	6.27832480595	0.219854774193	-5.87738683865	4.86599439111	3.01525033921	-5.85350008462	3.91593049454	5.71361945801	3.0017535069	5.17994805629	1.21560615005	1.16913311058	2.25200602794	4.12969292469	2.36639677928	3.29891801708	7.54635409253	1.46573299165	8.935174609	2.12923572206	5.08275204365	0.88306573165	8.1048844132	7.02042840976	6.67521386038	2.98838990938	8.81145871734	2.16378350209	5822.59090571	1472.01752154	True	
4.84874604115	4.35640344888	-0.187133867511	-6.51453516056	1.06035013526	3.95087452525	-4.21986031759	1.8181723752	7.28887470226	9.91670536222	8.48735315853	1.93642104867	9.80528069368	6.23497500968	4.53087363914	2.8597828462	8.47740419906	2.20030202628	7.81730995125	8.77836487554	5.20777589123	1.67586811888	8.18294962188	3.73692747883	7.93158819458	8.4017097713	5.40035939883	3.81028081002	3.60326940893	6127.28383589	1398.41664546	True	
