Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
-3.47489187256	-4.45573243248	-2.69862424691	351565.006536	False	
0.747704924592	-1.37945330536	2.33080300968	46083.2924756	True	
-0.690027241625	-1.22413000581	2.11870682054	32396.9975098	False	
0.932118454232	1.96613102766	1.86201295442	33549.4371094	False	
2.32972988847	-3.63487583539	0.979910018328	300715.008353	True	
-1.62678975322	-0.228979935946	2.28708035357	67296.4722904	True	
-0.889504309567	2.89550826652	2.00882637339	38062.6250226	False	
1.55959640464	-0.615399694165	1.98716812295	34269.2111263	False	
2.33491599094	-1.87401865857	1.52242866021	123312.325313	True	
-0.869920023045	-0.114289817624	1.74554056636	45458.5009515	True	
1.92236553276	-1.25230512058	2.26080927257	48267.3153264	True	
1.84420974085	-0.951308847546	1.72803337792	50902.7772848	False	
-0.167272423378	-1.5488103935	1.72504294682	66916.8632596	True	
0.117022118639	-1.68712283156	2.8119922921	77819.3956142	True	
1.8010401018	1.70171010479	2.18784393727	88183.7143847	True	
-2.64944737278	-2.13966732947	2.36676893653	138556.96927	True	
-0.121762804593	0.270770934951	1.57287807343	75847.1887138	True	
-2.03963293424	0.611604646598	1.54529237782	101143.69807	True	
-2.34059064203	-1.39235372454	2.15095204802	49788.8551869	True	
-0.208183944911	0.213962679631	1.9480581886	33887.1360888	True	
1.64321576622	-0.0966532035688	1.85124772122	34120.7999769	False	
0.601859760763	0.721067127319	1.99813715343	38802.3901588	True	
2.34692948066	-1.81523506924	2.84454185996	66107.0966626	True	
-1.43900956283	2.72461842197	1.82380592741	38045.422707	True	
1.67078630481	1.967674345	1.97672048286	36715.2867861	True	
-1.18736500632	0.715932430477	2.10861567648	50550.8890772	True	
-0.169636731795	-1.25428160784	1.95867328902	31068.3677449	True	
-1.39809133516	0.251168573211	2.13964243818	50396.2729137	True	
2.04645123935	1.95401423171	0.570849980636	267507.440985	True	
1.3713874305	-1.2000579805	1.90208871186	33830.6248027	True	
-0.188912743531	0.321154698014	1.92095529146	32982.0581194	True	
-2.22612044892	0.450047076124	2.29343500654	26051.7465762	True	
-0.00784175333783	-1.05249954939	1.79416580925	42853.7239492	True	
0.485043145309	-1.23614668614	2.14339987384	34880.6251911	True	
-1.34997823488	0.903116109099	1.84532068795	35670.004408	True	
-1.43868803903	0.0259191045245	1.89386659794	33011.8215461	True	
0.812797679408	2.68003877059	1.81452934954	36331.0635884	True	
-2.07442032125	2.29259438446	2.53000203029	58949.6490119	False	
1.03872454436	1.09016409154	1.66053069362	57537.9546863	True	
-2.5029176851	1.12435759483	1.8641510378	84305.9401331	True	
1.20749354765	1.97344624072	1.89839492945	32934.9842833	True	
-2.75595889921	2.18453519239	2.43159747522	84970.0106405	True	
-2.43671438833	0.4512147189	2.08587961132	49794.5320362	True	
-1.43654351058	1.47233981006	1.86316628946	34687.7175698	True	
-2.38581393981	2.24238989433	2.11307090588	41624.6717638	True	
0.595209178101	1.91328647917	2.04097941342	45547.2164773	True	
1.2778571327	-1.47308599221	1.72369701812	63548.9178918	True	
-1.05947153576	2.21220299707	1.85218800616	34419.2543183	True	
0.401346300134	-1.93133467568	2.64278573771	41390.1641437	True	
-1.06470325594	-1.47514050478	1.97241598116	34259.8874854	True	
2.06380175606	-1.23062115977	2.16746055142	37500.117884	True	
-0.961212720655	-0.843901277838	1.58446429278	78477.8063019	True	
-1.27577738382	0.38685371021	1.90842686123	32286.9636676	True	
-1.8886393044	2.2397110931	2.04048076285	29350.1591746	True	
0.313669705715	-0.160762449941	2.04308326619	43416.7247676	True	
-2.30669889022	2.77924112132	2.74054049064	52120.209995	False	
1.46907574016	2.15804060055	1.92557579203	33422.9240697	True	
-1.53626010347	1.56099076607	1.97649076488	31480.3530183	True	
2.42649223675	-0.298583479098	2.22871780954	94718.9277446	True	
1.44385875074	-0.347750650664	1.71703868811	49050.1568966	True	
-1.97927664919	2.25336150967	2.11589890384	28595.3569627	True	
-1.30929272953	0.910651143052	1.9244803823	32031.8895381	False	
0.79646277589	0.412529380507	1.94222078869	33919.0665623	True	
-0.746434356925	1.52799808614	1.88067126244	33012.4534555	True	
-1.91973230298	-1.08462120859	2.02189007007	31911.2192206	True	
-1.51379386964	0.155465414553	1.7809073502	44007.1919028	True	
1.32281308537	0.878060164048	1.85895086558	33668.3840216	True	
2.03601542779	0.932336590419	1.62039975691	65326.4817241	True	
-1.30068604016	-1.55016683566	2.30011706809	27094.5726197	True	
-0.754452579196	0.594663174029	1.80914103041	37337.7155281	True	
-2.34329396343	-1.09590999988	2.72021691008	41982.6327881	True	
1.1577888152	-0.670203383102	2.06713704938	42304.2669988	True	
2.13550739463	-1.88932706633	2.50288824205	33298.5442697	True	
-1.42594779504	-0.346423891243	2.27652087409	77969.8519776	True	
1.26388739614	0.13459285896	1.96513035409	35132.3957279	True	
-0.709524533093	-0.246145040936	1.82471413241	36368.6395966	True	
1.11974351148	0.935341401586	1.84894345345	34111.0001517	True	
1.54702549296	0.803080444034	2.03781957702	44832.8442661	True	
2.33418092649	0.675858985499	1.84733892665	34199.1161733	True	
