Parameter 1	Parameter 2	Parameter 3	Potential	Equilibruim
1.15960410639	2.386249726	2.03212141859	44079.0915813	False	
0.84234293975	-1.32993504293	1.77029492326	51295.6821429	True	
1.35312068534	0.798662498939	1.99564824037	38598.9175923	False	
0.559198839338	2.16741655261	1.77364222228	40334.3047112	True	
1.63179158469	1.30812175838	1.91787547933	33186.1925236	True	
-0.465813550414	0.680057939902	1.76350961176	41948.8150163	True	
-0.642753780348	-1.69932823936	2.77884596508	67233.9903356	True	
-1.79043956667	-2.00720010008	2.63221973743	55410.84598	True	
0.6196870919	0.609512563118	1.99195062548	38019.8785086	True	
-0.649171846422	0.86562285349	2.21495118386	92787.1202256	True	
0.0183797409336	-2.20355818865	2.49028183276	76269.653039	True	
-2.25528431705	-1.3372106288	2.4515317812	29951.1058372	True	
0.296007924131	-0.722892944989	2.03318363856	37072.7182288	False	
-2.26719125859	0.0249295822705	2.74928687115	58158.1319383	True	
-0.711485511572	-2.09098097642	2.30628471909	61403.7762164	True	
1.40222382572	1.14783590926	1.61998342283	65389.7097407	True	
-0.0564921390292	0.214134012034	2.12208941733	62462.2527665	True	
-2.0046035917	2.17058103064	1.86114406443	43782.767513	False	
-0.414017448806	2.61084104013	1.45768772148	102541.412617	True	
-0.280659252476	2.87012715596	1.55943989066	78617.294606	True	
-2.02908530796	1.47588595058	2.26854409182	33176.1346503	True	
1.53291056597	-1.85323551429	2.90816102891	74355.8188626	True	
-1.85792379155	-1.06130123151	2.04849638745	29457.9987576	True	
0.48646560915	1.5022318163	1.72037152989	47452.7615281	True	
-0.17457808631	2.75826026517	1.80554691693	37205.7718065	True	
0.991747208819	0.36697704989	1.76776068714	41170.1043447	True	
-1.21183572662	-1.84333171332	2.73476509105	47189.1895864	True	
-2.06974447668	2.31957452066	1.95005434904	36667.9493362	True	
-1.68489494619	-1.90591235902	2.69829300703	47039.0801243	True	
2.65953066069	2.03712303823	1.74700357474	43600.1322389	True	
2.27590967256	-0.6871798754	1.6031733489	71637.5141169	True	
