Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Potential	Temperature	Equilibruim
1.66728260919	4.17593245121	2.32547302679	2.34973511447	8.98602751992	-7.46554478883	3.46521992442	9.7830614768	-5.06202239284	0.398124640426	6.20213342355	0.893243568179	0.0524920926086	7.20903519904	2.91164008255	9.05095835304	7.07242051678	2.45777177462	4.41172652559	6.19167757317	3.53113700212	8.98441512956	7.62439242683	0.0164687889649	8.68637083304	5.01014965397	1.48608139205	7.08981318366	8.13012248851	7.42078621101	6.04157840161	8.70510313075	3.92364914866	9086.4396902	3788.99525958	False	
4.91024142318	7.72798546308	-4.79106263215	4.68639812212	1.76477396774	0.0122105099792	6.13542089478	-8.89173676992	4.79442182331	4.6932701348	0.0862256252365	5.70715385758	3.42350292762	1.20140607236	6.72505670076	6.55635727144	9.48047448444	4.08717489134	1.46754928334	3.17202393441	3.51068717404	4.10925423225	3.082146999	3.32439371611	7.52786684915	3.7490702273	2.67509538095	6.34425379383	4.56536188708	1.32009715603	8.27467971179	3.00134269357	2.11001161591	17589.2534643	3788.99525958	False	
-1.28570383485	7.06705638456	2.01240308925	2.85409562853	-1.0558646625	2.95300487533	2.68206062054	8.45801817502	1.34553060561	1.26651355665	0.42961359132	1.38956327625	8.78770362763	5.06492065458	9.42927346233	7.69832562227	4.33758375883	3.60519944303	3.88499563722	5.86300780915	0.805037363916	3.23163192993	9.72683786887	6.07975401599	6.14731793065	3.71850625649	5.52665993601	4.65959726089	0.538570651782	6.7114935774	1.69653230031	1.62999866191	0.00329253661642	9480.76908223	3788.99525958	True	
0.165367164865	-2.67708106321	-0.0909378235103	9.81899939401	4.91614825246	-4.91047213444	4.94481262903	-0.142811913017	-4.05265702786	8.47861619466	-1.59219761885	1.76054461007	3.99523945693	8.75678682746	6.4847432811	8.27434883474	1.71015555999	0.829510120728	3.04317816116	1.57040656809	5.06037688189	0.274520463021	9.0577509585	4.39550498714	9.34292158657	1.90774842664	8.15596836947	7.38845336518	2.84639268297	1.58591756143	6.54475033117	4.28613806305	3.63238921664	11281.2417912	3599.5454966	True	
7.11698207219	1.65678694121	2.00244110429	-4.92894230821	2.19484617839	-5.94876618109	3.51673253837	6.8739612653	1.89686836028	-0.100897436687	5.71052880127	-3.17127368813	8.65983478435	3.23225075363	6.71699775781	8.20558834703	9.1722659901	9.16108058822	4.42540135917	8.72861120092	4.13421259847	4.65945781074	2.09472221126	7.7226563021	6.24575918713	5.1123881855	3.88873518426	6.44321825472	3.3107435144	8.02423253013	3.33400228748	5.36751526369	2.61718212326	16858.6827228	3419.56822177	True	
5.6117663412	9.71167638304	7.78930295905	7.91681901572	-1.16829464012	2.46545306976	-4.41463569207	3.18169056851	2.63516796391	-1.59110245357	-2.265557629	5.57768084796	2.49050417897	3.73393383092	6.23385267675	7.15535952456	6.18095712165	9.75175100449	5.39974719169	6.03325020974	2.00492553043	3.81923554761	2.90612639571	5.73406949192	2.20727249887	6.93164537583	2.69733226713	6.93813235306	1.99039566349	5.38866034293	5.35114692696	5.34460498423	0.655186891075	9579.00039031	3248.58981068	True	
-1.74049199155	9.18939159584	-4.35840041582	7.85804533667	3.90667986563	0.681169916506	3.37279756186	-1.44895340286	-1.35490886562	5.94531558368	-5.10337789277	3.63972072543	6.07610535729	7.95182548749	6.16657083053	5.57808714204	6.21657757723	9.05806106818	4.24016140863	0.997963369093	6.32954060301	7.33115094512	6.28660835393	9.86272007456	3.52991525025	9.72851419762	9.02111536454	8.46169135267	8.41062712693	4.97992464944	9.62629230121	0.352088708482	3.52762206926	5529.92043419	3086.16032015	True	
7.84917700713	-3.97766468702	8.82872814149	-5.21854685058	4.81977281437	2.55943921793	-3.62371911388	9.15558647813	5.43969956978	4.54956305887	-7.19951033089	9.6693187197	1.76346699994	5.25424589247	4.64474211612	8.88417121374	2.6110610837	5.50058757278	1.44077838587	3.84988952893	2.52339162693	8.95821006244	6.50010408314	6.98284519956	6.00606615982	2.07879982288	2.98154822256	2.06250134938	3.40213318009	5.30158987575	7.06417191671	5.9768565708	1.93630285996	9527.51194334	2931.85230414	True	
7.1290034531	2.86464376095	-2.17148309155	3.47991127817	-2.00504984022	5.50218249717	-6.6532823413	4.27624501173	4.02174041632	8.59689598006	-0.917355241267	-5.13714315116	3.52465843711	2.65383536016	3.25492904463	5.8954652711	6.39494460113	8.60891183864	6.8006763008	6.06057248341	1.41643301299	4.55024090894	4.15172414199	6.65148219745	9.18891219153	1.72558130107	1.73010240935	4.6317047651	7.27244825792	3.48432550175	3.64439382745	1.89448457819	2.3997394163	7317.76571999	2785.25968893	True	
4.27156480438	-6.76429223952	7.71828120153	6.11481465824	8.17565382768	2.30251124897	3.66844504219	5.72638231628	-4.42530352241	-0.911843803144	4.35990966917	7.53234997858	2.28781582933	3.84703695676	1.33690060971	6.96448797248	4.67705062659	4.37399406614	6.43736088946	2.10882546517	6.87593888779	2.71629630998	8.36319841155	5.33739879791	4.89582583894	4.11796830607	1.67318753843	8.98567034072	0.876220264104	5.76181566015	6.72694746182	5.98488852092	1.83918999032	7337.0739772	2645.99670449	True	
2.33937452556	1.65763207565	9.51101556307	-3.71568934164	1.76657802038	-4.88540606415	6.32716002822	0.663989633229	-5.36359463911	7.32200803807	9.24523982581	-8.45292769509	6.36980792296	5.71283122782	2.05953044375	4.64102130916	3.2579796993	6.34652082147	8.00322716338	4.47244541168	8.70686461952	1.57579507382	2.38968549659	3.41450861411	6.97671135096	6.21721733351	2.55361905693	5.61114329541	0.910190355558	7.42803910967	5.86168686891	6.26549852507	3.36456922958	7398.00441144	2513.69686926	True	
7.72753553965	-4.23756122093	8.55773629197	-0.467427026926	-6.12482734899	5.38146687516	2.45778479757	1.21547538341	5.5107509991	-1.21309093776	6.52268314643	-4.6431672663	0.454428293482	5.17260528399	4.98771093346	3.96515680271	4.32726132014	6.33643439575	8.68177182116	2.63406638276	9.63262019622	3.83185501192	9.71432911645	7.7647354854	8.24336906993	4.34167110105	0.106200386783	6.35833284908	3.46874762502	2.25986480805	5.52680695236	9.10636369282	1.69846927085	8510.88830624	2388.0120258	True	
1.06101110217	8.53035486715	8.31749440982	1.39580849985	-3.74411175896	0.253399192518	-2.94646187075	7.99873493593	0.566607994125	7.56068225743	4.33576968532	-8.5790450423	7.30139619262	4.0877920315	7.6611403618	7.64881551664	5.03703779525	9.92045822584	8.33202875613	6.51078877734	4.22646928348	3.2957020257	3.58980292633	8.27026387413	8.77583162533	8.05049206801	1.88615404692	2.65778801448	5.65420524406	0.164959402105	4.16102624964	0.699511870982	3.4722103151	6430.60107768	2268.61142451	True	
2.82033456586	-4.77626988811	2.41871518849	0.130754501474	7.91058824884	9.31439705475	-3.07339719454	3.72662684016	6.42773535868	-2.85497418039	2.11154480902	7.23984117907	2.11477749031	2.04764346607	5.93302056456	4.7881233515	4.92248061514	3.18541847077	5.97233082302	2.89789509573	6.67094331076	2.93356280959	7.38776167773	1.88410293502	6.97898493826	7.45392167106	5.50841307498	7.91109476069	8.93833473844	5.14482191002	8.95812848592	8.14500129414	1.91028297925	5662.94277983	2155.18085328	True	
-0.506674273025	6.08153194215	3.20869508704	7.00261347836	3.26070549462	2.93674168708	2.93544451399	-7.54537106355	8.34130721372	7.9197245679	-2.57904756541	1.00757898109	6.27311507526	5.18696463617	5.25812970476	2.03126350396	6.70309023166	3.41910625513	6.8352814048	5.80873766207	7.95153974323	3.74565292244	1.07068820195	5.27370219029	2.28307835179	9.61138168334	0.757688678147	5.18025646776	1.1793800015	6.76371834624	1.98827205993	6.22108456597	2.37717074688	6656.76157223	2047.42181062	True	
-2.0561836533	7.18576388106	7.91316117705	8.9137958267	4.65026681719	6.48375959877	-2.49280875232	7.99056455602	6.77417137712	-0.453703482175	8.56268966474	-3.63121439819	1.32694736491	9.57786183792	3.44058725622	9.62628634468	4.19238985661	1.44239420471	8.25673999113	0.195459650111	2.97973769826	3.24195993448	1.34919778206	5.67441021188	9.37637172221	5.1478353529	6.0797248975	0.693683364216	0.933687895447	8.73443517034	2.32270157383	0.585631829435	2.23173003027	11283.3878397	1945.05072009	True	
5.6380912058	3.60493328921	-5.99422587591	0.0601018490426	-0.367611440316	-0.711113829151	8.32563655504	5.14667895505	-4.32643996318	6.6238680051	3.74200657659	-1.42912464377	7.12664759009	4.34415546829	1.59650189118	8.92066961202	5.66319447882	9.55237478134	6.11668469667	6.52378620952	9.79047925753	5.46066778535	7.78187867894	2.82822648111	8.74201654884	6.70315405018	4.74518525021	7.38220523957	9.78936178551	3.83222212638	8.53255993992	5.0990225073	2.14376853648	4501.54966158	1847.79818409	True	
0.272959719003	5.08815528259	-2.30607060347	-1.27462292175	-1.1176682308	9.18789329881	5.7828931446	-4.65391470686	-0.105302517605	-2.15618667981	7.20312854693	6.93166190352	6.39862467348	2.12569821266	6.88755413492	3.51472741895	6.8927365375	4.6473262591	1.37593132793	0.857471602853	6.3466700051	3.19373060523	3.91571430144	4.24671640694	2.1265174006	7.38275706634	4.96111214685	2.49103157384	6.46985356939	0.0254747198139	0.894523148352	5.07184001167	0.168660526891	6527.98018995	1755.40827488	False	
9.57184329856	9.1730252118	5.89241883034	3.32910733923	3.16158812343	3.53133598047	-0.581860381665	3.29993315615	-6.35335844416	3.4038141089	4.64794016776	-0.0826825647945	3.4231187053	3.45911075431	8.23371381143	4.10983154181	6.64111049318	1.24011884257	7.9028945018	2.51736704729	4.4529726366	5.37814328658	5.47394433651	5.01727253464	9.68425162907	1.02387961564	6.27786591193	7.32695678271	5.88518186437	8.39330039626	9.9078900983	6.74235167008	3.75429142776	9364.29344929	1755.40827488	True	
