Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Parameter 45	Parameter 46	Parameter 47	Parameter 48	Parameter 49	Parameter 50	Parameter 51	Parameter 52	Parameter 53	Potential	Temperature	Equilibruim
2.67868315293	-0.37002983956	-0.0155304739198	-1.94885314537	3.21993683716	0.463721577274	0.693426514591	-0.749890630175	-2.18061110631	0.581289509021	-2.20564694639	1.31305580192	2.72126190277	1.66519112661	-1.13332135061	3.52356780559	3.66777943845	0.132957390817	2.15969300022	0.257041388837	0.422497772075	-0.117213991109	2.67223431142	0.261107351975	-0.345291102214	-2.2580364529	1.24836163565	-2.1129344294	2.45152439397	2.13468356432	3.41408854111	-0.0405322094285	-1.4760329296	6.19913899695	3.58080266601	7.22343509101	8.62462232549	3.68172461883	8.26043270232	4.48527921168	1.30715434238	7.38252254427	0.584664170656	7.82660839411	7.39716031228	4.07899457064	5.79357040192	6.6185988349	5.87882200209	3.84280939477	1.4793371666	6.63908807952	2.23577510576	37042.0677519	5131.58118231	False	
-0.614290324907	0.0653877571745	-1.9147966725	1.17742455694	0.334636448525	-3.65132774387	3.31614384693	0.90090535053	-2.05066011149	2.45091226552	-0.510947813838	0.509563383538	-2.27293638228	-3.40889901741	-0.123615129887	-2.27788350625	3.48939362918	-2.61838421624	3.88879765324	2.39025494729	0.0663880796596	1.12872910289	2.20108828426	1.92583140959	-0.473113751972	-0.313999085256	-3.15705265742	3.16123820878	-3.59349624287	-3.76715174248	1.45166113413	2.4798765073	-0.89639765455	8.12171534649	0.567654463328	5.25170577528	3.52333155474	5.55965230706	5.63109813839	6.90220118066	8.17164471021	6.33612353676	7.07114942871	6.52377812269	1.05289595906	6.24857733367	3.77989606798	2.35535130326	7.39123858694	8.28881822544	3.07617616686	2.87233940112	5.29219050099	81086.0863112	5131.58118231	True	
-1.48099183335	1.21878955115	1.11013753382	0.166583939896	1.38869529513	0.677115357096	2.845657568	0.405874536339	1.66538477692	-0.107905975406	-0.999575280238	1.15438518838	2.38673952027	3.06756688648	-0.477346026893	-1.08721181521	1.02917640105	-0.559697372521	0.669793107397	-3.23120036903	-0.744728049099	-2.75476043003	-0.600240338188	-3.99641643723	0.247794357159	0.40088282094	3.26853436142	0.921513976498	-0.548331867889	2.95993294998	-3.87429911878	2.21280597708	0.475216998857	3.70321602566	6.06875059368	5.61633589921	8.14888406617	6.91533402628	5.7528497852	6.17058430293	2.48208818613	9.35275101505	1.32678640286	3.81331660137	4.4622190757	9.00634452453	7.26162791485	9.34919821834	1.08316543914	4.65979592222	7.72013003936	5.28023136449	7.01033576471	38096.5416849	4875.00212319	True	
3.27236540049	2.91691358862	-2.13967493596	-1.15489586408	3.03898488421	2.60760936154	0.455825850253	-2.41531405511	-1.87708274245	1.44609701284	-2.59214123857	-2.03311712076	-0.0609894262429	3.03536056397	-2.18678076306	-0.886003330811	-0.416569605773	-3.58248627584	-0.721789576043	0.884526883707	1.26011464779	2.98386302549	-0.177705713192	-3.08263018937	-0.796850034367	1.81717303509	-2.4661673621	0.527520128181	2.63621622938	0.369557014608	-1.50068184388	2.78991421475	0.0630059146261	8.29865627667	6.55480272341	3.50827237089	8.5060510338	7.2189570442	8.7462678393	6.2567976415	1.63403550149	8.53145947044	5.29843407491	7.83381395763	2.45534472692	5.66981095498	8.67329909021	7.10393057162	2.51112675426	2.79277524305	3.55729007383	1.33516732085	7.08596499189	62388.937532	4631.25201703	True	
2.69646381166	-0.559260776065	3.59465037511	-0.851622253839	3.94129818849	2.58886571642	3.25514620541	-3.59154236042	2.03917699738	-3.23917257662	-2.40495334694	-2.80775766193	-1.95796691564	-3.11683764329	-0.0400515406562	1.33406852924	-2.7086191519	-3.72464389385	-0.520226463019	-0.626767382806	1.2780476124	-1.50296470105	-2.2570566807	1.00863251716	-3.83440541354	1.00421253365	-3.35488564188	0.93579307482	-2.00013855331	-0.275769018162	0.88121433797	1.38413769229	3.02566211888	5.24243225279	4.81389010458	4.06390360239	6.6735499172	6.00582091873	5.2633524761	6.87535052902	4.79880540121	4.65051367092	7.99965804267	6.55305556727	5.72635349804	2.34646439155	9.25536429663	1.77890977688	5.20472652114	5.2700043239	7.39511169629	8.36105184328	7.46341299495	79390.6138363	4399.68941618	True	
-0.241264895111	-3.38791879728	2.64443001556	-2.31255522917	1.46663208748	-2.57374439833	2.77832867721	2.64844336647	2.97445950786	-1.28935723798	0.710645196438	1.31160120324	3.13687531248	0.528947471279	0.265898259895	2.66915962205	-3.65640629735	0.506987958626	2.62094715415	2.23506200018	-3.09108349802	-1.52441328762	1.34490390934	3.85516805045	0.101007963842	-2.24013100602	0.769037787926	-1.89964120782	-2.1071661163	1.90037071033	-3.88697727995	-0.726429417769	2.0187441493	5.0673719299	3.14386539782	7.71431959004	4.94493201768	5.68707674302	6.78806258385	6.28726355188	2.53420751478	9.2878764032	3.63999962067	9.53510176838	2.20087936025	6.71513522755	7.69195380284	9.16366907157	6.31897887127	1.16752884879	3.58818865005	4.47928255018	6.71797369775	44616.0431715	4179.70494537	True	
-0.788555280333	0.30695831347	2.3710988282	-0.937934176591	-1.9716484426	3.29092062356	2.25478989971	2.92458859429	-0.251897680394	3.56569538785	-0.174087643423	2.72444876817	-1.73445294594	-3.72091490435	-1.59393379435	-0.831863892063	2.23614757016	-1.52312752993	0.475702291162	3.71062174646	-1.70947581894	-2.27182721501	0.460339244729	0.506782335017	-3.34770739369	-1.76695039327	-2.72167680044	2.67385062248	1.52798180961	1.28256540698	0.102328601684	3.55225845465	-1.76795040199	5.6360079866	2.78446781703	4.62843482422	4.46292571462	6.43742820925	4.79831009054	8.28518426884	4.97951712211	7.92552194222	3.10488114378	8.36186684416	7.13003683724	2.41452768813	5.43271650913	5.09649124492	2.45257248594	3.62908860788	2.18185780572	4.56870650319	1.47781580135	46981.1779058	3970.7196981	True	
2.07684288449	-1.95107461834	-1.81902674802	1.75446294809	1.45377440771	-1.15352766772	1.22670993857	2.50147533173	1.63934109622	1.77348708686	-1.25824153156	-3.66399975283	-2.16205422281	-0.932242181672	-3.41128016244	-2.95133827708	-0.66535929375	1.11718713632	1.75988280737	-2.71062657575	-0.856700327955	0.938732833158	2.94683285177	2.06214888748	1.22105080539	2.14167893871	2.22470634446	-3.12543252325	1.6243145996	2.44742712978	3.35420634607	0.493673515761	1.55547861564	5.30503063682	3.56334864254	5.90577161557	5.41959037438	5.20331787115	8.99377803238	5.09911136045	3.69753584651	8.50327131579	4.78793057707	0.547760428976	7.66279509088	5.70595809978	8.28713263469	9.75135422872	4.27120421213	4.76999306138	3.44718446002	1.00664116219	3.04694369261	42896.0301517	3772.1837132	True	
-3.6931452483	-0.154429356789	3.41904866835	-2.32618237819	-1.11344666961	3.9972875072	3.74215168268	0.0746243102745	0.98420713022	3.04559387774	-2.31617592561	0.262668894264	0.706546730971	-2.23101249972	-0.97993678982	-1.09434781588	3.61369311235	3.56328734759	3.32087171859	-2.82651869733	3.20586755468	1.05713508551	0.98868261258	-2.50998343716	1.04270765132	-3.21912092212	-1.79809681532	2.13050229637	3.2141642301	-1.67958956871	3.13200710657	2.11679322396	2.3750775542	4.96649754011	6.688491592	2.00627936322	8.43535193868	4.04273170173	3.67267728197	3.30901210879	6.18199150847	3.795708163	5.49064595761	6.97795917141	4.85244712605	8.14517361528	8.1556518781	2.97917396484	5.18559402668	0.594180538715	2.3405755769	0.609602439946	5.24062565779	64086.7761304	3583.57452754	True	
-0.552710228572	-2.24571897105	-2.31739797482	-1.3892570111	2.94862875294	-1.37575683048	1.70366847508	0.161100025203	0.455527265917	-2.16339192975	1.28981849687	0.385626438882	-0.628440493908	-3.46139059389	1.34262630261	-0.866047923662	-3.8048037201	-2.65017960321	1.60672900993	-3.98343970681	-1.13517709235	-0.0118448054852	3.3076240534	2.50293123646	2.77663305948	1.53908405161	-3.20673811034	-3.08796164941	-2.23866760909	-3.88688084336	3.2118537717	0.507048613225	0.759747483059	9.3456303955	3.60878596057	7.13333974994	8.87001589275	7.09017357191	5.86403591052	3.1686524229	7.99796094912	9.2893817147	7.65375690516	9.51840623333	8.79714659682	5.61835467939	5.91152963123	6.60942646143	1.91494679357	4.32773541978	5.1880661363	6.5373810114	1.15853449921	63562.9904441	3404.39580116	True	
-0.909045243685	3.38897607049	2.23324240028	-0.821576520466	-3.92213054152	-1.66698381983	2.96553398259	-3.12763094284	-3.09538352962	2.05203164322	-0.695067434529	-3.37643294546	-0.759329767403	-2.89596690048	-3.08323147555	-1.49544472117	3.44026329406	-3.3875321903	-1.43752527722	2.35384364515	-3.02226557834	-1.58778624593	-0.739772010019	-0.798752642161	2.19012251237	1.63916642391	-0.870391299898	-1.83259682072	3.18016639614	-3.20006401204	-3.06131688546	1.53284427991	-0.00709038144743	7.51595368925	2.35122867743	4.93575703908	7.83295046316	8.76752304204	6.08857167035	6.0970123706	6.88661129026	6.40513528967	7.60977247818	4.49763840648	3.56664143472	2.89803463155	7.85194657087	6.71356640835	5.83863654493	0.746361382298	0.282601243496	4.66890069079	9.0803569308	51670.2975986	3234.1760111	True	
2.3224188866	-3.30731850705	0.0166730147328	0.380278040304	3.45644293483	3.01035083057	2.92890257502	1.63992752963	1.64993765335	-2.27455839817	1.66926519734	0.28803242399	-0.512032245646	0.747341860701	0.144349552918	-0.349615866915	3.5577505046	2.35283601571	-1.711160585	1.33648231686	-2.49205379872	1.75511314162	-1.80758181825	1.32747285728	1.27559450854	1.38749614457	0.958249413897	1.24361324755	-1.99860129882	2.18172703801	-1.4052357095	-1.67564254524	-2.2609142741	5.8667139491	3.50072382421	8.21782365551	8.03786666081	6.8879791037	5.97116884791	8.33403748656	5.0429051251	9.99448939423	6.80346023858	2.26289491635	5.17272314498	5.29742318143	7.00377107795	7.78920103136	3.99981067261	5.21792467156	3.11556151762	6.16206111979	1.41801091938	49854.0458418	3072.46721055	True	
