Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Potential	Temperature	Equilibruim
7.74493107483	8.00726933313	7.01120412445	1.37405754838	3.18732457637	8.55336223583	6.43235392521	3.81619824886	5.46433092665	5.90743702271	5.44637206311	7.42631858093	29689.4012099	2593.7424601	False	
4.45716730382	8.22781765907	6.68944286601	5.46454127874	6.9706218177	7.55353121259	6.21073429021	4.4008428276	7.6958970683	3.91909436909	6.20032333951	7.29220606408	31811.8819798	2593.7424601	True	
7.19628544777	8.10079269705	7.93899336553	2.66022387344	4.61532436433	3.50371107057	6.74152703284	6.81948620097	6.25305379791	6.27659689969	5.76162396577	7.57816418922	39135.9746603	2464.0553371	True	
6.6527852819	7.74398770885	7.40885526478	4.3119755538	9.0257529331	8.98047743526	7.170268533	2.05010115979	5.63241789912	7.19561298501	5.74348897892	7.96240601672	32608.6369502	2340.85257024	True	
6.20302632586	8.82520800839	8.37765871375	4.7164422986	5.8686795037	3.23720560306	5.55691558064	3.8328867025	7.05521096447	4.53582335691	5.96639887422	6.16696008583	34827.3783946	2223.80994173	False	
7.16012265238	7.73232281244	6.97125791411	6.74923977412	4.45193185715	7.17542240081	7.37592816423	2.74563901246	6.40510779997	4.28115006035	4.30846374008	7.79890570799	28384.6709438	2223.80994173	True	
6.9014485068	7.50842713869	6.46936628886	2.41402059464	3.8751037994	7.41844670992	7.14497394245	4.17267574867	6.56758954085	3.510684949	3.83499730507	9.29739572113	36274.394525	2112.61944464	True	
7.65394864921	7.70567102477	8.48512950294	4.86328963866	4.28401477868	5.31943446034	6.00503783955	1.23922190765	6.13244805514	5.74015916712	7.39444851815	6.86843817806	34297.0883316	2006.98847241	True	
6.7204926875	8.59500514323	5.68444334969	5.12583055244	3.56923008049	6.06028101715	6.86878417512	5.40282864906	7.53631827545	5.31506744854	5.74855440544	5.68690299849	33756.6592873	1906.63904879	True	
7.15345295457	6.14368285644	6.69979515259	7.63642923665	6.06261164675	6.65071288342	5.46781884075	4.18861145524	6.61036294454	4.825520254	6.07633861447	7.34947183612	29317.309792	1811.30709635	False	
7.80910377559	8.80106770661	5.54445980453	4.02335038164	7.93754790341	8.80793386777	5.12769424572	1.47309315967	6.88564805019	3.65121707158	5.76481696972	7.88888714681	34912.7502413	1811.30709635	True	
7.33765140662	8.76953354622	7.71977676866	1.64835614687	2.33308466543	8.41119846118	5.54851634719	4.79913186203	7.50816688103	5.07137922155	7.62801105818	7.07093780659	32860.923418	1720.74174153	True	
5.59004633674	6.81559743693	7.08868121298	7.79309296383	7.17855848082	8.71977861434	6.96447376385	3.27923793516	6.89472464648	4.52209526802	5.82523313106	7.45240068291	27779.9048324	1634.70465446	True	
6.37618386451	8.24612052924	6.55486652173	5.24671493636	6.45812703111	4.69334402739	6.87852731498	3.93000566856	6.68102774724	5.08590656809	5.79236003434	7.40097982088	25617.8399694	1552.96942173	False	
6.8308789715	8.22182314477	6.59199551058	9.46733649822	0.468016048406	9.50806712589	6.47152252053	3.1459327698	7.6572200237	4.36898029384	5.25600985732	8.75666390387	30973.9604233	1552.96942173	True	
6.68755280715	7.76715624637	6.29955441858	1.90627999212	6.97275402978	6.74166215552	5.5075470184	3.91974622332	5.70764694618	4.85935196848	6.05101346853	8.44771219032	27397.9053594	1475.32095065	True	
5.9226957045	8.72189391798	7.91807492241	3.91363065118	7.39927313077	7.89486255935	6.21848452837	4.27048328291	7.16669885437	2.88408684444	5.21030786111	7.26966927723	31906.174745	1401.55490311	True	
5.7904467598	7.86968653145	7.49981063176	5.9007336143	5.81221397799	3.84415100478	6.12965402933	3.03386241535	7.20404222777	5.66638426996	5.31249063962	6.53160507331	28788.22999	1331.47715796	False	
5.84323819875	8.43997283473	6.69898241529	5.37725507588	5.03364912111	7.56490142822	5.50882331593	3.26898332903	6.76440363945	6.61413363604	5.48515129863	7.38985759443	27164.0952546	1331.47715796	True	
5.92868544709	7.73681597659	6.90936913697	6.37982106918	6.12159884723	7.9713913512	6.59694178237	1.87048577232	5.50390536689	5.27063911301	6.10263996522	6.22678259743	27523.7173855	1264.90330006	True	
6.0979361878	8.54566459658	6.71008785802	0.717705978435	1.63778290921	9.246551604	5.86355192597	2.14832854202	6.62657866734	4.41493511841	5.89741966375	7.67316465781	28589.3218518	1201.65813506	True	
6.54844771301	8.3357102884	5.51365767466	6.42536000687	5.49593259257	7.50435930794	5.10330333098	4.15939957563	6.57830629384	5.15653279101	6.74630352535	6.79824650898	27602.8034874	1141.5752283	False	
6.88122934585	7.15693611458	7.4858898613	2.22838642315	7.19654493886	9.22819272126	7.52509783267	2.83268306982	7.4070854156	4.44943703612	6.6508839779	7.0346436704	28733.6397406	1141.5752283	True	
6.34654597268	7.05740577389	5.98732232262	5.25776671948	2.07606674931	8.66735471806	6.32049421897	3.28003416684	7.29372806317	6.06473529294	4.97861628724	6.58828202673	29134.3505368	1084.49646689	True	
6.94068965133	7.26725587587	7.93206211413	7.09702542742	6.76258912137	8.74881556242	5.28265026018	3.59976555616	6.33867236262	6.20690328781	6.94535277817	7.79332916658	27504.3774334	1030.27164354	False	
6.7234972647	7.42697330132	7.58555418877	5.11198479466	5.34914055486	8.21337123386	6.13891956821	0.51243994206	7.4311158812	5.46666819432	5.8729965805	8.62730122128	28310.7780951	1030.27164354	True	
7.44831246254	7.43176137941	6.17041691736	7.04876084473	0.0224131882987	6.38082986605	7.24434835145	3.17130750513	7.3919709276	6.30049563394	5.83368994123	7.74665945978	28484.2628018	978.758061368	True	
7.21071256649	7.26001757219	7.03096864814	0.0977262683262	4.09808534405	6.50327189785	6.92887681789	3.48814926542	6.87251119292	3.09619422173	5.86928014547	7.51689691898	28253.908365	968.970480754	True	
7.28185108272	8.56281967472	5.63080839195	5.68264572264	6.33699002393	6.32932364979	6.23439047861	3.11114677111	6.19183620609	4.483951658	5.34147171594	7.05674413145	27563.0294521	959.280775946	True	
6.95405043834	7.70941944335	6.30409384032	9.06072873267	4.72942186815	6.28132097753	6.05019293661	3.19952611671	6.98215920167	4.77691582649	4.03175243594	8.08373520247	29428.0190063	949.687968187	False	
6.54658945	7.18209938396	7.19798293239	6.3992798691	6.02688973924	7.43455385141	6.09725642035	2.86018059387	8.33589555995	4.0524907303	6.87299850811	7.90826178619	27369.0749829	949.687968187	True	
6.66326903358	8.13577123138	7.35971045301	5.43924134805	1.30664998015	7.12943990358	4.34486784198	2.13432817155	6.73789606262	4.53991240911	6.88013895561	9.08254068079	32635.8614765	940.191088505	True	
6.40256257565	7.61883429873	6.5229416795	4.14328631772	3.36649463265	5.85099681105	5.75492523461	2.62684580342	7.15428621695	5.3541227524	4.95048263678	7.28362026412	26827.0831936	930.78917762	True	
7.23072064496	7.17136239704	6.89312423372	8.14133566589	6.29707358946	8.21390813916	5.31350339373	3.67074007042	6.12282943063	4.02652307683	7.09423071406	7.97446393604	27160.8197667	921.481285844	True	
6.80969438296	7.74247459407	7.74487350278	1.98172376445	8.08280575433	8.13414283985	5.71954345535	2.80949132306	6.97789828866	4.40215165434	6.46706660323	8.44579652224	26912.9725345	912.266472985	True	
6.5775757557	8.3234030426	8.04201158303	5.75097203925	6.95860031132	5.30126720077	7.23664526575	3.37128491897	6.97355663722	4.02470851801	6.22909662574	7.87517686424	28180.4418087	903.143808255	True	
6.77967119817	7.26926706631	6.49660200432	5.38601617052	6.45226880261	4.91633338391	6.69783496307	4.11069022605	6.17680440144	5.14677224343	6.91817115471	8.64580355402	27763.1535307	894.112370173	True	
7.55547598939	8.1528668346	7.63448788005	4.68904473641	6.51397047976	5.39733224345	7.17412862458	1.79393998848	5.71225741191	4.87509658244	5.34809104537	7.80466670954	30308.4300344	885.171246471	True	
6.39340947638	7.50246295096	7.65947076913	7.35130319657	5.90367021101	7.43113228355	5.75791605705	4.48204956404	6.74212026062	5.97389587889	5.62294859016	7.71763137011	25065.9845414	876.319534006	True	
6.40641313598	8.16680361391	6.47882177412	4.54682860104	8.25099817526	7.94393524573	6.23791383455	4.01993707721	6.43926335156	5.64034425311	6.2333761708	6.25778132486	25807.1491062	867.556338666	True	
6.85924046569	7.72587609709	7.21558011608	2.07933232343	8.04937402507	8.87862284711	6.19261378697	4.1032744241	7.3085519854	6.27356689272	5.82499519062	8.33626171921	26896.6946125	858.88077528	True	
5.84971460773	7.2965862033	6.51785469528	5.83482136769	6.90519495073	7.81024277536	6.74178068715	4.7581029554	6.94834987498	5.57853106251	5.89497802966	7.02435778576	25764.5739049	850.291967527	True	
6.13125706441	8.01296232101	6.84000821265	6.13537510062	7.58839941683	7.30830444101	6.96311078933	2.80378903342	7.63861970207	3.93487977641	5.72038601595	7.0961742279	25630.8692773	841.789047852	True	
6.58060377037	8.04427896685	8.0803179741	8.33713518093	0.164246536754	6.22264038598	6.21946867231	4.0348960197	6.43524873952	6.64769992011	5.49714567054	7.32282381352	29448.3547498	833.371157373	True	
6.35280850093	7.72758167355	6.47803621413	2.11632636278	5.9786742503	5.39546518565	5.71857258337	3.66753189952	7.56241968667	3.96228949905	4.78747633911	6.82834332784	28890.5691141	825.037445799	True	
6.63659776353	7.5002062941	7.55212235293	3.90622089766	4.15178533795	7.14783030816	5.84754151993	3.45665016941	7.23640737343	4.17982449438	6.72706135461	7.99132955856	25553.3804543	816.787071341	True	
6.87183282666	8.77708953828	6.34169749457	6.49938583032	5.19712400748	7.95965223234	5.3830434638	2.48299829606	6.36792816212	3.65064541498	5.57803583784	6.56968742577	28356.7899983	808.619200628	True	
6.17249295606	7.947043023	7.43380526628	3.54077574536	3.2787092198	3.69152034733	5.78783401048	3.17212237198	6.74417387838	5.86931034912	5.68612969166	7.60725595737	28795.1620374	800.533008622	True	
7.09410681092	7.31418692119	6.85040684396	6.4078040109	6.38141610209	7.90877281943	7.25465139872	3.52959935263	6.72307939794	6.30297350923	6.16860538256	6.31018191933	25878.815696	792.527678535	True	
