Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Potential	Temperature	Equilibruim
0.805263250355	-0.144448913335	2.8593415365	-3.17635013727	-1.7805639398	0.406856721723	-0.250532977505	-2.38985104395	0.919141666588	0.155337960566	-1.09371569043	1.04736537177	4.66026033709	4.7693681179	6.0325157171	7.89727793982	7.96685193768	7.31921987493	7.02148254435	3.83648724667	7.6416516852	2.31035529179	1.67137670373	0.263483432881	4.49347795856	9.76961904954	3.35108583879	1.64576490537	4.107477636	1.47908211606	2.17390419418	4.17347861515	41740.4857661	6209.21323059	False	
-1.56188327666	0.539121001952	-3.87123502961	0.378938127727	1.47800359077	1.35465738389	1.32458926722	1.15284722415	-0.973419560928	-3.53408080083	0.214290438085	1.29628165849	7.48872498419	3.49343158267	7.91262508968	7.81843146142	4.61983748497	7.94839356943	6.62284392966	0.51791368756	7.32945689431	2.95488446706	5.4900535674	8.50331163662	2.62879939967	7.66543114472	1.74578736474	1.60635817576	3.84513667036	4.85109887521	7.2676977024	5.86263540448	56314.9171044	6209.21323059	True	
-2.84218232118	1.80314771518	-0.381315745381	-0.238238040091	-0.0388853692127	1.0335726021	-0.434041522121	-1.38367847607	-3.69072765009	-0.0788573954254	0.864356231077	3.6881242287	5.5987179898	4.22816408134	5.93738901816	6.10183514222	5.17946552163	5.60372454514	8.94814827109	5.4730496034	2.15242180756	2.33030659755	5.5459159542	1.23565338749	7.00386664184	9.28945162584	1.04722135194	4.73410756558	5.41850486775	0.914228575882	0.12693034791	7.21875591498	69808.8202299	5898.75256906	True	
0.95830601259	1.54673572444	1.78915190518	-3.24613318737	3.89257854621	3.20131652336	1.05186867074	-0.62893130006	1.30401673259	-1.57744438924	1.28542297129	0.762076118886	6.33208708821	2.74983571815	7.60702154351	8.17820909891	5.19058298194	7.5537237623	4.33073652652	1.466407435	1.8687491032	9.81724884221	0.381567092192	1.95306652642	2.62131771267	4.18777968962	0.0317413915592	1.4056491174	5.18581579787	6.88775371685	1.16065433071	2.70094543298	63541.0927979	5603.81494061	True	
0.291792270988	-0.560887169578	-1.21134549565	-3.52190783506	0.972384214301	-1.44186925721	0.553350739488	-0.469730746149	3.32914801671	-0.594279467725	-2.10278655406	0.839125740843	2.05095786175	1.37211778844	7.75801521282	7.15923220195	5.24137670644	6.76521700211	6.5259283978	3.04385716667	6.81772619121	5.24312656734	7.57581394018	7.13645228747	8.75860362802	2.38805207157	4.78495181599	6.35343798498	0.851758700669	4.44811257534	6.32883226652	7.52911159255	60220.9114361	5323.62419358	True	
2.25918218936	2.71680330535	2.65640572479	2.31990978557	-1.04606291783	1.48069002158	0.342817124383	-3.05228496232	1.26623733623	1.61326468027	2.45395650772	2.60841273051	2.2403482276	2.63490843196	3.5276100477	4.68283038624	9.31858696171	5.1838077491	6.02725735471	2.60572015218	7.84785254073	5.94561755341	4.49149533845	2.30226007751	2.6998981434	3.22393946346	0.144023008343	4.99933707741	6.61823941609	5.34114102912	3.16757761653	6.0259761169	42383.2017219	5057.4429839	True	
-2.79434560414	1.19562435131	-3.46965876051	1.09529056808	3.03069153824	3.31227911717	1.41394169824	-3.04530946186	0.558276409161	0.138724996919	0.311601880256	-2.84736348672	6.76131254262	2.26641027779	7.40630697097	8.83023461279	6.73053650613	6.99561427233	9.75508703552	3.00322689575	4.14673101826	6.10260336164	4.59015095029	5.53584412984	9.55985162753	3.15402525967	7.97097125162	0.345768905462	4.83737906859	2.89626767337	4.33411889517	1.47397980872	58328.0208797	4804.5708347	True	
1.29483132796	3.43725613607	-3.55641291021	0.382362072286	-3.90996957866	2.82020802702	0.470467050039	-2.85578925911	0.278832623581	-1.7480282667	2.43376675839	2.52859222055	4.89728998819	1.82962854997	8.04714213744	7.10484262987	9.4006524558	6.13655136178	7.28652325096	1.03187152484	4.99578327886	4.06494103849	5.86265238619	3.35565810116	3.76991960067	3.99087947135	4.87191350895	2.25886464043	4.57834004379	1.80637291855	4.36992067371	1.44450117177	57432.3422626	4564.34229297	True	
0.887633215058	2.87519072381	2.98884081852	-3.44731393913	0.47633104487	2.1376030436	-0.178599370632	-2.66239717102	0.114605346384	-3.73295475446	-3.25280373038	1.63485726151	6.71676097358	2.87430784442	8.50002806011	4.59040615689	5.33680445285	4.99304023679	8.26743380102	3.14238598772	6.37200902003	3.391956174	1.0117258538	6.4687929796	5.5172404137	4.40300307906	5.32408357316	2.58065301701	2.35108264723	1.44695732906	6.44538017831	8.89924518286	35905.381894	4336.12517832	True	
1.96766459099	3.13498000854	1.50971873323	-2.02752150575	3.48306914207	0.664648707765	1.07605360829	-0.912144745427	-0.980532126176	-2.08776958954	0.187522870815	3.41018648051	4.69589232138	4.04607911417	4.12045385194	5.32075968424	8.07295834418	6.50739307608	7.55364565056	1.57945718383	5.03610576468	5.29584677803	9.50586845857	4.44612168342	5.38865125111	6.66618010295	5.35954010704	7.80265816222	5.1017437471	3.35105077193	3.10591211099	5.93431439194	44583.8990463	4119.3189194	True	
-2.16326153835	-0.772510564195	2.55180238178	-2.03106339977	-3.63833551414	3.65430778898	0.664484486978	-0.490776111028	1.9800962843	-1.30031425613	-2.44081322855	1.15131055682	5.07692901634	1.86726681946	7.89344697131	8.12522495335	6.77259947329	7.70281356165	7.20505959889	5.4205615028	8.65943044007	3.52895251494	5.97019985962	4.84155248372	2.91527280461	4.68805653548	7.49382341617	4.18795742447	2.95200349057	8.15982712565	3.41072393667	4.62170953918	49838.0047369	3913.35297343	True	
0.119365238462	1.48744273101	1.41505849093	3.0151309	3.36469866075	0.794228436949	-0.0526333553626	-3.7113138119	0.552480256799	-3.12344436938	-0.997911258333	0.630751593739	9.44963566064	5.38682974078	4.05807373172	6.21598175635	5.24644520956	5.78368441211	8.44485438309	6.3228644825	7.88215194716	5.70985322613	7.1207260896	5.37752821223	7.9893025606	2.8911606901	6.21684653217	7.00837433169	4.6503912353	7.73587176426	3.92276614212	8.9977756369	45315.3251233	3717.68532476	True	
0.712548402343	0.76428290559	-0.635804276976	2.47376253334	-1.16202021228	-3.85834363207	0.897148133333	-3.22850226252	0.803217507634	-1.6835706187	-2.36538988109	1.04168148433	6.67099543549	3.64632963121	8.891363761	6.82870476652	4.95830051483	6.13719923599	6.86240077476	5.79731268216	8.05801367407	4.76006392062	7.01044579758	9.28813101706	6.85847071088	4.02194535373	2.50397976784	3.68222920955	4.16266261281	4.40761784026	4.65212233222	2.04435007042	34705.6779262	3531.80105852	True	
-3.25931147883	-0.896081164532	-2.88930724023	0.163273271141	1.29571825534	2.42921312317	-1.29723683931	-2.93296643972	0.680308752202	-0.218580310534	0.843388028662	0.349129459277	4.09512290555	5.83077923602	7.40740032132	9.25222265826	9.10041727613	9.92134011905	7.25315951605	3.42200790565	7.89162896232	1.68407009693	4.26830860355	8.81765343466	9.15469154753	3.70333596859	3.71262357333	5.64989545754	3.22890554489	6.54909432695	4.31682898637	1.64165671884	39024.0179857	3355.2110056	True	
-0.448265803524	1.2379921105	0.981989424794	0.124376361366	1.05218976658	-1.01772866744	1.30411439815	-0.787048511883	1.67934138739	0.319099280207	2.40472657695	1.84980416635	5.04645923729	0.984687054007	4.71293163137	6.22765021439	1.7776148084	5.159782454	5.29092491075	5.75357226575	9.74454006477	2.06464188469	9.22785257036	4.90625028472	7.39591197456	4.17146856802	0.838743792615	4.16496039899	4.26814560981	6.45695174865	2.9516266209	2.67697684917	50248.45437	3187.45045532	True	
2.4080692734	3.38818596859	3.50887073764	-0.13880315535	-2.77186508802	2.76723319869	1.28966658997	-3.237223172	1.88630269263	2.35679821878	-3.09066959012	1.51579060723	5.37790633494	3.73784985183	7.7738476043	3.78702625317	5.61028739718	4.23017070601	5.80287517079	1.17442387604	5.74614533915	5.12092858321	3.51322362031	4.45433825271	3.80134905659	7.99480158565	1.22254990956	3.87076872671	6.03474080572	2.20242899401	4.35087003888	5.8079311161	35388.6684239	3028.07793255	True	
-0.190507683469	1.29913370379	1.18945051271	1.55815140211	0.980014426626	-2.64706954836	-0.806589079925	-2.40529134707	1.4874241705	-2.42165980412	-2.31885057899	-1.20872135136	6.54649702738	6.16013694442	7.63644553725	7.3873639299	6.93068770566	7.83894522992	6.96875529497	4.53438432427	7.89243659226	7.08909124913	7.90841046583	2.13808294064	5.73296539076	3.59628731675	5.48380512076	8.80612816121	1.51552249807	8.75745582079	7.19134535755	5.60721323205	33830.1196642	2876.67403592	True	
-2.1087026428	-0.368744088549	-0.663933110301	-3.60425390905	-0.291418991385	3.78562396036	-0.485778835285	-2.8793920183	1.27287774062	2.13790575335	3.37867134864	1.95342234845	4.28800758442	4.1809572313	5.30524460536	4.91568675685	6.16835060941	7.03136851816	6.13490566713	5.14239097952	7.75879376697	5.43995649958	3.8860253654	7.63537221792	8.14238479886	5.8343787722	8.71559670845	3.43556966081	7.02464321557	1.24833263127	7.69333686049	0.0130714844308	44025.5032011	2732.84033413	True	
3.01443217622	2.05273801865	2.10401241967	3.14932872805	3.46894344726	2.41565070228	3.2924882768	-0.0481119080244	2.28570435274	-3.28866855225	-0.57693225481	0.708320665963	7.04362903573	1.46078732592	7.03770908659	4.89676268913	5.37254575941	5.00391796619	5.03304204251	2.80646843642	4.42781659643	4.70972685874	6.48819500383	5.94946793796	4.94603462269	6.65654680786	3.84657494444	8.54655212747	5.10602790254	9.48133745187	2.41527352108	3.46852244073	28978.3474026	2596.19831742	False	
-0.347942555605	0.911507569925	1.0217716511	-0.23786511741	0.375186082592	3.41818621827	-0.11092711618	-1.99089286779	-0.290319815384	-2.15189162781	-0.271947100585	1.08688301201	6.48583390564	3.42428862121	6.89821927695	6.55620591994	7.13136804003	9.34586410036	4.55271849618	3.73964005033	8.7634684907	7.51853240244	3.55091052317	1.49580556307	9.41553639979	6.88041620393	4.51396863701	2.34870876623	7.02905500548	3.68172960592	5.38379718885	1.40690004736	39174.6120021	2596.19831742	False	
-0.506319869943	1.35680559363	1.49566095218	-0.18091256389	2.63330332382	-3.56813033775	1.42968941674	-1.7978763847	1.62797858318	2.60371201128	-0.0162922236531	2.73980938951	2.56046661579	3.84102051586	4.29091635734	7.11822043116	4.69057022916	5.58553023249	6.00190971333	3.88131382759	6.43759736918	3.20548207563	9.13692318088	5.39867559091	9.60156342986	1.05977957695	6.5331115113	3.7377884355	3.61930368197	2.67016207109	1.38586190984	0.387525419496	40846.6923601	2596.19831742	True	
-1.32768797007	0.0921253115506	-1.61332531909	1.27579592234	0.722698461333	2.21039792245	-0.317113989606	-1.03949744503	-0.964117162373	-0.201123799431	-1.33824041171	1.53129266547	4.54626300254	3.21632800693	5.54403254614	8.47681657788	8.9560463193	9.15134786128	7.78227410345	0.0088618049608	9.59106607964	2.80969793512	6.75893017024	8.08493793708	9.78764330347	8.70366969223	8.26631746838	5.61845345458	2.79969723614	3.74069186688	1.6130478283	5.16830751989	29071.9312257	2466.38840155	True	
-1.78956554324	-0.243406596845	-1.06764103173	-1.46213198848	3.19460353412	-3.23051020564	-3.98516770296	-2.4361686213	0.501248871106	2.02075922543	-0.389165230657	2.67839578902	5.7373254019	7.38458110703	5.91651274775	8.93178268363	8.0650535232	5.35087423408	8.47524403912	8.62569709162	7.64349594604	5.34755253238	5.63098879791	7.91186555828	4.43335992687	5.96994098383	8.50149713344	3.01632346722	6.02146043593	3.94773529971	2.93745625919	7.9469393648	63937.0480413	2343.06898147	True	
-0.332529099879	1.0361920557	-1.84290538212	-2.39513789565	1.74102777548	1.70828131791	-1.08385014776	-1.90154178192	0.0139206649172	-3.06749355088	-3.29209832505	-0.889031866051	8.08483065134	3.39744376732	8.31050200158	8.07183125382	8.39754353115	8.96942881612	8.62772428204	4.92636301179	7.3653377887	3.91667251204	5.44214619651	4.44644339959	4.47268033706	5.76450095684	7.41988062335	8.142212153	6.76493763507	3.58621109338	3.86287271239	8.38637647417	33694.2584764	2225.9155324	False	
0.901081316016	1.98143484318	0.206824328183	2.02817160602	-1.63271855683	2.49181823287	-1.41458014253	-2.50974806463	-0.61845837554	-0.432538768541	-0.0485791798497	0.790120360071	4.92299817899	4.70397369725	7.52334721895	5.91222785121	8.01657702596	7.74659342772	9.1153883583	2.82193024995	6.85595265719	5.80256743037	2.37551390111	6.08280218289	4.500737658	5.71174671331	3.05689636506	4.46171418433	3.31144713788	4.76267354024	7.25689304587	3.12887891996	27668.4390129	2225.9155324	True	
0.498938625615	1.71527057371	-0.715285314222	0.315190795126	-2.64579069172	1.45164576915	0.957388461306	-1.17457061388	1.68866909073	-0.569141559835	1.03928182445	2.13716627872	4.99253722623	3.05660968292	6.42810913151	7.67118285765	5.44508150335	5.86340823936	6.60351269603	6.73793603166	5.46176187853	2.10839747699	2.00002871948	5.42031672338	8.25258230315	9.7293699262	6.40617121511	5.07492075604	3.59899662322	5.12689442873	5.38954526	3.48671786802	22405.4334626	2114.61975578	True	
1.89861369352	1.66414145247	1.25582740683	1.09052209335	-3.59728010134	-2.09103687673	0.626625603197	-3.88847681771	1.67556963459	1.07875823643	0.525681976049	1.74400814548	5.96129162978	3.69413058823	4.30524760756	5.89932147846	6.52052871998	5.02085085239	3.83498815111	3.09643278593	5.57877354849	4.70848477606	2.80711175166	3.70815898205	7.79797619013	9.98333407038	6.1162402375	4.04042193525	0.747991733005	5.58262531143	2.58256223681	2.99077360636	37513.0070026	2008.88876799	True	
2.18537651307	3.02364676756	1.45619793892	-3.50398840898	-2.76639421187	1.04711872112	0.8306887689	-1.82480253798	0.799382401849	-3.17694586577	-2.04207848593	-1.08226669624	8.22584158507	4.05179750935	8.5716758456	4.6254325694	6.8148411613	4.36600734172	5.85718598468	4.44615083327	5.42217389848	7.5274121154	5.5005904151	5.12950855079	6.97110469387	7.90675143949	6.10386035013	7.23660332014	2.58706913448	0.591941114782	1.67336327164	4.74511441764	13948.3167655	1908.44432959	False	
1.72226656663	2.98568929617	-2.28481193213	3.31862264835	-2.75781521073	-3.26805640093	2.00949640978	-1.8247657333	3.65968701198	-1.65646966298	-0.583852550283	-1.58329158592	6.29043185158	2.05202270518	7.85644635232	7.22174527604	4.11719867198	6.22725016754	3.45970698199	0.496890270771	8.71278820278	5.78453987364	1.01986594309	4.42566814855	8.17556577032	8.23540747991	9.54160053206	3.22384254083	1.11648487092	2.89324274327	0.385552892832	4.88019359516	51409.2531294	1908.44432959	True	
2.34312803489	1.97203615019	2.33411326697	-2.52186536842	-1.52169835444	2.96835535403	0.770121888946	-0.929180911128	1.92784584556	0.731627285605	-0.321377527893	0.455771182757	6.63097426945	3.90339483599	6.67791514877	5.85080579798	5.83352765871	5.21671318804	7.10003652976	4.98924878699	7.34106758124	6.92953773068	4.89192986721	4.36921645572	6.52892097519	2.83643649472	5.37229126746	5.96166741823	4.14714789276	4.71471251656	2.36978748727	1.92860412201	21823.106005	1813.02211311	True	
0.122466432912	2.20008183155	1.40346633306	-2.41097161154	1.44964609135	3.95054563768	0.179628806533	-2.4916373801	0.168621046043	0.126818443224	2.26312376972	3.86294013045	3.38532098656	4.95601918335	5.93411280938	6.65767580245	6.73406958028	7.0608640213	7.96505081964	3.4180087031	7.56446384496	7.29622036701	4.7283859635	5.25980084141	6.70195670448	5.84439391125	5.87226744953	3.16522957739	6.75458811244	3.40873936259	4.38631677818	6.91396821036	15312.6152919	1722.37100746	True	
1.94502085023	3.12593796779	2.42044256345	0.0569657704707	0.180443087386	3.11233263258	-2.52505744227	-3.26847337916	-0.272773505587	-1.56497108826	-1.79084016374	-1.04238929849	6.56618781609	5.23349579251	7.55266506427	5.29086650384	7.21652596334	5.48844870043	9.60025941037	0.706594784469	6.30062075243	9.04685009681	4.73944213885	2.80560581429	4.575565417	6.34704617367	5.44555466635	8.32838612155	8.42782173642	7.21181491829	4.01772088163	0.719724236287	17173.9288375	1636.25245708	False	
-2.36717249384	0.508509505444	-0.671079366691	3.01243498825	3.16378621889	0.181187117065	-0.352870400271	-3.29036190148	1.06103271767	-1.1783098779	-1.14049430945	-0.191484641066	6.94665696192	5.10120585008	6.92101027923	8.23975250852	6.80353918968	8.5489338967	6.96712374097	0.515124782593	9.3237162855	6.92241828559	7.44699273067	9.33058362572	5.65787330575	2.75004730918	7.90700136077	7.39625190957	0.887340278866	4.05638347513	1.43246458993	4.67755237164	25630.8969909	1636.25245708	True	
1.91605692971	3.31138791106	1.89007515762	0.15386146771	-0.444928202055	3.76432901918	0.579947858897	-3.20377518263	0.257719783626	-1.24741264646	0.810140119647	1.72561120316	5.0201729018	5.16303667672	6.1210058777	4.45490657807	7.44603388703	5.09070229696	7.20458291836	5.01582871156	6.65010151662	0.0156951607839	4.67507134179	6.2734871042	5.57801852185	6.50140467622	3.97185559526	5.43649755647	0.824785198671	2.26144629745	3.66185895286	2.50010556577	14223.6476812	1554.43983423	True	
0.670497492263	1.99529041841	-2.31091209288	-2.06166252056	-2.88441604338	2.74907836475	-0.120448345327	-0.770314144099	0.464450700678	-0.166877175591	2.33942368617	2.61950114624	3.91959916008	2.12198703855	3.7764000782	5.79593080798	7.01532606454	4.93902017644	6.71501009467	3.65979405411	6.36086619644	2.187003355	5.02966988518	4.48240445216	7.89820543368	9.64031025296	1.95468475433	1.40632841741	0.495678961214	1.06433152384	4.02510784449	0.844160906338	36004.0713589	1476.71784252	True	
0.769202426683	3.28817255484	-0.488166432891	1.06486471255	3.88436095692	3.70776392987	-0.723730493227	-3.33427969279	0.249337284246	0.974194833719	2.19918206816	3.30938245481	4.21957420315	2.24600678408	4.91421383272	5.70212554956	7.27080568098	3.49727440699	7.87437397704	3.5981229317	6.69792040562	7.34576852567	6.21366533904	4.66209529137	7.67689882758	5.33248976709	6.32336516028	3.67379732725	5.63498269952	1.00857595641	4.91193942962	3.00254191406	26519.3534079	1402.88195039	True	
