Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Potential	Temperature	Equilibruim
6.68220424233	8.79545020692	6.31676849007	6.23473804726	2.85757818116	7.88239131268	5.80393880495	2.61866318188	7.36138802453	5.80211860384	6.1667879834	6.1898429898	28135.1256203	2357.947691	False	
6.68656334654	7.5828060881	6.38567350381	8.36657470895	6.93987659702	6.28852490872	7.02665290973	4.00306758689	5.60347068375	4.1744763743	6.23081117685	8.23589560709	27658.2214226	2357.947691	True	
5.98849044894	9.17233642514	8.18338104593	2.0975864167	9.07199148751	5.08705902866	4.40972601657	2.87199490825	6.38570013924	6.71532994187	7.22250668681	8.8142773248	44048.5271631	2240.05030645	False	
6.46229330138	9.00371571199	6.81634697203	5.98801354637	6.0008006906	6.6708891859	5.97315608824	2.47188731023	7.24287822247	5.30280779327	4.17726976209	6.91678229385	29873.1616279	2240.05030645	True	
7.58485124433	7.70730817463	4.04563897318	7.97460507704	4.93657846917	4.52163778616	6.92887058145	3.67156062361	6.78076412449	2.87123279942	5.42736151581	7.81710856696	38129.3276084	2128.04779113	True	
6.47180306078	8.2508614212	6.64122195259	7.6461156784	4.96180627381	4.64439365898	4.99881719836	3.58533794144	7.80729633532	4.58870466447	7.69149782248	7.75322973375	30848.6455222	2021.64540157	False	
8.71344337949	7.90916383112	6.82376862957	8.4294497648	7.26529305704	8.7574289309	5.13637657692	5.6361647234	5.06286168408	6.32767075152	6.18235952353	6.16839865921	42193.4635109	2021.64540157	True	
6.52609767562	8.86083596355	5.81179020416	2.03223188503	4.94152299145	4.65033459599	6.42706159334	2.03527620588	8.42018508152	5.16183979539	8.09030003284	7.77532700068	37884.505865	1920.56313149	True	
6.41331983616	9.10278626048	7.15270388202	6.2512061409	5.09680643814	8.08612498631	6.72354886483	4.10554485031	6.58379593251	4.5842833875	6.85312434474	8.44424820192	28401.8136221	1824.53497492	True	
8.05665357493	7.91779032067	7.82196825389	5.62487046676	2.73513502661	6.44686838389	6.34369341381	1.90930523984	6.59566402466	7.22400693396	5.31864139935	8.49531933835	34224.0137679	1733.30822617	True	
6.92878093787	7.60145697971	6.47992088735	3.3473860349	5.07662995506	7.53524681462	6.26645824514	1.90500082851	7.07481967188	3.14804291179	6.28839497335	6.89156733272	26870.5510459	1646.64281486	False	
5.9851597445	6.72036817237	7.03621494632	5.11106738526	7.06236714866	9.51092166968	6.81563263709	3.44000884256	6.8527983782	5.24055867297	6.63342995106	7.20397332688	27269.2872659	1646.64281486	True	
6.75210153821	8.2644360678	6.25496387908	2.58495397297	5.45277125049	9.60083517712	4.56397119399	3.44111463751	6.33152622073	6.03762732998	6.27002564522	6.32818894402	30771.154922	1564.31067412	True	
6.78665684428	7.99309741847	6.81360680736	8.59009698857	2.43812247736	9.43830156651	5.3801659414	1.2854507067	6.44068725591	2.9968490074	5.7054276498	7.26193339345	30814.1289874	1486.09514041	True	
7.38479437558	8.29043460001	7.13925519756	4.57346436422	4.79026767073	5.41318326924	6.12273423583	5.04426032386	6.76756192071	6.19996265885	6.70457030586	8.30028946376	28789.5318096	1411.79038339	True	
6.34819471412	8.17976234349	6.83463371231	8.45125130084	6.21023471767	7.2624906293	5.23432098832	3.1244075314	7.50928321027	5.57385833072	6.70091053796	6.4785860323	26277.6689813	1341.20086422	False	
5.92620085815	7.5727542313	5.70203522766	8.27156536002	5.7491831967	7.43780380329	6.17099082608	3.84031887913	6.60923476604	5.16525874363	6.98950105773	7.86951159661	26552.8539018	1341.20086422	True	
6.73828555406	8.27291170435	6.98940063434	6.86452549705	7.08690146333	8.13361857986	5.49270756293	0.983959961831	6.49594819733	6.792026211	5.6835788239	5.92599865037	29757.3358854	1274.14082101	True	
6.58112702641	7.50776496904	6.82228515814	8.68640731226	7.23770937597	8.25991343035	6.18273434909	5.32348106156	6.00983129973	2.72151936765	6.32541515285	7.83178833788	30150.3267362	1210.43377996	True	
6.89561563056	7.93389203089	8.80898064124	2.94114839691	5.36483323295	7.84640550857	6.57404195239	3.83253574368	7.03167144935	6.47526849217	6.19883210536	7.34136737617	30772.959434	1149.91209096	False	
