Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Potential	Temperature	Equilibruim
7.10725643757	8.54109716491	6.93773031193	4.83744050651	7.20904524757	3.69309247716	6.28861582097	5.19367913948	6.32917968497	5.53265424007	4.54492590058	5.51701333438	35277.1242857	2593.7424601	False	
7.86217237442	8.42430865219	5.48823543965	3.43624110869	7.77087440216	6.81229571208	6.61447355585	5.86174258508	6.90962172496	7.55209865682	6.48885309705	9.0215800699	40677.6041668	2593.7424601	True	
6.40007202264	7.76665707563	6.16543659783	8.79649094564	7.24514443005	9.3195202082	4.34329619961	2.85755129529	8.57871155293	4.67343898187	6.42682832053	4.97332337552	39569.9310872	2464.0553371	True	
5.60080720038	7.98092942252	4.88574497235	7.99746519329	4.30248177425	6.62054292469	7.60847421044	3.00248750395	6.30560955903	4.12499221258	5.60312116965	7.60428043305	33779.0994125	2340.85257024	False	
7.86497403798	8.67821969429	7.60342681091	2.91656833018	5.76519327152	9.42500769851	5.4597121309	3.66709799211	8.52772475531	5.30048475786	6.47833746921	7.53532727822	33708.2406237	2340.85257024	True	
6.80869653624	7.88091189301	6.96635021406	0.413307753116	5.70930548138	6.05563858814	7.03340193796	4.68596777801	6.93123985445	5.92767869524	5.87999338194	6.36151550465	27328.150107	2223.80994173	True	
7.53992642688	7.46701408315	7.06262838229	4.73306944805	3.23772104386	8.61357661529	5.83187567893	1.88328754354	6.76870225676	5.02016487916	7.47618453488	7.5543484181	27632.5773678	2112.61944464	True	
6.84704348389	9.12716249699	5.96921157095	1.12845136527	4.82713642094	8.55842375927	6.34118471509	1.46262446894	8.15748859282	4.41203168941	7.30692409801	7.06166056384	34474.7321637	2006.98847241	False	
7.72408414314	7.93879993352	6.03005110034	9.60771068865	6.43526487439	5.40051958238	5.11185400767	3.68988839144	8.62235610286	5.92214832473	6.14981847767	6.3715017025	35964.5558873	2006.98847241	True	
5.85522172069	7.69243549615	6.06214127226	6.47994356606	4.81434409876	7.09764355052	8.15409593253	3.42467529359	7.73769482436	5.21516854369	5.06531628647	7.04325105726	32061.315534	1906.63904879	True	
4.88995597348	8.38991736112	6.14784365272	2.57534124567	2.15690603563	7.5991690895	7.4619338523	3.91503659806	7.02223697332	4.56172379893	6.76888860003	7.6670017625	33433.013055	1811.30709635	True	
7.06436486551	8.35015805073	6.39827294502	7.68449768008	4.90543214774	7.68902062444	7.68315033036	0.364514523735	6.71069055677	3.64188993788	7.72260889005	6.22356310745	34451.2450074	1720.74174153	True	
7.49139152426	8.25213458498	7.73794866635	7.42982447599	6.50828359199	5.86951714897	5.73810322256	2.84484319028	7.32751535383	4.87779515734	6.14060025383	6.66278239385	26472.5040628	1634.70465446	True	
6.92874752453	6.87754557181	7.07653319113	8.68373177778	5.8021143839	5.48908648987	3.95252201838	3.14627091206	5.80624874211	5.70374309567	5.49653802576	8.03672259804	34524.8120337	1552.96942173	False	
6.12851160302	7.35462629091	4.96000390035	5.73754661616	2.16030471673	5.80653321265	5.5309306576	4.14316245877	6.86305596358	5.69976164659	6.27054451583	7.41238416441	30615.56951	1552.96942173	True	
6.56276493735	7.95368332605	6.68459385755	4.83280028554	3.5655611592	3.2853671512	6.69350137398	2.72039647633	6.57787894204	5.13028040635	7.59576918344	6.78823478644	29616.7600547	1475.32095065	True	
7.36455852791	8.34721072575	7.59348133235	5.36130918599	0.865918172163	5.42002902539	5.4645918192	3.53497531956	4.43691650646	6.51567956322	7.18326031639	7.48690118946	36594.3702599	1401.55490311	False	
