Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Parameter 45	Parameter 46	Parameter 47	Parameter 48	Parameter 49	Parameter 50	Parameter 51	Parameter 52	Parameter 53	Potential	Temperature	Equilibruim
-2.77831561098	-0.328838984955	1.87831354662	-1.10646616289	-3.09796481901	0.716376894358	0.338171752513	-1.62738574052	-0.887328211425	-3.80561248777	-3.16863375811	-1.30164649214	-2.23849647861	3.07859797393	2.85378087775	-1.61202818286	2.38337158659	-2.96827442736	0.5590760088	2.85818733524	1.48013339774	-1.43749330656	2.12750594494	-0.872266827275	-3.31645915628	2.64937119164	-3.89693864742	2.51487442186	-2.56237067346	2.14762810314	3.31778416201	1.94927164185	-3.07729727919	7.18785566047	0.166298430036	6.11768022977	9.05925160791	4.43010929851	8.68516860936	5.439178945	7.09392062688	8.7309505325	7.69116964991	7.99406773878	6.67672115761	8.18174865821	9.69426529732	6.64397576694	3.94184110684	5.34732988621	2.5553577237	2.24362717685	0.767971301849	60784.0101722	5644.73930054	False	
-0.850337421449	0.672200423172	-0.347745949711	-1.71313000321	3.36699005892	1.45805432644	2.51018264383	-3.80375153555	1.53348914297	-1.18520509615	-0.66155309897	1.11441494786	-3.23421026947	-2.79543896906	2.93891510271	3.65684005673	2.65458135427	1.52618419552	0.815360535058	-0.831392899213	0.362054027529	-3.16684307097	0.607062396962	-0.415646130482	1.78867753576	-2.36873694522	-0.335224635696	-0.135047883612	2.72249353967	-0.368651446849	-0.684072939215	2.02592543451	0.593001105813	7.17499772451	7.27089093424	3.28687566512	9.54934922092	6.63961526185	4.73927553198	7.55578419598	7.16008379999	6.26396787788	5.98590822345	1.01647373948	6.07568134623	7.28186835076	6.32469354338	7.49367149823	8.33473456033	5.2734122898	6.98940306614	5.9255865168	2.83967751014	53997.1968995	5644.73930054	True	
0.867238719509	3.10426558468	-1.24495613317	2.28888991256	-3.99928797753	-3.19983688571	0.97491520675	-2.88720466918	0.719594721469	-0.370388422286	-1.47919946298	-1.09278478447	-1.75301752276	0.203077841185	1.04592245468	0.0604931686156	3.43692725739	0.759918261473	-1.84967983133	-1.55679130616	-2.66026499318	-0.254347635522	-0.536026653237	0.816989733467	2.67132321644	3.6711847447	-2.79465174519	-2.50329915489	1.17170726334	0.720227904885	3.62438790178	2.14531537122	1.87192774215	5.02860080346	6.06917928704	3.11659803256	6.80496983651	7.96620591425	5.74819091623	3.47988198942	4.5530789359	1.1798836151	4.40917229461	5.43021465803	7.48960919687	4.00100567897	5.65295781708	7.23350346254	8.20952388911	2.42663207765	8.49590517856	3.48613600089	5.17895015351	106362.270932	5362.50233551	True	
-1.45438021069	1.91850321801	1.49112812017	0.329304481551	1.272149062	-1.3053073659	1.49454906319	2.10653605452	-2.39428152258	3.14838381496	-1.7892359949	0.50140153954	-0.198592209479	-0.310515098838	-1.34798578327	1.76724815738	2.14903671738	1.9098245532	-0.201457362946	-0.679607191956	-2.63625593604	-2.55563091676	-1.35902092632	-0.251291037023	-2.43510849423	1.11464873	-2.04072689202	2.23913516237	1.3075189016	-3.6246639878	3.01274908408	2.75569669523	0.564241918896	5.57715977766	6.32660094851	4.21771750052	4.24973236719	6.61581855914	8.8146427477	6.20832518218	5.68032763414	6.51186552813	9.97682300227	1.58143409632	5.83626767428	8.78381184472	5.78351192202	3.9180858426	5.0396001326	8.19413813411	1.48576941719	6.50192222695	5.32719478628	47769.7911983	5094.37721874	True	
-1.34564651907	3.58449796705	3.94871877027	1.17451975263	-1.37930085777	0.46860900799	1.08256252588	3.15961955046	-2.9575899537	2.83134074899	-1.26278710893	-2.0585989024	3.31426034063	0.403183423596	-2.13548304125	-2.4903030229	2.59000439815	1.64143787922	-0.0450213707051	-0.39469743926	0.0987551173072	-2.40699149968	1.74012132609	1.47394708653	-3.39193012285	-3.7757950662	-0.954418224459	0.774904610082	1.45796454219	2.61185356452	-1.87053061699	1.28454406729	-1.81440193873	7.16871511286	4.46348810304	5.25368738522	5.6901513668	5.42765063284	5.07485040601	6.74600287888	6.05964097166	8.98535218981	0.829204062056	9.20885674568	8.19937548724	8.13622675829	8.95822990833	8.11974536755	0.209374337427	7.14369465142	4.72591777435	5.81521552584	5.20611491272	59610.2023811	4839.6583578	True	
2.12138475821	2.97387357605	-1.34042651502	3.67813118423	1.15438233641	3.11948761417	0.956537289113	2.37039739434	2.54457895367	1.83461635414	-0.557717344676	2.5656771035	3.23979138817	0.647343996961	-2.86588283072	-0.0816118661058	3.58537311899	-0.0079284271352	2.60511551148	-2.86104063952	0.131656735801	-2.95922842412	-0.210081926011	-0.822733935618	1.79335451442	0.345260888621	1.95244955892	1.33031296046	3.22476646027	3.57588110139	-0.751516060621	2.52642618378	2.96735158469	2.84799840039	6.66870062122	2.62909042751	2.95884343277	4.05841306491	6.7970257486	6.30975878368	6.41147542623	5.71021612201	5.95754105711	4.37355064847	3.10089154368	0.529102298807	7.44300335819	3.32865508367	2.75388657853	7.05312901079	4.22893347996	3.50034651828	9.47413478528	55657.7090122	4597.67543991	True	
2.07064895021	2.72280716796	3.2217611109	-1.36587308836	1.34984003959	-1.47944374547	1.50540479115	-2.65678999033	1.62131713888	2.32675164654	-0.486702054889	-1.77976078298	0.0980670327153	2.12849820852	2.97989799267	3.89721289029	-1.57965059182	0.932785858934	1.78048741034	0.96772677991	-2.56615042733	-2.5476451125	1.7919476467	-1.36737063198	-1.85220462495	-2.3858520279	-1.36195040682	-2.66777526533	-1.37888417934	-2.76182875134	-2.79585104077	0.494086429387	0.584153447152	7.83357718572	2.88651046782	7.69225739174	8.00750031307	5.9348398797	4.97393903307	4.58377962174	2.40990075272	5.38664780855	5.62989337214	3.73081634188	0.399150968503	0.876466060595	1.33812502179	0.90838262632	6.94505285991	8.13164511749	2.76422764385	4.03473048365	5.31598473376	54056.8331359	4367.79166791	True	
0.219179857149	0.803425140522	0.159655046394	-2.36111559723	-0.0374818183063	0.731164726049	2.64780251024	3.52434652519	-1.23927780978	-3.03604786111	1.35400237641	3.79538368074	-1.85118736938	-0.338703510684	-1.08764114378	-2.59500624566	2.43362044239	-3.23817332552	0.292977680205	1.94224993342	-3.7681339352	-2.3918119934	-0.75367173792	0.0248954255719	0.35328258263	-0.939141736282	-2.37361684802	1.46066405731	-3.40255336775	-1.96314076167	-2.20513832398	-2.24403590706	1.81441442884	8.72974599641	0.670975395049	7.98582979352	7.40303981045	8.03561164335	2.4610874093	8.62258833232	0.229578880187	0.79877239569	8.94927769222	7.17635601185	7.69246560121	7.74940588682	9.66920690831	6.32475043919	4.92268242598	6.40460509058	6.9908467934	5.91831149287	4.41897428257	71574.7593751	4149.40208452	True	
1.76495387351	-2.5717283113	0.392652469762	-3.43615062538	-1.64063381506	1.95328815761	0.740932656906	1.62726065866	-2.66762790336	-1.23618003603	1.89271368937	-2.19563567029	-3.45158597955	-1.62943546662	2.89587506603	2.79885755065	-1.1911745564	-2.5375784206	1.48694169053	-3.26979076763	-1.15307263579	2.03089205193	-0.429182698747	-0.797016438595	1.02853322756	0.0118077674185	3.24742138967	2.72368343823	-2.64620504454	-1.89414574783	-0.715096754742	-2.85223529494	2.87506181587	5.23276214113	2.83488712737	7.94486898247	8.90897992503	5.26133321416	4.69518107947	5.28559208064	9.68460369789	7.2406912458	2.53638785862	7.19818901371	2.62422484419	3.83312333424	0.602033896164	2.48592034127	5.58722786505	3.93636835835	3.6398459644	5.01216045716	9.49061292231	91361.928719	3941.93198029	True	
1.47842843863	1.92686073272	0.570342198455	-3.05038799732	2.6386555268	-3.1090774768	1.47575525872	2.17452313081	-2.52093586034	0.822019960443	1.62410944027	0.0419366345054	-0.781481911667	3.65200964558	-3.2592065237	1.78561624062	3.24696126518	3.38456468956	-2.09861742873	-1.59741693995	0.559661378347	-3.35647472332	2.81154360879	0.715596064039	-0.368658167986	-0.429436963958	0.419150004242	1.29763102781	1.20751700904	1.33054978474	-2.12721362971	0.532392903619	2.53253766718	1.34824380126	4.21840001403	8.12363060829	7.80985108211	4.92626334916	8.641796805	5.78897942164	8.65388238313	6.94308731915	3.4036403447	7.34640641942	2.35722516162	6.8684495164	4.67383833395	9.72359222127	7.9406835027	0.897406793917	6.39112771214	5.20909262286	1.51856715624	80582.98318	3744.83538128	True	
