Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Potential	Temperature	Equilibruim
0.706703603144	3.2475215174	9.52797694687	8.09520551867	-2.61688423509	2.56763868731	3.33261524853	23195.7341334	20000.0	False	
2.64214570654	3.65237752901	6.89033450718	8.27333837605	-2.35951585149	2.48271023004	0.312310412805	9393.12999523	20000.0	True	
3.90404501035	1.76894460814	6.48791727643	2.54608179312	-2.54406616655	2.04615575204	0.359977086445	5196.82772962	19000.0	True	
1.70974824708	1.50887955978	8.15831238526	4.97004456273	-2.39055666006	1.88426915575	0.443779973769	8928.56395609	18050.0	True	
5.88091909869	3.37331643699	4.39788258315	6.50246741072	-2.43127679597	2.54362142603	3.31465277054	18947.145319	17147.5	True	
0.0741672403475	2.71160227997	5.9489160221	7.02203745184	-2.2857520092	2.60708297163	-0.329879598337	38494.6373466	16290.125	True	
3.70621130803	1.58807019569	6.12068423918	0.272248588196	-1.77628384001	1.57209249038	3.1155485181	68175.299168	15475.61875	True	
0.498703399431	0.0350315215587	1.02114649983	7.62504709187	-2.74544155829	1.67233054735	0.665407871738	59966.229	14701.8378125	True	
5.52457626385	2.79806996697	7.98200580009	0.462206481447	-2.14094137741	2.63972833647	2.49089741074	16793.9080011	13966.7459219	True	
7.02283484461	2.59998721581	7.72172588993	6.78893156061	-2.03800750509	2.76742601766	1.0512792382	43332.2920855	13268.4086258	True	
2.00050895379	1.6057187728	9.34891149516	8.31890062537	-2.20406497931	1.78322420796	2.30750428734	25137.3253836	12604.9881945	True	
2.51750144621	0.919902935459	9.8908987831	1.33440927419	-2.48149095335	1.54246272283	2.78345869429	24450.9105928	11974.7387848	True	
5.99324365568	1.65925783292	8.61020150762	7.34577076547	-2.34110854368	2.40275174667	1.03690286606	33977.3711228	11376.0018455	True	
5.97565380986	1.81183155627	3.43463068931	5.82983073741	-2.59035043861	2.63393525185	0.343569366921	18765.6915176	10807.2017533	True	
3.65137506286	1.86049495134	9.75706156422	4.7477798812	-2.71212308211	2.23479742248	3.10872804035	27087.7447677	10266.8416656	False	
1.27834243404	1.33451555716	6.44779851263	7.45762572354	-2.50723207969	1.80681600314	0.315269759735	7440.41581675	10266.8416656	True	
5.86759611142	2.17911154691	6.49198352281	7.97383141782	-2.69979858769	2.75166073003	1.69757368075	9584.43315482	9753.49958231	True	
6.07264643239	3.16200465121	4.89361786375	8.16174406985	-2.1906799968	2.999011796	1.79130655203	17146.6698149	9265.8246032	False	
5.24016260996	0.663736763003	8.781597317	2.90559595408	-2.58026520817	2.32591273104	3.75040154503	15556.3278952	9265.8246032	True	
5.37965327548	1.45221288552	5.6418901082	3.72380398868	-2.38603758925	2.40571275379	3.64720202453	3304.85473098	8802.53337304	False	
4.21788697467	4.54974540805	4.81401798536	2.57175514635	-2.40334329977	2.71256826212	2.46184799174	16243.5117905	8802.53337304	True	
