Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Potential	Equilibruim
0.640329570237	-7.74147917567	-0.314598022804	2.93400737342	-3.25213136515	-1.91353103891	7.77393401298	-8.2597508512	6.10913390381	-8.36800189657	-9.82120875569	5.51078491157	3.66857956343	2.72796161902	-2.61274605288	-9.09864290221	3.78561350755	6.74862389449	3.67208000138	8.00059456459	7.69648217272	2.73382960761	3.18035172685	86.3372187248	3815.51626739	False	
0.671861967209	-8.17390850987	-0.876729187482	9.00502473768	0.967718256169	-1.42443720558	-2.90217950528	-0.35809517913	3.78942986364	-2.95929234431	-2.04315607226	2.9362264862	-5.09479500448	-5.53732532025	2.36432845273	-2.2754892348	4.73185125797	5.0597955319	0.73955755516	6.7032175488	-8.3992643666	3.23336193165	7.35781980794	98.2296995378	3161.99121954	True	
3.18213584838	-9.22423592323	-0.281042722356	5.66180179478	5.47948508208	-8.23619935502	-7.10234696219	-7.95277579581	9.01577986774	-1.26086467863	-0.557460101912	6.53025660532	-6.92823936861	-5.96361339152	6.49717008591	-3.13726894026	-1.35965411173	-4.54758618324	-4.30652142856	-6.8333134858	-0.0139515238911	3.42276817774	2.67105793896	82.2140456215	4611.84712259	False	
3.09573175974	-7.07108436388	1.7264286271	9.39150559064	-6.52586607916	2.62099800642	-7.02570183398	-2.89318189474	9.00971394544	-6.80701896292	5.60689202274	1.02518583024	-1.15301209585	1.01651163453	8.14950684964	-8.44530863775	-2.22785858637	-2.48200244743	2.15343592334	4.65163320844	-7.2584877793	1.6583127869	2.22984697431	95.1948032273	4470.65153634	True	
2.68664640259	-3.59514717461	3.90200660871	-2.03020582648	4.03456776306	-1.51174192123	-9.10968331954	-7.34195376418	8.11015329819	6.83399480398	8.73789641545	3.13429855712	-6.70054340616	-2.44626502701	-2.48269922189	-4.60745674178	-7.81415781127	-7.92572167929	-6.95516997031	-6.42085327382	-0.83964018857	7.88859486498	3.85706911769	91.2755571175	3028.45367438	True	
5.86024024423	5.01057513442	-1.666057618	-9.38618047699	9.72881399353	-0.764850438091	-7.79942441769	-7.05369289816	7.62192440163	9.11176356004	-1.62289406905	4.18551766548	-1.61884330266	-3.54281193264	-5.70773319547	-1.01721543718	-4.3590882747	7.42336441524	-6.08408245011	-3.43471613748	-5.67591003311	8.14387289213	8.49098451183	89.02934623	2994.67705011	False	
0.243153544529	0.111371038339	-7.59008472754	-0.436184857246	0.482064836886	9.11415839412	-4.79104602688	4.99447375317	-4.27567720457	2.32516642587	-7.65908604556	9.55109543143	-8.79467643783	-0.840877754233	-3.22351514636	3.77899363438	5.53845530122	2.10927963304	-0.828717141921	7.60645776389	-6.62739436677	7.94814247093	8.83709465737	92.7382272546	3861.18808293	True	
0.810814818086	-8.53989719629	4.09165418648	-4.87938899754	8.16770960786	-8.68582919124	-4.94306878689	-8.03333776421	0.593533980176	-0.955189746193	0.26118648335	5.83756454761	-6.20048055822	0.263478863946	8.60933001914	2.11004883999	-8.17435860972	9.42356874411	3.28571666657	1.07901568861	2.79057552914	5.9327608154	5.57350420374	78.0891909385	3318.30241455	False	
6.18997513277	-8.00313936322	4.40424013085	6.92077285058	-6.18819610229	-8.50762982377	-6.01390737682	5.01234109936	-8.61063047067	7.03252566573	-1.796958404	7.57200895281	5.46946294107	1.97519870858	-7.95048024401	7.84846852032	4.81587561322	4.99099155924	4.81725490272	-3.6810935752	-0.0978822880662	9.93114915393	1.37138112283	60.7267886443	5123.34172217	True	
2.96351417339	2.26974823083	-7.07257015114	7.53964926726	-2.10693573951	-6.22733528252	0.485327611017	3.52819667394	-3.86292706955	2.1684893327	7.64091044469	7.60053284499	0.353902775119	0.842495370532	-0.922674549594	4.693474295	4.64483596813	-4.24822274549	-1.01981173862	6.48903790728	-7.94794872752	5.22960672654	9.66962845381	49.4371598663	3685.90255205	True	
2.1899559684	0.864824712619	-6.54708828022	-9.44921597923	-8.98612768685	3.56376804584	2.22609115825	5.38999302624	1.43358136114	-9.9365099574	8.91325195492	-7.32130068719	1.92178865343	-9.57089795925	2.16682116911	-9.44638225516	-0.898328678066	9.46469841839	-9.29443945407	-2.99942198862	7.71034976979	1.51274036894	8.72375724181	47.1781010878	5292.77464913	True	
7.54841533397	7.44323400741	-3.47888584485	-4.03580762633	-0.364512881399	0.448159336666	-7.55034542805	1.73625265419	9.28690436553	-9.78526616784	2.27323817997	6.66250610806	4.27395370776	-2.9649047371	0.442962936205	-8.61086970403	-5.89069677925	1.1093458744	1.76620110914	-6.10148252725	8.90801848849	7.73903902802	9.1959605979	36.3954708791	2894.3642714	False	
6.82695768675	-6.97421182185	-1.78069175574	5.35982915379	-4.06510852759	5.33798669774	-6.47945635636	5.38567768939	1.27588314941	-5.35045085143	-2.11456791658	4.57115022699	5.18440215057	-7.04493861118	-7.21231186887	3.92977553461	-1.01497245116	-3.95728799279	-2.57753717132	-2.12916164697	2.82751487456	9.82399399333	4.93175424872	42.0095967246	3396.95014496	True	
1.32661606737	0.494381692426	-8.83538851295	5.69025227063	-3.37105557794	6.36304126689	-5.96437810862	1.41245893417	1.9263528693	0.154030400624	3.64871180717	-1.81899219889	1.41675592392	2.59953001202	2.47587493267	3.70326178915	-1.88140131185	-7.46438023394	0.154986858384	-4.34728104987	-4.76625086801	6.93846283955	3.1802629747	45.1432944348	3789.77035972	False	
1.91392902201	1.18193075457	-6.73910590241	3.25174615712	5.9013881366	-1.46144932743	-7.40011361528	1.54494550087	-4.26721585229	-8.40642559051	-9.66374737185	-1.60011978344	5.05855902965	-6.71481068342	6.0202771952	-1.20225764379	-2.24868924944	3.13333271373	4.37651965235	-0.0173922442568	9.36078449771	6.64646060759	1.12673655371	38.442510286	2409.57797874	False	
0.975858738057	-5.43927991865	0.304930258201	-5.34861195083	9.171526225	-2.48481859553	-5.80105005274	6.88873933808	-9.96256129373	4.9609295451	5.99954394063	-5.94476127276	-9.00705372855	4.35060005169	8.03639709944	-6.66403281379	-8.06472490133	7.39150506815	-1.39923143146	4.36085960175	8.56979640309	5.22981254447	8.79369771175	44.6902737187	3094.00353161	True	
