Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Potential	Equilibruim
0.387551435469	-1.20304232083	-0.414619409814	3.19006631617	0.28256482497	7.56249522257	-0.743112934802	4.38811143458	106.377872887	8.52533750662	14.3560610783	4545.98900487	False	
7.48317855938	-8.58779965219	1.48015396697	2.06971060288	-1.13020181233	7.74532463214	0.813791114418	1.60132773422	97.085685909	8.45413108808	25.1643479158	5265.83908512	True	
5.78930573025	-2.97437523246	-0.486135762774	2.791294079	1.10034631688	0.684967641491	0.501290407812	0.508248990313	100.549660179	0.603669868327	24.584309796	3011.47767956	True	
3.42415408814	-1.28369712553	-0.922055042258	3.6778364153	1.60883114765	6.79462203115	-0.248172392919	2.27860477903	106.487699222	6.37648562536	0.897482140961	3723.91899219	True	
5.35813868656	-4.64634135526	0.793251441427	7.70552872337	1.3079861958	6.18402435932	-1.09416426829	2.77284461154	99.4885968572	0.933722510637	7.9372164803	5305.27808457	True	
0.156286840391	-3.97633864554	-0.00174538287525	1.76208648079	0.556886745937	9.99963093945	1.30664364005	5.74652254092	121.098458234	9.00325290059	12.3457214731	2248.09011591	True	
1.73465971176	-3.29738098557	-0.587321330438	7.17197207211	0.749762446438	2.75866436657	0.941505126131	4.06162788324	121.713920216	11.9401367819	31.3998810321	3563.29080778	True	
8.47022952619	-1.07272742507	-1.08602390688	4.14327889901	-0.45111724975	3.00238166381	-0.019358284026	9.64919380294	146.146251232	12.241271815	21.0177379738	3940.83982352	True	
3.03151780893	-2.60576673444	-0.933693406329	4.91003808262	-1.00185830294	1.59085893863	0.152651418117	8.44194629308	144.104122206	11.3100654834	32.0207310992	4801.57201347	True	
6.38038130612	-2.7015369247	-0.0623812579446	7.839364887	-1.16830824794	8.52607576481	1.07984509696	0.244541914255	145.184515019	12.8936775391	42.1390637233	6051.62823775	True	
0.843702473896	-4.25166192428	-0.584312512548	9.29468142413	-1.47570658164	8.34601388173	1.04768507779	5.85243264989	134.61309783	12.6807579307	50.4083693998	2960.37718393	True	
1.86954546788	-0.00889428347043	-0.264036150209	4.88627990233	1.80187394591	8.91415168905	1.50950994242	6.93718296055	121.832465055	7.83385533466	67.9291611908	5262.73391369	True	
6.98901675353	-3.62359409863	-0.856597811033	9.02851081187	-0.232608369577	1.49284250442	0.107325186136	0.75609552221	112.978909588	11.5044063055	72.8718557236	3285.52769428	False	
8.50606789398	-2.52264897042	1.97579068148	8.80072491208	-0.650612543791	3.57126358389	1.45148608321	6.65093931826	118.718888836	1.75984873665	77.8473997394	4697.86981063	True	
1.34624606602	-4.20246491779	-0.201878083009	8.91037648533	-1.42582135986	5.07342731539	0.469466304072	4.30416211037	128.426676857	13.7977877808	78.760727372	3880.54910553	False	
3.09368028691	-8.10402340535	1.03350841534	0.591791812666	1.57946766197	5.80168090919	-0.387906605495	6.84439715963	114.390681389	1.7977220586	85.9645146248	3330.34512208	True	
5.44553119703	-5.51019061836	1.74296370839	9.364324702	-0.70104147681	6.12661865701	-1.90527203542	6.61669038041	111.575781471	0.691597085101	92.9650754498	4498.33891973	False	
5.97861931109	-2.71866395883	0.1303510549	7.14964438205	-0.418708484214	8.65840465753	0.134489740214	1.49632105245	108.095162674	2.85499110471	96.3943322178	2422.29309558	False	
1.61978943121	-4.04395662738	-0.726946296799	9.34757917068	1.43307542307	7.19014761802	1.05936130693	6.96771069977	106.017084831	2.93313686854	97.2445966779	4119.06844122	False	
6.97640212808	-2.81185885755	-0.867841623821	9.66398903215	0.662137905155	0.958253453511	1.4425245707	7.53711634712	110.619659904	3.47058879713	95.6549393234	5503.00482045	False	
8.83732035626	-4.63007703226	0.547949498903	4.20039819563	0.723017492205	3.72733509569	0.614924774214	2.91210799237	119.085010598	5.06514981868	94.6408746451	3920.73750876	False	
0.475900998979	-1.45715451898	-1.82209981405	2.89966777351	0.749866388988	6.41483925146	-1.77234189812	1.08839477496	105.094246979	11.3780261426	91.0277457424	3446.93413556	True	
2.61815403277	-3.10236776385	-0.182416062562	4.46415225434	1.25156086802	6.83680110665	-1.03270598317	5.18295663078	108.125521963	8.57035907629	92.1700916635	2627.65500533	False	
8.85869212912	-4.15914563048	-0.680638242288	5.50354025259	1.02955722044	8.83291693829	-1.43196005927	3.43569252033	123.164516383	1.11121024433	94.7690437828	5406.9286396	True	
1.41738712873	-2.67828240652	-0.418364381847	2.12538833182	0.746406267698	9.52213508349	-1.68814258294	5.00743215707	120.350351289	4.02602490237	97.6185853335	4008.60821834	True	
0.509023304606	-1.85245281821	-0.714470344957	3.91587462021	0.281435264243	4.93736995704	-0.0145044733461	6.87207179123	128.027822385	6.71065623249	91.260710747	4568.70590519	True	
0.778062269227	-6.6299824024	-0.513402261272	9.53266105388	-0.108515934635	4.1067739738	-1.20750136162	9.27035652896	141.503625948	12.864032407	91.7557655636	3131.31266442	False	
0.214635736834	-4.90682459726	0.0967121237005	5.76547859319	1.26057921936	3.11980452076	-1.5664516345	8.64236835726	151.45049487	11.3727975832	90.0857434843	2750.94452777	False	
0.128687345805	-0.566635733716	-1.69505266793	0.825855308454	-1.60868579083	8.10833174295	-0.435761385768	4.77397127729	150.53033358	13.6763803495	96.1371166286	2919.21740395	True	
7.27204176921	-3.64052849523	-0.284618867708	8.99375394767	-0.918177093861	3.04064073682	0.804417494992	8.89499628911	145.029221369	13.9041690899	94.6283196202	4736.8001773	True	
1.01747980448	-1.32494383228	-0.713492418211	1.10417051829	-1.31106403009	6.9504516748	1.41351320737	0.558744301504	153.083434483	13.6658803408	98.5364026197	3445.72627663	True	
0.691134873565	-5.6054728172	-0.659435861477	8.50141303049	0.513266190869	2.29043464322	-0.885839409294	1.9729751659	143.761808472	2.72097560097	97.7692410504	2027.99907341	False	
3.95069668278	-2.09973317852	-0.747689606404	8.91342844741	-1.03650840736	3.26318203968	-0.322106271589	1.1739186766	142.15608461	1.42802896311	96.9982115669	3426.66909311	True	
1.24966405189	-2.51614570641	0.22805518113	2.5023638638	-1.75376492802	5.17179594151	0.197682037572	4.64942793431	141.156314022	7.2081952334	90.4514849127	2191.89479787	False	
6.68901164963	-9.69898884665	0.527596529864	3.5056645624	-0.922058219131	7.96579907272	0.321348612606	9.76510453547	140.258250511	12.1191490199	88.7610970242	4164.90558677	False	
6.81546471137	-8.35124425795	0.83588078106	0.829818697193	-1.67073942029	7.74042039126	-0.0907775253719	0.95696788191	141.015949696	13.8799545364	81.802749464	3908.22054453	False	
2.32406257736	-9.99495447219	0.798687102788	3.95975084234	-1.11301424798	6.73232186687	-1.45939240919	3.63578197451	130.848274349	13.9036002068	78.8374789421	4012.85310256	False	
0.28128949504	-7.09568052411	-0.00511645254715	6.38943646309	0.313227892872	9.31448340794	0.517748804313	9.8882999976	119.779636401	10.3393953684	72.265987083	2733.80188309	True	
0.650210341684	-1.50839960936	-1.51713984372	8.35049560368	1.87033879984	0.574983659614	-0.725837755822	2.86511753815	123.131050156	11.918067639	70.7127127202	3020.81425584	True	
2.90823869283	-9.74668225141	-1.56948062017	2.12720837425	-1.34765364745	6.40405520538	-1.38700958237	7.20600364392	98.2307547688	13.2883173441	65.3035824961	5968.64153241	False	
7.86067751166	-2.47244851606	-1.90688766505	6.4632934799	1.46109906057	6.07298968097	0.795641906484	7.58899402854	107.629655695	13.2610520254	57.1487814215	4420.85973227	False	
3.50191069052	-5.09175849572	0.317120020808	9.86763433328	1.31247775573	2.69288199333	1.74170293396	5.66656112258	111.315145248	5.32146397232	36.3400205809	3902.87255939	False	
0.487215999691	-9.44598720192	0.290647779019	8.5623230848	-1.15132498236	3.29297556574	0.829863784457	4.05184603289	116.119528499	5.93364838291	32.7123446067	1860.0335194	True	
6.05186026344	-7.4225090911	-0.250660686857	7.80473652321	-0.52501744791	7.39924731173	0.36655498524	0.461504130476	122.46287858	8.06877530568	39.1320463934	3147.85169482	False	
4.77812436241	-3.13184318565	0.0403627477463	9.90980877852	-1.53781916741	2.72898220754	-0.46421727705	9.91969712346	120.594036835	2.50705428235	28.897500372	2831.36039632	False	
1.28323395591	-6.49188428713	-0.0107691192165	5.46391189798	-0.118069910024	0.526999817699	-1.70178196927	0.998220572138	116.267459136	11.7796089031	23.2511431839	3030.03528771	True	
3.31860803115	-3.91071822468	0.0509501831543	4.66823780458	0.764963528151	2.83247381166	-1.77479190924	1.84423527216	107.146968126	4.4094447926	13.755799532	2749.86963479	False	
7.42620705028	-8.89597134074	0.152769062729	3.51656416844	-0.79144894307	5.51858923858	-1.81962528886	3.74603467332	115.814305973	3.29208506396	3.54103039473	5690.21049949	True	
3.98818424635	-4.7158947495	-1.23756272193	1.51406008081	-1.39959464565	8.04045751498	-1.85482400237	1.4447347691	113.213703733	7.53393772545	13.0020364201	6030.34791942	False	
5.61507462374	-1.34673197376	-1.66045807993	7.65068868523	1.35712404492	2.29439901052	-0.367841745114	9.10636952736	121.404032704	11.8542462785	17.1859799445	3892.01862815	True	
1.50217538567	-1.47578927519	-0.0694073250067	3.35259004992	-0.254615577567	3.58732682281	-0.496829220108	6.89814165691	133.070994915	5.61904419953	21.4717517748	3062.41540249	True	
0.77743176375	-1.63361888133	-1.42310922797	5.43377305192	-1.24915882181	9.62654356444	1.58013157334	6.40055022524	125.706682056	7.00490410289	40.2976139573	5152.2115941	True	
1.90329604334	-1.51636014327	-0.725902748887	1.82823150903	0.858842391799	8.79416750804	-0.542494331969	2.24546604134	124.014781814	9.32466541261	45.068086734	3863.46858303	False	
9.56588892119	-1.75107702415	-1.58774849629	6.92636856491	-0.674433543399	4.5381790921	-0.88889420352	9.04054520698	128.376315914	11.5313799527	54.7579516543	4101.26793666	False	
0.470709043877	-3.81098508615	-0.579222087257	6.00010555841	1.46714934383	2.34417512191	-1.9782135928	4.03917180013	136.444161806	10.4917537515	50.459773102	2560.57250917	False	
6.14942938736	-1.43270709224	-0.97609113711	6.89777441175	0.501381090335	9.40634367744	-1.46803322232	8.28437040899	120.293177852	12.8752534469	47.5080984835	4039.80726494	True	
1.88610315779	-0.87494229193	-1.40222146673	9.40979422897	-0.0550752591433	6.53211395801	-0.721119914755	4.09285786878	127.26049975	10.2013779836	38.743518958	3201.46285684	False	
0.784443028452	-8.29221848103	0.793337607001	1.95474196124	-1.88535972679	3.16640366519	1.42769886677	4.93371515497	122.394052166	11.7818568097	30.959846253	2710.5312348	True	
1.44194855166	-7.23303332106	0.40293910027	3.35766385781	0.440747309893	5.78854219885	1.93251232757	3.95293789274	116.584382449	8.45181962138	23.7373371625	2065.55585335	False	
8.9965236282	-5.21790267404	-0.261800437614	5.43409606747	0.423841383196	5.17379626723	-0.653122011328	4.93728473881	109.762332528	12.7942697551	19.8674504277	4389.67165058	False	
0.99552426461	-2.55130562621	-1.90616902424	7.78769508999	1.06597574121	0.178469806479	-1.79849720618	8.77786150301	98.1015166843	14.225234462	12.474719897	5020.95781895	True	
8.45978654904	-8.52574919145	0.25058866702	5.82511163755	-0.335374189352	5.11454197644	0.22043112647	7.27624190693	108.684552363	10.099721526	0.861278765013	5014.53797052	False	
3.53503276361	-7.12589476381	-0.176709733686	6.72536035823	-0.718211139233	9.55609059217	-0.550891285567	0.951561489235	123.920923717	11.1041377443	19.2195651395	3616.89258735	False	
5.02510424013	-3.50360639	-0.873486562983	8.82753445452	0.635134519205	4.72559207257	-1.00276588567	6.20262672338	112.191209556	0.666158690035	7.9422653656	4826.23602286	True	
1.40089492149	-5.53745657079	-0.401146852881	9.64690221441	-1.70257400938	6.8835369426	1.0911263694	8.06923629902	111.790152718	7.81921303755	6.97447265718	3163.74083857	True	
9.47978655073	-7.48691153568	0.811556750561	9.56674924757	1.76360431634	4.45937112419	-1.67449942425	7.34835128989	97.0618604721	7.76626670854	4.07046817099	5546.23960322	False	
9.8427512856	-8.19322675786	1.48985404245	6.84722705895	-1.74101314599	3.00240249199	-0.54118590945	3.68203515356	94.5612902928	0.187688678987	11.9091471495	5501.83810473	True	
0.442330529172	-6.15119154604	-0.199026120436	2.42852816518	1.11569443696	2.32446890094	-1.75345966766	1.95829516656	103.832069368	6.1679119308	12.3419205425	1874.09075056	True	
1.41421827803	-6.33640272149	-0.194315686991	6.83962050426	1.0640198604	0.998797256069	0.22080791983	3.50226112122	99.7865229248	3.60090783239	5.9727927541	3904.87036111	False	
0.348835956379	-8.07098993023	-0.0859927916224	7.63044428847	-1.52365343224	5.76282032863	0.326907477184	1.22735551025	92.6271017944	2.74438662827	9.84454170653	2314.27342323	False	
5.38051796026	-5.81710094868	0.385891969284	7.02322345057	-1.92681480536	6.12895398333	-0.769846530728	6.83828219855	92.0723513358	1.99293667881	13.2268657788	3823.78698475	True	
4.13713051826	-1.89457195756	-0.709539167781	8.21171869273	-0.947813151302	9.69249266536	0.863099798993	1.06334323826	96.212318846	4.24748316384	15.9702424373	3263.08624792	False	
6.87626157899	-0.882737547902	-1.0714307717	9.45220196286	-1.3326800725	9.28359125898	-1.27903968523	1.38295005081	99.427149005	10.6449943781	5.67958979197	3556.31283421	False	
0.67720086824	-5.26671593548	0.337846207919	5.01151424283	-0.129286910037	7.96649167692	-1.16461764873	5.53645339952	96.656396825	5.12347467112	5.16630551323	1989.61161166	False	
5.30152646568	-6.97819769654	0.510357013593	2.06600982823	-1.37264345807	4.25601886109	0.398795387266	1.74345261917	93.5254783638	5.46820166431	0.812331213794	2921.17089021	True	
1.92965198886	-2.79618742571	0.180231449977	2.56996212732	1.56696390308	9.13163745352	-1.38676191006	1.25363455495	92.1920379365	5.32050374416	1.36961895246	4929.19554907	True	
1.36916163608	-7.68584029731	0.756318206623	0.629531850335	-0.260158562571	6.56827085634	-1.02171285992	0.97690721303	81.8242521235	1.44423924919	3.34960810568	3348.4841057	False	
0.880406533372	-1.0761896994	-0.667929741842	4.88882488899	0.397312168979	9.70042028824	-0.41608127207	4.27064266667	77.9436152454	3.75036279598	5.63393441452	2491.33941661	True	
0.612966956156	-2.91434772274	-0.53630397736	9.32079235632	-1.12785466018	7.853280704	-1.41353425149	7.82321505467	87.9386317552	11.2062258714	5.22592212293	3463.37307759	True	
0.529055622272	-0.173105734698	-0.871597067265	6.87376461841	0.405601191957	8.78640779963	1.58082988733	5.17959022601	85.9491706755	5.49329947129	1.92197593907	2415.32704688	True	
2.55111390906	-2.39228356505	1.71684255206	8.03532076708	1.1805122204	9.42816809692	-1.75565899484	6.77941094321	98.4173470189	4.23317647526	1.11661333157	4532.45175043	True	
1.09747280739	-8.13916191572	0.45408883708	6.22566949825	-0.22452054473	4.30701381148	1.55113341021	4.26039691563	97.8820031662	7.75305425925	3.67142988251	3618.79260149	True	
1.45764142405	-3.21364709576	-0.512890261168	2.86438754811	0.533522229576	1.18990699909	-1.87977262209	3.98146056971	97.1933815441	11.3609674192	8.77585420765	3189.29039056	True	
0.905496003689	-4.0748890443	-0.169268235297	8.89534382603	0.648919063961	8.8502957964	1.36137851482	6.86339570189	101.523525372	5.20238080755	7.64060232386	2966.29338546	True	
1.04786627416	-2.16260947291	-0.0166695251094	5.51049657811	-1.97658542256	7.62133848776	-0.421338257623	8.61311199497	103.358642676	7.48009180543	8.13380807682	1500.6989926	True	
8.64587803512	-1.43308073933	-0.621910854831	6.03493759448	0.330160928971	4.85624056587	-1.27456427173	3.53910500627	106.655173994	10.3047557785	5.83737149399	4153.37279624	False	
1.42876628935	-6.3582570379	-0.338315560041	9.5281799089	-1.47180370194	9.12907484512	-1.54223219946	8.79361728843	116.287482775	5.7663880317	3.46351570357	3851.45406511	False	
0.892636654316	-4.77716632699	-0.426989293955	5.94302110396	-0.282524886379	6.27184771558	0.243068619634	1.68021857275	117.748615237	7.74130025318	4.59493716736	2213.79113643	True	
0.513849221393	-2.10723070308	-0.203554703299	1.72825712048	-1.20742518372	7.30944884172	-1.0286953377	6.05479036256	115.331492043	11.7561276716	16.7998494638	2741.2588478	True	
0.623816575513	-9.3949416519	0.577594933997	3.23161263623	-0.346797910502	2.90227680003	-0.892994938879	1.96351079542	117.96044889	10.6154893182	13.7452164673	2054.17680859	True	
1.83255254561	-4.36463591363	-0.46439502574	2.40082146908	1.73908741295	1.37624192133	-1.16799505313	3.40414770338	113.275435607	6.36404435532	17.0821885269	3344.20180812	True	
3.61191350944	-1.58249516855	-1.2605765669	1.64639456672	1.47039530838	2.08782513322	-0.68501528566	1.4256625563	108.778452088	11.2137508876	17.1021148223	3363.84420472	False	
1.59212152151	-1.85163440806	-0.804179615956	2.00164735076	1.23092682192	5.39733406597	1.67908502887	6.87507329054	105.923539754	13.3305157002	23.7028480867	3745.67506657	True	
0.223493897228	-2.2644594775	-1.51935194333	3.05067267356	1.6077301172	5.36911460735	1.76674411597	7.90896681218	107.338350242	13.9014564407	28.5790112862	3871.77582421	True	
0.150074444388	-9.88135889786	0.959210810335	1.14488094146	-1.19065591866	3.57264619698	-0.531400857104	9.73943395303	106.972725366	11.2142473943	26.7366671572	2200.18824643	False	
0.743987400478	-4.00682284138	0.314074156643	4.51203530678	-0.284919724731	0.135168970815	1.48971636579	9.83143735913	101.915335686	7.79013889135	15.016945995	1961.25716274	True	
0.738402564083	-7.02434989229	0.80183319684	3.21881486554	-1.91635890971	3.38393726956	-1.02588774366	7.62127004618	104.0412198	7.30997013658	20.0656780132	2217.92323763	True	
0.965941658351	-8.52509587251	-0.0232452940389	5.68854068754	-0.144056239258	3.0720943563	1.72248179127	3.89398794149	100.952209672	13.9618788053	16.1254379448	4454.11797179	False	
0.0786016318169	-5.10801643089	0.270817727904	5.65437149512	-1.16212532988	3.95047641769	-0.016613479134	4.46512369847	100.622944442	9.4669203993	15.8097014827	2653.14937442	False	
0.329054075596	-8.27206495818	0.527651882816	5.15241552278	-0.596395291919	0.997502339694	-1.12158460455	3.51351747227	100.249226475	7.35778687208	13.2894679469	1541.83475574	True	
1.20126982015	-7.62323171557	0.512368731307	2.82159524151	-0.567936250064	1.07084717049	1.03972181885	7.71094651945	97.3733092259	11.0583747301	7.28714315342	3349.02019131	True	
0.0303845805697	-7.62403278388	0.373008551713	5.9594988466	-0.192144652395	4.23129413242	-1.61284614321	6.27221411879	101.060848574	6.70401549674	6.10920278137	2111.7344321	True	
0.0343124266313	-7.89808331268	0.741687948321	4.33095798207	-1.28224694437	1.73491980263	-0.592922163556	9.68935389979	108.380394212	6.59352595179	10.7986077602	2046.5766223	False	
