Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Potential	Temperature	Equilibruim
6.08436355179	6.91246734794	7.78391725401	6.94824476671	-0.0283467385685	2.97349118768	3.53505523062	3.42973733149	5.64114244297	1.71188839017	6.26999426633	7.80262592366	6.88430628058	-5.06448503294	-4.48114658572	-8.02135682284	-3.57275791002	2.07462753243	-6.59185403311	-3.72515158259	0.747705236839	4.90343559372	1.62483318452	5.08838350053	5.38217843468	2.57703087965	2.58447577116	8.91885430103	3.56962377073	1.49366890772	0.739846183442	8.79290334026	7.42440528865	2.73793770046	0.275331198453	0.0947748491697	4.62960655158	0.43767965856	1.09867400961	4.38815744112	-0.447291959931	2.21540195933	0.16890303372	447467.725306	110000.0	False	
8.34165934778	3.95166732212	7.27745683567	7.76242962086	3.81276581124	2.68256716414	7.30080279115	5.24047831372	-0.208194611001	-5.66504700746	3.15550282641	-4.51527277811	4.16294565666	-3.90732727535	1.97479453387	1.55401045181	-5.22915358129	-3.1323268178	-0.431083938286	-3.34245069202	3.87824345475	5.32712459342	7.85710455806	4.47223899408	5.45021662967	6.42827832399	1.04594034897	4.65411872637	1.90857312212	2.62627394735	8.90474245734	0.426443212625	8.33091188387	4.4318883915	4.69094290566	3.87025631342	2.21701892694	3.20588329959	2.93438277369	7.76321312773	2.4246940512	2.53630759099	-0.0962988774842	416973.234266	110000.0	True	
7.38032309614	-0.292990070686	7.4527252783	8.56517944876	5.09027783755	-1.74016627834	0.780999835164	-1.00924081987	8.17966170302	8.1294275412	1.32358793786	4.52533252304	1.286627518	-0.990753090728	8.74811464785	4.17903286008	1.03163184696	0.0548571300616	5.0299370339	-1.81303998968	3.59991847298	9.67165777822	5.95284848923	8.97435826058	6.63899477712	3.27104810474	5.76663733517	3.77915845035	8.80189660622	4.90653117412	2.42967970249	2.95628775508	3.9903206862	3.94505148016	1.9182433295	1.56917677875	0.62325971891	2.47212878825	6.89758029673	8.2693349217	1.68077267644	2.82179722466	-0.138619657735	437899.645616	99000.0	True	
6.69476151252	5.4459355394	0.287682997823	8.88665926583	8.63709580819	9.19834347365	4.91066809986	7.40405478017	9.20888351099	1.7068261748	6.32158707002	0.997958892891	-4.68343239443	-2.57349032686	-6.77494350307	-0.114523141672	4.92379559264	0.746429989829	2.35730132763	-8.20165226191	1.49065016219	3.36555609475	2.75382132086	9.53740068844	1.45251755307	1.47967229515	3.4360572743	5.79328042827	2.612515393	9.53855637675	8.78525835605	9.7782462961	3.7967626016	1.72272843744	4.08663737236	9.94407616785	2.3100214967	5.82266642631	7.25244322861	0.334931788422	-0.885600223269	2.72062014703	-0.647545774653	504309.933285	89100.0	False	
0.695286872612	0.788575589384	2.67787836187	5.6332041342	6.51704504461	6.49257980994	0.328581792547	1.71719898788	7.24751460405	5.49323900691	0.259382361033	3.09590740785	5.11709372283	9.25217504545	7.31166832294	3.24999836544	2.61580130298	2.63145898655	2.9916050805	-1.67030188877	9.99692383798	9.70183575593	0.60469503744	9.28320369968	7.5926891408	8.07111300303	5.69558146196	7.70562693052	5.58052725128	2.00078360362	9.59364347852	8.00139177873	9.65363823906	6.56110360109	0.920496159957	5.32912245017	9.73172419087	9.02266669957	9.23249086444	0.534940258236	4.24100155769	2.82723134854	-0.0704564129985	220107.714892	89100.0	False	
4.27328684691	3.58218581995	9.66199980029	6.16717685374	2.51232755573	3.76535595368	-0.688159096722	9.45194571978	8.54825819921	-6.0657707333	-3.52062254357	-1.25389727425	0.740756395303	0.647456003767	-2.11416445773	-3.05886804964	-2.03548834477	1.53387998182	-1.20047635491	-4.92090138521	0.871542042379	5.01977842841	2.48774015478	6.85025964974	0.537569258179	2.54192176917	6.22929712189	7.7566256973	4.85028572614	6.86686795027	5.37546327626	8.75954968847	7.67852789516	4.33480835106	2.37197045154	9.30044795683	9.21627215408	2.84169794585	4.63338330616	8.76851613528	0.92568435105	2.95863674454	0.434587143621	265682.292979	89100.0	True	
4.8674851653	3.77756383043	3.50112026002	9.30493871716	8.05120336949	-2.59968722049	2.60475621236	2.49953607962	-3.25231262696	-1.24863898906	-1.7215199941	-3.57785317518	1.45465486956	6.91582286697	5.22283981352	-4.552871776	-3.08056998769	-0.29396150277	-3.00785059409	-9.34812906519	8.59032877506	2.36891213392	1.20598871376	9.26147685165	7.14228549422	3.13227323933	8.9474321283	2.32489772857	7.03463567163	2.45846856952	2.02433998449	0.496823994418	9.42299411013	8.18828800824	4.1274598323	1.72591681764	0.930916985884	8.47244203543	5.50510044324	9.49319967829	0.906907031489	2.70195327745	-0.52030661271	457765.388149	80190.0	True	
3.53197511896	4.63893849548	6.97782052315	6.75734291466	6.81764371892	4.47370617766	2.95150322551	2.45024853787	7.10993312366	1.61834669559	7.07811991044	-9.50298027184	-7.79595042658	-7.05562284138	-3.42064026622	-3.72253273174	-3.65408992016	-7.75981634709	-2.74107852709	-9.04599911603	3.89839695395	6.98672629668	6.47236024208	8.05688212089	7.67149327979	2.25477937785	8.32193151908	1.61555756853	6.89230159681	2.57531291108	9.83504264514	6.64075503722	2.31872882757	1.08642319758	9.0662700209	0.818721092401	8.86398995388	3.89408728315	2.16312811958	5.37133136759	4.67438667091	2.25856036247	-0.643916590286	195716.32905	72171.0	True	
7.47763612326	2.14541468356	9.13531825386	3.85497652893	4.47204115927	7.24224648273	8.12165558923	4.27116430367	6.99282784389	4.48023050866	-0.612473081616	4.56661791292	1.08125075413	8.20114662754	-3.32104937433	-3.36549478656	-1.24107151262	-1.78254553077	-0.734474387246	-2.49732718584	3.07705551076	3.44849226425	8.75752954629	3.77716756805	7.27539396234	5.60169484172	7.99345140809	3.4736608099	8.61400834239	5.4401792359	2.09020636758	5.72897321811	7.27044652586	5.39392663821	1.36490612297	8.36514636238	3.90760274613	1.30572776305	3.04157694733	8.04220147179	4.75630897183	2.79867428086	0.20959486949	145373.247776	64953.9	True	
7.34235227586	7.28340488377	5.6530458288	8.55200300482	9.37405230372	0.740141944049	4.20687216481	8.21437544801	6.53687045025	3.39224078875	4.65784740812	-0.929020031138	2.18847669841	7.82802435902	5.80559258707	-6.20711128838	-3.92001440627	-4.79752452509	-4.14096113712	-7.62527129685	0.641114869799	0.812285643277	4.08891303589	8.59783146097	9.90188180461	4.16962882805	4.94162739001	3.10748157511	8.75143066455	3.12632589057	1.13039459702	6.27243042666	1.09249022929	8.64729559635	5.62857844505	9.00828582343	0.172647710655	6.31257936083	4.41535650957	2.99652856278	-0.397766780425	2.68064819454	-0.637515399175	210576.777823	58458.51	True	
2.0433472389	1.23644173253	8.7912407612	5.07200590023	1.99757653437	4.22665727158	6.46284879267	7.87765648091	4.31731878758	6.24936870293	-0.0147370724206	0.467148252442	5.61783569503	0.841306255626	5.47044040146	3.07930902971	-1.3769329175	-1.81636063577	4.65141267324	0.659312805148	9.17636243039	7.23376187593	2.04572740748	8.10745069349	9.1716111545	6.43461801517	2.46749867474	9.4483527211	0.9704423329	5.7092574931	5.67007795541	2.9906226338	7.16180101022	8.42273822112	1.2621269086	4.18367780546	6.29072626609	1.82785691828	6.2373067605	8.80540833355	-0.701666984122	2.84168858575	-0.27351755582	203469.542654	52612.659	True	
3.06916157087	4.9811002954	4.96877043739	6.71809907725	0.00222518351421	4.81540119122	-1.1196656591	4.80820124632	-1.83859695363	4.47354435668	-1.0873339596	3.43169737056	3.70895367299	2.88457223866	-0.694328562894	0.431679296241	0.32045157335	1.41638668279	-0.619127960025	-6.9564582581	5.19690093237	3.86955980855	2.35416187037	8.94566211978	7.94533876249	1.63977549225	2.16112918124	8.33310988731	8.56272015355	8.59299251871	5.07773717342	6.07587482312	0.85218569901	7.16095260072	4.62880956403	8.60105070714	6.57537556573	4.8705979385	4.67760814013	9.05902448897	1.78019416624	2.5324420111	0.386292547833	204580.017926	47351.3931	False	
1.61991431841	9.00821553378	4.48305760296	7.72591332191	3.22630897225	8.16753962889	-2.48324825571	2.81268666439	-0.866165941627	-0.690791940589	0.259635451372	-3.25060339828	-4.33491967866	4.36710614611	3.02505961139	-3.81727483449	0.703864969795	-4.56999971481	2.15657418798	-7.68363557879	7.25979787328	8.36154319244	9.7824829008	3.44000064091	4.74909124526	7.829055718	4.63652637849	2.9906475209	5.30081417943	2.89842106969	7.37929544914	2.34032517848	2.52506140368	9.53570519283	4.18825982228	8.79429311053	2.15067481083	5.31874406427	8.27414705044	1.08694865172	-0.324799722773	2.94419107418	-0.398463898769	226054.112945	47351.3931	False	
4.69085880478	6.6805294112	3.91835024637	8.73353544441	4.57491157982	9.72837042062	-1.85323413412	7.88228422049	1.44215139507	5.86241095417	7.26753981904	2.57606435636	7.04624861887	1.33859952898	0.611029327729	-2.26119449888	7.26942038878	4.41641911934	-5.47198102152	-6.09033140208	9.44677196569	7.3172855984	0.668725593429	6.30642070438	2.07711028761	5.8791528269	4.25408672741	7.51990538755	2.7261006259	4.22565347556	1.38198897198	3.69843886209	5.99508649845	7.26966509767	3.20518018958	5.09885442775	9.35644814195	2.61081332618	9.47377334734	0.458976130771	5.70113522569	2.99099292438	0.0734879051659	264167.706221	47351.3931	True	
