Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Potential	Equilibruim
3.44591732115	-2.54600131433	6.94624539557	-1.2526883856	7.64680506696	3.76764337903	2.55501802207	7.55263844638	7.20290344504	-7.1867899604	6.03036992176	9.3061887725	3.76813653517	3.43199278773	1.63451741393	8.88908796492	2.87906582706	-0.827026515597	-6.73516312454	-1.6477720079	3.37476095919	6.88009887933	5.41104157827	6.48204558683	1.87021794928	5.82165569209	5.98896458654	5.24824353096	5.87511748603	8.8477848145	7.10741868027	8.52360285099	4.25514827229	4.33159254506	3.47213580781	8.2019967482	2.33007430301	3.56315283165	2.0577081883	4.50800278521	7.90561380781	-3.25474306288	0.726519341588	245275.310449	False	
6.28946006937	7.55705099665	-4.86872542378	3.33106668962	8.09077453924	-4.23295825015	-1.63462664929	-8.22284317638	8.85792256046	5.38143491703	-5.69183961334	-0.745338329426	9.60906818166	4.87250168263	-3.77606369286	7.71431452199	8.70727148446	-6.74166723618	-6.84461405184	5.52739510854	3.26641823265	5.271960636	5.36252433396	3.70908416266	7.27615563327	5.07910108159	7.46124088202	0.236238731729	7.50575737972	8.03267945575	9.6647858316	5.17419050624	7.12899647234	1.76864342982	7.80520672812	1.32189630215	4.53894593068	1.15911816457	1.40421721148	8.95767708187	2.18452210348	-3.07178068004	-0.494127244	268150.364359	False	
0.720080243994	5.57685985013	-9.20995894299	-4.20551075554	-2.84264161885	0.466269668002	1.68262411437	5.90920918857	8.79431018157	-9.11460065337	0.428180724615	-2.40669890342	-6.74359141863	7.40914848408	-4.77047218156	2.6462513615	-2.56117994956	-1.68544987427	-9.24191784919	4.94755700456	-2.9992536441	7.58017593014	9.37565251037	8.21661373546	6.0831318113	5.50315746022	2.63998530682	9.18546103841	9.14855616736	0.534677125788	8.16201065474	5.58677093689	5.01790430173	0.630756654615	8.6098755682	3.28658679636	8.82946946546	7.93321828892	7.47687169979	3.21840204698	7.88704085362	1.64005541452	-4.60939788808	251020.516326	False	
2.45070834644	9.35989468441	-5.56791409785	-6.21573607482	0.982081766957	8.49600853201	5.00387827938	-6.80139817009	3.06739354236	-9.96206170447	5.76396762889	-2.82323168806	0.0908459015105	9.13057956498	-6.08610036605	-8.80106020926	9.70184827137	7.84757492708	3.65422814852	8.13471822577	-5.11310612898	2.8944158968	1.18925369083	9.69198131347	4.95171038608	9.60377989658	3.92984476328	4.29746663163	8.57934617375	8.04191880487	2.61826575425	1.80126709796	8.23395941466	2.57011256454	3.58962582104	7.24213085303	6.68131967792	8.19102170668	8.51860863884	2.11535543107	6.21826760773	-0.243205011125	-2.25934440574	251141.189964	True	
7.73200869611	5.18651021666	5.19628879635	-5.38840635474	-2.701196172	0.307753894799	6.14142532254	-5.19738485182	0.68514404742	-1.14746676493	8.53656057697	9.30578917811	-7.66966204639	-3.76659096666	-3.32577486947	7.84237953052	2.44278497535	4.00154553579	-3.29463601017	7.96964297868	-7.00547740055	0.375180580046	8.3918906953	0.184183545079	2.55647922736	8.34291701027	0.866906905685	1.05712083202	8.80580004822	6.41870146989	8.20571436969	4.21506041314	1.68154557923	4.7200012306	9.01198573419	9.75464676971	7.64948466866	4.25173005414	6.77107059997	7.95432905919	6.65449174925	-1.62646756924	-0.0707662096055	278412.714695	True	
0.885822706275	4.50385446133	4.45967062987	0.874027083459	-2.73581287338	0.271566823299	7.41756953449	1.22922054958	-6.95284354903	-1.96104189888	3.57829871617	2.58508981442	-9.10472321785	4.79803276576	7.21969179602	4.7946190919	-1.59293028509	-9.12638028594	3.08760992762	9.62025779801	6.49579508181	3.95868316185	7.14709353683	7.47418400135	6.33236659868	0.466908625861	1.64115928986	3.6282303293	5.30358497671	3.42676203064	2.22397221634	2.10510362317	2.74825750342	6.12391411996	8.95956259167	7.63220550527	5.82654779967	9.3073895962	3.93698433512	2.32812556471	5.98886089236	-2.69370921496	-5.54544769836	266810.707426	True	
0.681686951746	-4.11599202155	3.73350621797	-7.44104973054	5.68042661175	-6.01551236714	8.7781398698	-5.65255074593	2.7940869257	1.64977170614	8.97264246339	7.98881008045	-9.86728996683	3.95123287305	8.86492639346	-7.05571010552	-2.69046539211	-4.27779181148	5.43408293858	7.01182053043	6.75570141725	3.89392465614	9.66087969095	0.0719718092849	5.82559192639	7.41064302159	4.42546095684	0.241098674195	5.21871081168	6.61778940715	0.978854207842	4.10448357008	7.2305545289	9.08208865155	3.27649758873	2.86840035887	4.88832443409	7.7145169807	2.92559364316	3.33506441015	8.82787507212	1.82982877463	-6.03788015323	250485.955237	False	
0.555528047494	-9.66148811486	1.48283653193	-2.67229881929	3.6040489972	3.75434360555	1.53092335186	-0.800335582371	-5.37970349778	2.2992438345	5.57102171323	0.0685884290347	-4.14509327495	-1.30216726303	6.68727006346	9.79709983288	1.45807391841	-4.45947784221	-0.973169723357	-1.21807522164	6.80986525305	1.74760254953	5.79594721043	9.19263542087	8.52994052234	5.40539308382	1.70312376754	3.19757062244	5.54112090748	6.94015532731	1.18421695385	2.77498546955	8.7004544036	3.70853656121	8.88668382932	6.33661160316	1.54455875283	2.98514999622	4.70726264301	3.12288044182	8.62852415759	-2.33222050351	-2.48823346585	247265.205333	True	
0.492189755617	-3.8958461526	-6.70346933531	3.9093513593	2.34096835563	-3.63494400686	-8.33900164161	-7.6506173512	0.824146890242	-6.44324322843	4.66257358899	-0.359773194785	-4.28108687933	-5.5327222805	4.14530786455	-2.30396603546	-3.64303873894	-6.72314362939	8.31429357418	6.45411190748	-3.79081388288	6.52203184953	2.44321976969	0.882759468359	6.48118370556	2.92323220656	7.77747612446	2.50040585067	1.89500208215	5.95858592166	3.0786667482	3.30564562517	1.88184730453	0.863616918038	1.22058230636	5.10263806628	1.74139672288	6.05792143467	2.14574775728	9.46821467506	2.48189629482	-2.81670124032	2.58955726925	246570.002941	True	
7.55465206974	9.56485003544	4.72277829135	2.46222094	6.75623953389	-4.46953266624	-3.34754986371	6.63980187637	-5.01535191432	-6.73463538564	9.02901264051	-5.14079426388	-4.12677747978	-6.19147374286	5.4013343074	-7.78416502233	-0.818024649818	-8.04841311079	8.63976586829	3.0998989026	-8.08637818813	8.39451765804	7.54534215712	3.36583500316	6.31555208063	2.18118711397	6.90004537826	1.69426135719	2.20091518544	5.28844464036	8.59316163461	6.41216784486	0.673489023149	2.39398327099	8.43878013735	7.63584321229	2.33753832642	8.89965772037	9.9961318749	1.41365711093	8.87565056775	-0.15515012782	0.143408395802	300509.493436	True	
7.91896439307	8.78877535375	2.82882924357	3.98035346919	6.98685038728	-7.73955321617	-7.88709635416	3.11954802532	1.21374679141	0.0403490804947	-3.11000227455	1.20331595059	0.638281970398	1.34299179296	4.72209788467	-2.36334622777	9.47980775241	-9.41221614035	2.61917506485	-5.95473385724	1.59268013839	0.877233349471	2.07881051927	6.3075222562	5.01739108799	4.80000012933	8.86734089428	0.469702191227	6.35055781089	9.13164958662	0.325691399863	8.89689064544	1.42475908856	9.89117662987	5.82510802006	7.38439168457	5.85692804862	2.84215165432	5.91742333811	1.38173017807	7.95126060716	-3.06115817236	0.43949901275	247514.384901	True	
9.63909062215	2.01197596138	7.03709065567	0.106367312582	5.83366657082	-2.87218111338	-3.67036473191	7.41695178326	7.64433952258	-5.2860072001	-9.46664695449	5.78734366227	4.11029128354	0.754211195694	7.63401051846	-6.28280045067	4.44400488755	-9.54770753291	1.80261862015	-6.32681222151	3.4943805205	9.49643622967	8.22531068569	2.73243407103	4.31080643313	4.27603926777	0.57082238656	3.89537917132	4.12012413474	3.25558111453	3.25894297175	6.50561747299	0.273317496359	7.57293727353	1.86828120861	1.9995408664	3.5933539908	4.47606560376	8.65039352266	5.54423916728	2.61737353716	-2.82273680278	1.21920288635	246208.767166	False	
0.773680059031	0.944294216742	6.86032059339	-9.24266788065	0.556241813873	5.28846793913	-5.92669827164	0.857566163937	7.71892324249	-4.57887878399	0.317315460904	8.77997529892	1.4619610383	2.04288793309	6.08099719095	9.47997374435	0.811677495138	-5.28577236088	-9.72193137745	3.13675260162	-0.826761770606	6.53788514618	2.84735854082	7.55730808388	3.23365826225	4.19712047152	9.50268454072	9.61664477321	2.4237745221	4.24772142969	7.02254889414	7.70749418307	4.09238811671	1.16761776455	4.71727655503	4.00854004331	7.06825264512	5.10841928501	8.93691633276	9.00291286424	3.7182882064	0.606416185277	-3.67174613677	245906.046948	False	
0.796144116616	3.83477750929	4.77343987784	-1.95463376792	-3.58631020625	9.6912083891	3.97699608488	4.59646288474	2.67815871653	-9.4223695063	-9.22466132036	0.470911201354	9.84619068509	9.36017822659	3.86748327869	-8.64851912715	-4.85780642624	-7.03768769828	-0.441761571115	3.03198855624	6.45528908931	5.67999528538	3.86419168573	7.96993440806	8.30110964071	1.80061090528	7.23371486538	2.24711830787	4.42881026757	1.30668026524	1.64368478063	6.40411396684	4.30854394469	3.90848953321	9.13244256056	9.65720482613	5.01600528402	7.41076923768	8.08811502946	7.04026169063	6.64678402715	-2.57629489226	-6.61854066966	258486.133006	True	
0.650725364654	5.52178768091	5.23950820083	2.21703432906	-6.92201623262	9.0859439545	-5.72165485637	2.23217146026	-7.7582721179	-3.87741372123	-9.30030752117	-8.53582487732	8.99959117249	6.72155360037	8.82418807643	-6.54908529997	-0.965137891521	-4.04012224949	-8.84789304723	8.43586747443	7.8532604486	5.65618217658	4.17467272014	8.11612787936	2.94925931008	8.00479629626	3.04413600794	1.88880337597	9.32911655981	9.51588725862	9.96676868957	5.79779132626	0.843669115013	0.452475964221	0.572585169829	7.22772457075	0.624599310713	8.55135153962	6.53767806566	4.21410945446	5.20584346543	-0.519161549318	-3.45697651128	262860.551209	True	
0.170623998787	-0.428984519411	4.69617786601	-2.9696573233	-1.46962962039	6.98917491902	-2.98147351378	8.79926204181	2.89907664079	-9.30155899731	-1.95817869522	-4.13930660508	-8.40234227471	3.7096398687	-0.108261006706	-7.80142718344	3.21575395035	5.40453371046	-9.55955053014	0.241174105851	4.74318735405	3.63671169875	4.39639966841	6.59102280187	0.498154892488	9.01921120971	2.08379070885	4.80217394317	9.49945029405	0.660353262347	2.43721107699	6.81022580212	3.66580333699	8.54319912402	4.19251058462	3.37778792795	5.25429114864	2.19146262118	4.1470530275	1.67911674755	4.10626442255	-3.16788862137	-5.40890347212	250558.738924	False	
5.33957471644	2.0517286002	-3.18791308252	-1.11420597771	3.50382683975	-4.54716671555	-1.64432311619	8.86213056157	-2.79289548732	-3.38958645236	3.84875328852	2.04669292551	3.20944655023	4.38717817269	9.33504596008	5.75690322271	-9.44614680154	-4.15908229738	-8.82652579196	3.12862237719	4.2567535208	5.72234338275	1.79109500882	1.81234786284	9.65267924775	9.68507899376	1.76105219256	4.32257784444	4.90785519414	9.22319425564	5.78531583199	2.24353417318	3.9249932834	1.08916015405	8.50239664023	0.827312994208	0.86602699262	1.50997056733	9.90358354737	2.10536611311	2.70190905109	-2.08778692941	1.69157595212	188720.132671	True	
