Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Parameter 44	Potential	Equilibruim
9.67766489776	4.05224799359	-4.74909027685	-5.07000035532	7.86821095027	-0.0492342921235	-6.47122973444	4.35511272884	-8.31152105728	3.32695993138	5.64642994776	4.5463763054	0.535917576073	-7.39291172354	0.558055211332	5.34808945697	8.74758896502	-6.37485614409	-2.82840792261	-5.04153762027	5.79391622431	8.76180309523	4.21735207493	9.26468105221	7.39627491146	5.79292365194	7.70318794802	7.82929026866	3.29657786718	6.56835913509	0.863741187378	5.32602677168	4.60084972094	1.80056185404	4.49882214745	3.37719101206	1.07836014099	2.01873245264	9.3120208093	9.12907894481	5.18431039449	-0.680087148446	5.70474164069	4.47645084616	33662.2444873	False	
4.7178588854	-3.50847259158	-1.57379574251	0.379610666617	3.50337800247	-7.39053876399	-5.20949911523	9.12846719535	-7.37078311423	4.55900754147	-2.51363567306	6.22744325064	0.370208181693	-2.99390620029	-6.04625566569	1.15419685764	3.59038214861	8.04580108876	0.957054597164	6.49388972754	-7.04671098988	7.83210548385	5.90768469905	3.09909356974	6.8044697396	1.4516498336	4.49671702275	7.88572962912	2.3032462388	6.2570790618	1.39800811888	0.797667130992	7.69923162306	0.90672359205	2.63351067217	8.08316401456	1.84594683982	8.38753254951	4.51071203625	9.26137761846	6.95469960165	3.14782269068	5.4970830115	5.56394505168	18487.3169364	False	
9.61700480453	-0.493814061112	5.17243120638	-0.918153770751	3.70437498134	-6.86408719555	7.71315695323	9.06926408069	-4.95187357968	0.0264673612532	4.58768580481	-2.58590867009	8.41847659474	5.72777680149	-4.20395301488	-3.71879941689	6.39063446873	0.258147604192	8.1131293591	-1.65891273666	-0.637411154223	2.67823758652	9.86102490126	8.55258604213	2.91032401711	8.85745311316	0.769900341952	4.62345539799	0.514698023196	7.20352753434	2.52372250978	8.94056469834	9.84217819553	6.34937742934	3.82727618973	1.36845715132	3.73916166985	0.648988352035	1.28508083824	9.86477720269	9.13738192526	-0.296078410225	2.13810316335	3.59145971051	102543.778872	False	
9.56841999762	2.59432011151	-0.516222473862	-8.70849912806	1.32149196306	0.180473379307	9.06010466297	-3.70222718569	5.66391028712	-9.78177868288	4.29638696029	3.80156151436	5.43483929893	-1.90407372626	-2.94786563418	-6.28495984373	8.56343825267	8.28075084848	3.7204976434	4.64325062051	1.76671213214	7.23578201662	1.44431797481	0.797845443805	5.94292780182	8.2981346611	2.29115671228	3.43780538611	5.41711677981	7.18461058535	9.36394666034	2.33572774891	8.74818419648	3.3816101969	5.65823332766	0.293000307498	1.32507183124	9.69283194497	7.47014379145	1.80895760281	7.20251679002	3.02515563554	4.10654521177	3.87890497198	38019.7912747	True	
7.21359689943	0.568056345265	-5.07459930254	-6.82009182976	5.11088550386	-2.17390088898	1.31239418749	-7.15198624522	8.83768928031	0.0739722708817	1.32933538254	-5.28614430267	9.66988275756	-9.12454652706	5.31333281758	5.09750452091	-0.499206337353	-6.47195390458	3.46528413427	8.37853441838	9.0020560361	3.50761566018	7.89186723133	4.15883935054	2.3081823667	5.72232401607	3.60185594463	9.51710367882	1.74929989788	3.67853127817	9.13178414534	3.79549284239	3.00714352223	3.33981300966	1.67280456649	0.727854465435	0.966461560877	7.49513805827	2.34992928776	6.50911240229	6.59442076379	3.14983089499	5.73100815435	5.50661029289	46058.2624629	True	
7.44448953149	-1.69160459632	-7.87274968349	-3.41726588694	9.98132919923	6.0871313244	8.07482090822	8.81637653943	3.10077863811	-5.06446143686	6.68543986624	2.27681656793	-7.04285824826	4.778663775	6.83056661683	0.904410894271	3.57571439376	-5.21707238467	-0.150492574963	6.68128787958	8.7383524516	1.4123216223	8.4542257658	3.70081968689	1.07545807708	4.39433039703	1.1957916727	1.86527181837	4.48945234508	1.32381770158	3.91157453734	8.39494774928	2.39365428401	6.67076149477	9.09017769892	8.32967151449	1.78207222527	1.62944677656	6.66600395807	6.24147835265	1.36391737949	3.21512942926	4.61074033434	4.13454101911	67392.977345	True	
7.15023095077	1.55635777367	-5.93301020919	2.69284831072	4.84104424302	-2.72669562492	-7.62797844351	-3.29081685698	7.87281310417	-3.50631256583	4.45580680666	-3.90515929323	2.65286199378	0.192770346262	-0.772644529975	8.38695892461	-6.00312865987	0.33829800823	-6.51959241086	0.823136587548	1.58104229721	3.49807325006	0.283900276206	6.43827257186	7.89808400302	1.16197398685	2.29537092966	0.513834060068	6.69849356339	7.79007140316	5.28333693012	6.57249441314	6.43811780393	5.54993468997	9.7512625169	6.19740769682	7.44669325424	4.9208294107	5.32916498131	2.57676283788	2.23607561557	4.68696146901	5.22566126838	3.63718119642	67522.0176252	True	
8.77547527851	6.73381878239	-0.233477323597	2.23576502312	-3.85303610512	-9.07630463227	3.04309240737	4.24547835431	-0.983883074816	-4.79338256961	3.96206245193	-1.99337742456	3.37776524897	-5.41898247823	7.60863490498	2.3427373382	-2.33622326398	4.11365974924	-8.02510269009	6.97670323992	0.51044342442	4.64354041694	4.09974646512	5.59186024341	0.597180665236	3.73867388234	8.71677402817	5.92293027568	1.51808735697	6.88086207216	3.99174024906	9.08570245733	3.92603632428	8.41776616575	9.29108638164	2.309088699	5.67846398426	8.48429581197	8.80221938504	6.27735988813	1.66313548315	2.4129145627	5.48186863811	4.36641061382	44044.7908374	True	
7.60735872579	-6.16913492624	1.19229173536	9.12937309066	3.60353298392	2.01790681756	7.01175500536	-2.10441435253	3.87011476223	-1.83189856098	1.99359580616	-2.93854041767	1.23033530672	-3.42524088211	8.29093806647	1.50149428782	8.97050894391	-5.99716296139	-2.92111490952	9.69806438319	-8.85529668764	1.75221301813	7.90592433641	3.40364974818	0.653621906807	3.02855591673	6.75873413409	7.66693230595	4.54997503397	5.53609268979	7.35074292983	3.04002561171	9.36083102152	1.22192254613	4.40853522907	0.754718483931	4.13199522337	0.448617097849	0.492956084523	8.61323558717	5.79077910332	-0.262469620825	3.28880994012	3.92343709743	43120.8579903	False	
6.85099672484	-3.24232412287	1.8115145494	0.867539001235	-9.28007078532	-4.92207147401	5.98212862728	-0.751279885881	7.31087219843	0.811569456706	0.370620922011	7.4467554303	-6.37419492111	0.534895094633	-4.39500891131	6.66415465624	-6.40405966058	-0.974814126424	7.76268938954	9.55558621526	5.34341191558	1.91809561459	7.97284405531	9.17834479221	1.74643968076	9.2937293536	8.22869314418	9.95525747719	4.76390220591	4.42419436569	4.96645754648	8.92519375164	2.56585230529	9.20210079142	3.23389797764	8.86781693669	2.2333023737	6.93329798	9.46312290049	1.35293371032	2.39251662721	0.508811260997	5.61166671209	4.22463463021	57163.3771834	True	
