Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Potential	Temperature	Equilibruim
9.3783705805	8.72191224591	6.2427306338	5.74128293491	-3.36477972579	6.31115156055	5.4351342815	4.70450343329	3.8166907629	5.01302320564	3.43460778962	4.54293068923	0.146312032299	3052.08564832	2138.78904513	False	
7.86902866917	-5.39559933972	4.28945658159	-0.313217808977	-3.30132902523	0.169866601213	1.31435187431	0.867008996844	5.98990083833	2.61577610866	-6.8724810983	3.88470130907	1.46430977693	1117.24899634	2138.78904513	False	
2.46160509031	-3.89297120407	9.48747028115	-6.39417117909	7.32543713577	-0.494302225598	2.01488495733	3.76368654015	0.563883854689	5.13510455812	-2.12652479416	0.375064842464	2.4324832367	2558.66003429	2138.78904513	False	
1.73186056042	5.25159379978	1.67935254773	-5.93231259522	4.24677475063	-2.19321543724	5.04296853593	5.79904189459	1.78928277577	9.15991488833	-6.05208377118	-0.200611122281	2.24536269452	1581.57352369	2138.78904513	True	
1.28106981125	-3.32058539312	6.52239289806	2.5146918387	5.72225512866	3.76177859702	-4.89052901918	3.46907646227	-2.92745783165	3.09681875627	-4.45681999721	8.49856824737	1.22374606152	2227.98712854	2031.84959287	True	
7.20160385245	3.35150810994	2.76553081156	7.66925461334	9.26504302704	2.76194640106	8.65617166242	-5.21732637549	-1.66806876716	9.63560441561	0.414738213411	-2.87155052664	1.09774151521	1586.04826206	1930.25711323	True	
4.47594641279	0.502399966069	1.77760041804	1.10713863277	-1.16228489202	2.52512492462	-3.83585702522	-2.87599839427	2.10171644948	9.66507613788	-6.44797269474	2.60973015333	1.66504055199	967.355806928	1833.74425757	True	
8.62097753229	2.34043067153	-5.64198704589	6.97042523209	0.738464912965	-6.22655634822	5.60082764095	1.49872348779	6.39193006897	7.93680698325	3.00615739334	-5.27496522146	2.71162154705	1329.1756613	1742.05704469	True	
0.0539776781542	7.30095926877	5.87341868512	4.86003368322	4.16735797294	6.91845026595	1.88534251597	-5.21227039872	3.12267541844	-1.0126181818	1.49732791234	-0.104332799332	1.29430433047	1995.37179549	1654.95419246	True	
3.4946361489	5.16455238684	-3.65313741566	9.36586444312	-2.49864586521	-0.715531589286	9.54366007003	-3.35900352871	-3.10504634135	9.20134783036	-7.09120804662	2.78794463643	2.40654964625	578.57641397	1572.20648283	True	
8.7066743344	0.260557389249	9.19498878454	-6.67613463867	0.272544926998	5.99581763303	-3.02420888023	-1.76918348135	2.40295222794	5.04276822375	6.52437561086	9.98355144077	0.448806210155	939.450428797	1493.59615869	True	
7.6239359898	3.82712975304	5.50265454785	-0.409983991268	7.53018963859	0.493578995999	-7.37150459453	4.52788105667	8.44620915683	5.52077351393	-7.21547644272	7.43061725089	3.96417484984	3004.8080484	1418.91635076	True	
7.03405623647	3.24037294903	3.65747655816	6.59076450705	-0.209555321505	-3.97698687245	0.476629005022	3.54748963207	2.37492101015	-4.68120272014	-1.88014502143	9.748761829	0.204892284512	661.389898133	1347.97053322	True	
2.61906890958	3.48974525499	0.126549477008	1.59292672324	1.89699782231	7.12590453721	0.564044041338	-5.89893100354	6.5428484699	-4.01097331545	2.44256777263	2.70736665493	1.44019272218	1707.8777261	1280.57200656	True	
