Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Potential	Temperature	Equilibruim
1.34287997502	5.75371091422	5.95471954921	9.00403801149	-6.09860795275	6.49235527448	-1.02623581513	-1.50766724442	1.00637735121	-4.60808718234	7.30571015064	-5.34036899724	3.79715853677	634.108183849	2352.66794964	False	
3.67597513487	6.46046935552	4.97676293313	5.3146995521	-4.0039064008	5.07689702532	0.873553728448	7.79155588396	-3.31904045887	-2.7450018174	1.49697978534	6.44580735943	0.244510225488	1406.66330735	2352.66794964	False	
4.7346425304	7.61827230867	6.18427617876	0.955196509166	-4.60211725033	3.6258472674	1.79432236699	9.58839772386	-1.49828631307	-5.98291659654	4.01645025698	0.958263116775	2.62121176084	988.109291973	2352.66794964	True	
7.06882811407	3.59492306284	3.92312272167	2.82581116267	-4.21640070003	8.9286021106	1.93799969503	-5.60365768226	-0.175272593726	1.91478035587	-3.3477153283	5.58762608034	3.62556341452	838.528108896	2235.03455216	True	
0.541777353891	3.88368835452	0.951456635498	-5.95495922829	4.95229919137	0.732342796838	5.63224026116	3.05996701537	-0.359283196691	4.19981031701	3.67854913709	2.34983278387	2.421981144	2730.94962101	2123.28282455	False	
2.61818896952	4.29660023714	0.0100968331014	-1.48183196939	-3.74180463114	4.69317536461	7.77492466185	-2.47486154274	-3.36641012903	4.50856370434	-5.94225554311	9.40873561984	2.8710468217	1215.83175313	2123.28282455	True	
1.15183828035	3.78514861346	-4.56583149168	4.76071389548	4.60109392245	8.0464524377	6.84836340453	-0.676812419319	3.78415900086	-7.50355889272	2.32370531164	1.90100439788	3.54760118603	1690.80827918	2017.11868333	False	
3.62196861421	-4.8525818308	5.365007841	2.66215358798	0.111154563078	-0.852257930437	-1.77727564331	0.554940541402	-3.08272782874	0.628770568628	7.84219126754	1.84936402665	2.14881616775	1653.47073215	2017.11868333	True	
-2.64589517928	8.15895593895	2.42816990434	-1.93568631942	3.439059725	-4.09561271719	4.51388798761	3.01841676638	6.37385557086	1.27818523586	-3.93493409724	3.83820761158	1.40541494911	2534.87188256	1916.26274916	True	
7.61183134612	5.52513303126	-3.0902897732	1.90198313972	4.63420946463	-4.22040973899	5.98217449006	0.205330683538	0.657677751174	-2.62071096093	-2.34898104432	-3.59559146188	3.65012533916	680.749913416	1820.4496117	True	
2.40068706984	2.91865392216	-0.196143862391	1.53168046109	2.17958553117	3.47825618559	4.04157744773	-4.97921274078	3.62395416886	5.4190461396	6.11836905212	-3.35536253211	1.59288789313	2138.04561888	1729.42713112	True	
4.50020956928	3.85629081478	2.6565067441	3.03696938792	1.63747256926	9.48617617541	-5.52037053631	8.65851831562	8.4557190471	2.29829837913	4.11254750417	0.348077769603	1.35592590277	3350.60762772	1642.95577456	True	
7.63089837759	-4.07296661233	7.2763843318	0.984606024924	0.68561380374	-6.29223496476	4.43286264039	5.83800231182	-1.89569987596	-4.16598042371	3.17375561041	4.94149443986	2.07084827162	699.804734046	1560.80798583	True	
8.46876125328	4.31565706958	7.49832407601	-7.84523933813	8.6191417333	3.40450430989	1.52967060525	-1.08157752348	1.29511688541	-3.10872055465	-0.370820442173	8.72259805193	3.19489409232	1563.2738083	1482.76758654	True	
-0.754866591906	9.78570025883	-1.18793027404	-0.144422017543	9.67689873939	8.78332113592	0.184100741205	2.41544175949	5.53630598966	8.5363715444	4.98546005371	6.15863692467	0.726163286702	3358.87033754	1408.62920721	True	
-1.82486014353	7.77070916054	-5.12898264079	2.55452383251	4.61145924438	-0.303012025644	-1.71142190144	1.43253608069	6.592036626	3.99262570458	-0.145310287094	-2.30617964355	3.73136795343	2284.263623	1338.19774685	True	
6.20228001122	1.41470866024	-0.122810517226	-6.30802837834	6.38426712617	4.60844633741	0.451869729956	1.82859149238	-1.09731220463	-2.51514508187	8.63081032577	-5.51551792057	2.39470371316	1661.42274799	1271.28785951	True	
7.45034387226	8.86965345987	-0.0490761775987	-2.10770395479	3.62833846797	7.77105957114	5.30478498379	-6.16204416887	-1.09604543257	7.76417624731	4.12073213226	0.483197532795	0.915461421455	1092.84784685	1207.72346654	True	
8.10292696571	4.73094821569	-4.00590223443	2.69347743445	6.48939457498	-5.13392394821	6.07900371448	7.54707561628	0.22471503404	1.16604763539	-6.76170361378	5.67026073094	3.37922847869	1277.39462109	1147.33729321	True	
3.06396367945	2.75816628868	-0.125661524399	-5.48402223056	3.8456536134	0.846081914462	2.36623093614	5.75043167059	8.56332386373	-1.111686911	2.64700072202	5.37745563955	2.92052595182	2619.13396007	1089.97042855	True	
9.27912235195	5.63382514604	8.27079909696	5.77321133585	2.85315029321	5.81182867229	4.74828307794	0.992736668058	-4.60847040952	0.298165318783	-2.35039588936	4.54150550198	3.34641545047	1381.76556123	1035.47190712	True	
7.00819605174	-1.94790594843	6.80563633888	-1.63178734664	-2.909207872	4.79535603622	-5.54699145685	8.37760220092	-0.661450809484	6.87125153433	-3.85729770996	-1.54542951696	2.27028176475	952.241448763	983.698311765	False	
8.34636211832	-6.09154279895	7.56547826627	6.29933872805	5.82502846772	-3.74191550519	7.09353224031	-6.40792497859	1.01824513768	5.07110383548	-0.573680567416	4.65039539305	3.82225706463	1123.42342408	983.698311765	True	
5.4046341407	1.19512134694	8.53654219314	-2.59801228074	8.61049922689	2.2155674825	-0.397327220986	0.655884009941	2.13078678312	-6.59604668643	3.55742626628	-3.24904348556	3.50907156941	1048.09539322	973.861328647	True	
4.4475379273	-1.5269079781	8.40641322768	-5.23770025649	4.93291565824	-3.28622391782	-2.83724923951	2.46268927428	5.43921442105	3.69628484585	-3.60432617637	-2.00203541721	2.509486745	854.623556218	964.12271536	False	
7.92985418845	1.0818180902	-2.76358863909	-1.00443310373	1.52991212402	9.444721142	-5.4616672435	3.9369161685	3.26671140784	-3.52799922997	-2.94863485012	3.70954680501	3.29880077784	951.159788691	964.12271536	True	
4.14007538088	8.10883580754	0.531353566518	-4.67108893069	3.158546355	6.97791356552	-7.38033214626	5.08456733803	3.4843095108	-3.24350096758	2.65126375784	4.76965971105	1.47051787343	845.119477508	954.481488207	True	
7.20298073233	4.07044617535	7.78415468449	2.84536906123	-1.92580067891	0.306131773854	5.20825723248	-7.36753586603	7.47351535485	7.01861658908	2.74884097772	3.94896574397	0.432861802996	768.149516002	944.936673325	True	
4.11438069339	9.42366083656	7.74657984968	0.0591135765857	5.65588696945	-2.82536520118	3.77883970189	0.816264192057	3.61332362828	5.6512397763	-3.98212888119	6.77810424622	0.0403868471525	2250.37923381	935.487306592	False	
-2.08215116787	3.65131168324	2.46295423246	3.77454324107	4.87700333653	-0.338452316517	3.4840721081	7.84915188982	7.4188503324	7.16942173145	7.95361729008	0.0395836505531	0.113446925497	2641.27877063	935.487306592	True	
6.72182116487	2.84531130767	6.48817938167	5.93011939283	1.94933732056	5.27648783976	-2.9402284873	2.35170531711	-5.321005098	8.20352849348	-0.106195710874	-0.620897195185	0.403258976759	968.118479955	926.132433526	True	
2.72840184573	9.13666481559	4.21804426058	-4.2610417854	7.93105116211	6.21664355833	0.941280786547	-7.50352113006	7.461441663	-4.78285514062	0.0856321602045	4.64204986432	2.4652863544	1499.22043773	916.87110919	True	
-0.634794129331	7.70430521452	-1.3278512975	8.03432420626	-3.68738861565	3.03992920547	4.17604593125	4.24395337049	-1.39597609964	1.21671787588	1.65104483858	0.574885406762	1.37016395409	3121.10194535	907.702398098	True	
1.70067498468	8.90697629986	-7.55233590087	7.03977533503	-1.34592169988	0.688802830226	-0.353576255354	3.1408497674	3.68667289679	-1.41095198476	9.14736431705	-1.88499027776	2.12555223259	1232.62847319	898.625374118	True	
2.51609522868	1.62349493508	8.00336594695	-4.51819660035	8.00004604416	-2.54913341423	7.94610694352	-2.35679045652	-2.93647141561	1.10046776288	2.28088486952	1.40592211926	2.06431615807	2107.21583755	889.639120376	True	
6.97265719413	-0.826966182689	0.0818816682852	6.15174248167	6.80368259942	3.66518210327	-2.30523245908	-4.76663228881	2.54360692804	-2.18912980768	8.33261134445	-2.51313592215	2.27925900056	1027.57517313	880.742729173	True	
5.02325433774	3.85699524358	-5.04830657918	4.47683311324	4.74926216177	-5.03923983802	8.28997588828	-6.40895117246	1.8843566072	9.16856842863	8.48990310729	5.12608647358	3.51749341671	1033.34971749	871.935301881	True	
4.50383937849	6.22031412439	8.50669226582	5.26298990422	4.01849783858	7.64004985997	7.09208826701	7.99300791396	-3.67112774262	-4.53363629824	9.95780421996	-1.94879057295	2.59197754471	2806.22077904	863.215948862	True	
2.83782267332	6.32479039367	-3.61627036464	7.6280726648	-3.47689876513	0.710277081856	2.26710446671	0.0175975074301	-2.33239380981	-2.59083774232	6.11122618711	-1.99297429906	1.02606414921	414.236938814	854.583789373	True	
5.24751590932	1.90123807357	3.95423596516	4.19757532936	-3.4562124555	2.07962017872	5.596158328	-5.85016937759	3.23604119626	4.62005791765	-8.01802305151	4.50181330304	2.90717016953	2240.70113813	846.03795148	True	
0.644807533445	6.56938179316	5.26559354408	-3.40565202556	-1.6054972008	0.140641277165	-1.80943737998	6.88105926127	7.1108796463	9.57662279794	1.29183117883	1.90170637847	3.33662430841	1532.89935009	837.577571965	True	
