Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8	Parameter 9	Parameter 10	Parameter 11	Parameter 12	Parameter 13	Parameter 14	Parameter 15	Parameter 16	Parameter 17	Parameter 18	Parameter 19	Parameter 20	Parameter 21	Parameter 22	Parameter 23	Parameter 24	Parameter 25	Parameter 26	Parameter 27	Parameter 28	Parameter 29	Parameter 30	Parameter 31	Parameter 32	Parameter 33	Parameter 34	Parameter 35	Parameter 36	Parameter 37	Parameter 38	Parameter 39	Parameter 40	Parameter 41	Parameter 42	Parameter 43	Potential	Equilibruim
-1.75652741959	3.83914054109	5.78520440974	1.50383396974	-1.12582860862	-7.33006112046	-3.04692927952	4.12190658749	-1.22462286179	2.01336798461	7.02271684291	-0.0938056989698	2.40303776759	3.95616783322	5.82906684579	5.16535288956	-6.80255727454	6.60630754765	8.8535858357	3.475310145	4.8797970482	2.7568147783	4.56854772553	9.55359498344	3.05198057177	4.94169305032	0.110778069259	3.35778483343	4.51775928328	1.24502754187	5.57563451234	1.74621292293	8.0393011086	9.25593300788	6.14362390705	1.10925750718	3.40821625559	2.27187951906	6.02967226402	1.06958500921	-2.98962272042	-2.19365095242	-1.27027871271	84097.1686433	False	
-3.32936956537	-5.82618988363	6.5425151532	-2.32149630519	-4.55226338008	1.73011387253	5.25943025062	-0.789614332497	0.695667673739	-6.75116783042	4.23689553443	-2.147910539	3.99103976832	-1.10464749167	3.52332877616	-3.57720703235	-6.10379068014	-2.77533883734	-0.0642831935501	9.04457815109	8.83584849963	3.21597043301	3.82350517549	1.70200909198	2.75469509865	7.84933182013	6.31378601527	7.27511807441	0.813334886363	2.89377151195	2.75138541301	0.464715869059	6.94711510926	8.12266519816	1.50488548011	3.49316523442	4.38706891721	9.1107577281	0.870788220587	2.41977727952	-0.44185016942	-0.998483198831	1.03710244892	84380.3570423	False	
-9.37284491047	2.14975724234	5.08454893014	7.05156231837	8.18498507606	-4.51585573212	6.96060580082	2.699334907	1.85974117783	-2.11967106012	9.9875914745	6.40708179417	-7.79207135483	8.37003919349	-7.23136633206	-5.02359601221	2.56496879719	-2.5364110305	1.02266773584	9.91799033712	7.58530641583	1.51454745398	2.01488452644	9.86288787324	5.24431463151	6.13371909443	1.27482227159	2.52308664765	4.27309480076	9.94553058954	4.72521796546	2.42218147344	9.39940142142	8.51855734161	3.48825518714	0.759505119014	8.86803948025	5.23534936133	7.61183283548	1.67712734037	-0.132549550467	-2.52135018116	-3.80999231389	84247.6443938	False	
-0.738374086688	0.624275598944	-3.29198527888	5.29423287655	2.98689974148	3.71077638176	2.51841840573	4.74168579908	-6.42783789212	-9.12502939623	-2.74786719737	2.562387715	6.44709382516	-8.26980254543	9.18839928372	-1.12622496002	-3.89620540246	-7.96220635745	-2.26605638206	8.86002743088	1.97178940928	4.48482644569	6.21487861226	6.80576041735	4.1626745932	9.12996106	8.17430645087	5.57043516887	4.65866173217	8.43879677743	1.78419111415	5.34720002378	2.57326197404	1.74233159949	6.16974581043	1.74330360319	4.71364823093	8.95576634665	3.87867372685	4.83361559292	-3.25504789842	-0.686144834793	-2.26398028844	84399.4875709	False	
-2.23306171372	-3.43889901854	-1.6238349829	-9.85385883844	-3.42766353903	-8.10465558832	5.85852110092	5.29105654087	-7.41503125563	5.21620411103	-7.88177862172	-1.38596738902	-2.8154810958	-8.08178837338	-8.59155079153	5.43659803059	1.76839334774	2.05615079141	-6.46998885038	-2.61179432727	8.18684846665	4.83488645631	1.55749461602	2.06517586639	9.77335952922	2.99607441274	4.26841834197	4.68305474527	2.09260749929	4.75337910501	2.28942292359	2.98970578418	2.86509715133	0.457732895868	8.22107893026	2.8599856615	1.609338314	5.95310925543	6.76258560089	4.7096779023	-4.59229291436	-0.0893597092438	2.20502317409	84399.9999998	False	
3.22558963033	-7.0649693388	1.54164183779	7.40971065999	7.71510021057	-2.63304134485	-6.33555046968	0.00281666023183	2.49805334249	-8.06786652913	8.89500907485	-1.58407828758	2.87723450659	0.573539607167	5.99454651627	-8.59242748988	8.02523644325	8.55392972296	-1.94923418835	4.89553166827	3.56055371572	4.75179333748	1.3815723084	4.31040019186	8.15175437858	1.04570460454	7.88106369753	5.4465535778	3.08631986156	6.49197462911	2.92425210493	4.14990093273	8.60139101292	1.9783484352	2.41440421334	2.47531527881	0.915083177337	1.6216710359	3.97410414906	6.58089815688	2.42315017251	-0.856472311847	-2.94347044964	83325.3522718	False	
-9.91282865744	-0.477882558952	-2.62122556094	-2.98930727742	0.0956061671807	-4.99814866261	0.594431910835	7.26264362039	6.42456761076	4.07637400161	-6.86932956845	-6.17340315079	4.13784742948	0.429623595871	-5.59024703279	2.255053774	-6.94216522654	-2.10064440063	1.45282623422	-6.13034918081	7.57601351692	1.04161089056	8.94681875528	5.21585448645	0.655059679862	5.73098597445	7.58551728874	7.37923818892	8.212790257	8.01181025463	5.14860049225	2.78173033859	0.485637105784	5.65584267905	1.38088999118	6.49485239503	4.86755488287	7.51998673014	0.0133651148045	5.52131075841	1.35545084702	-2.78838164641	-1.32516981288	84399.9999252	False	
2.25413105154	2.83670733828	-5.62194304223	4.10052067177	5.27671219546	6.46707199305	-3.81886567127	-6.78601408778	5.12597408217	-8.05989159461	-6.29259433808	-1.46283489619	1.96613419744	3.48507471271	7.20625813562	6.93845163667	-2.05315577843	-6.87619112966	-9.94621361179	-3.05054898074	2.57863923274	2.7325089749	8.18701322198	3.62334480564	7.62260633356	6.45729620364	4.40103765662	1.07946666485	1.33091608813	8.28601371552	1.74654891681	8.64245846542	3.41003887578	9.4049083469	2.02785702429	5.52735694817	4.46744011482	8.79526655622	3.70939561775	3.12403803522	-3.12612742341	-2.74020146987	-4.81325164194	84399.9999791	False	
9.14005879623	-1.44943794642	7.29459151958	-7.2279940425	-2.12817370557	0.806373002674	-4.87701099269	-5.01088778578	-8.38699487946	-3.50470922311	-2.50578852394	9.2302047198	-6.35635589085	-0.3810344777	-1.85898295137	8.82422086424	1.62859748404	5.54830536653	6.60313055192	-3.94744441484	3.83280598059	2.47981540277	8.99355923156	0.754218227763	0.41708816131	9.06570729014	6.93969101254	0.680971847851	1.41223203637	4.13927797057	1.95080454612	4.11076064143	5.02785345048	4.75159703989	6.13218066312	0.197375702421	5.4187871022	6.0241171601	2.6292316007	2.14697524543	-1.90277663552	-3.24527263205	-4.57937231719	84400.0	False	
2.69144513637	-1.33161559082	5.21405037339	-6.82987234057	0.307580218696	1.90441352251	-0.0178741163777	6.27445399262	-9.70757904655	-4.62239247809	8.69558677724	-3.12931606473	5.28644107129	1.8189971358	4.00131946765	0.509515675062	0.798789911986	-1.04187759846	-1.61143080638	-2.03808539915	2.99561456486	7.21052254621	9.90770936761	8.34754873207	4.87033064341	1.06476499894	3.57607374691	5.9030749702	2.48745888511	1.38070894941	5.0908031421	1.42373023434	0.768469994051	4.40455728	1.13872840087	1.66097699502	4.27238951963	3.87752645744	8.39423507131	5.59723318859	1.49662949037	-3.14656750775	0.0442250027128	84399.767219	False	
